complexity,loss,equation,score,sympy_format,lambda_format
15,0.456,(((x5 + x4) - x0) / (x0 + 2.314)) - x5,0.06536055159898602,-x5 + (-x0 + x4 + x5)/(x0 + 2.314),PySRFunction(X=>-x5 + (-x0 + x4 + x5)/(x0 + 2.314))
16,0.4478,(((x4 - x0) / exp(x0)) - (x5 + x0)) * 0.3276,0.01814610534973174,((-x0 + x4)/exp(x0) - (x0 + x5))*0.3276,PySRFunction(X=>((-x0 + x4)/exp(x0) - (x0 + x5))*0.3276)
17,0.446,((x4 - (x0 - x5)) / ((x0 - x2) + 2.953)) - x5,0.004027752144590357,-x5 + (x4 - (x0 - x5))/(x0 - x2 + 2.953),PySRFunction(X=>-x5 + (x4 - (x0 - x5))/(x0 - x2 + 2.953))
18,0.4163,(((x5 + x0) + x5) - ((x4 - x0) / exp(x0))) * -0.269,0.06891279781913427,(x0 + x5 + x5 - (-x0 + x4)/exp(x0))*(-0.269),PySRFunction(X=>(x0 + x5 + x5 - (-x0 + x4)/exp(x0))*(-0.269))
20,0.3928,-0.2603 * (((x0 + x5) + (x5 - x2)) - ((x4 - x0) / exp(x0))),0.029052788860309472,-0.2603*(x0 - x2 + x5 + x5 - (-x0 + x4)/exp(x0)),PySRFunction(X=>-0.2603*(x0 - x2 + x5 + x5 - (-x0 + x4)/exp(x0)))
23,0.3735,(((x4 - x0) - x0) / ((x0 - x2) + 3.162)) - (x5 * 0.4978),0.016794190635812917,-0.4978*x5 + (-x0 - x0 + x4)/(x0 - x2 + 3.162),PySRFunction(X=>-0.4978*x5 + (-x0 - x0 + x4)/(x0 - x2 + 3.162))
24,0.373,((x4 - (x0 + x0)) / (exp(1.149) + (x0 - x2))) - (x5 * 0.4834),0.0013395849290564722,-0.4834*x5 + (x4 - (x0 + x0))/(x0 - x2 + exp(1.149)),PySRFunction(X=>-0.4834*x5 + (x4 - (x0 + x0))/(x0 - x2 + exp(1.149)))
27,0.3152,((x4 + (x5 - -0.6553)) - ((x4 - x0) / (x0 - -0.9727))) * -0.477,0.0561236872200305,(x4 + x5 - (-x0 + x4)/(x0 - 1*(-0.9727)) - 1*(-0.6553))*(-0.477),PySRFunction(X=>(x4 + x5 - (-x0 + x4)/(x0 - 1*(-0.9727)) - 1*(-0.6553))*(-0.477))
29,0.2822,((0.0655 / (x0 + 0.671)) * ((x5 - x0) + (x4 - x0))) + (-0.433 - x5),0.05529565928250518,-x5 - 0.433 + 0.0655*(-x0 - x0 + x4 + x5)/(x0 + 0.671),PySRFunction(X=>-x5 - 0.433 + 0.0655*(-x0 - x0 + x4 + x5)/(x0 + 0.671))
33,0.2334,(((x4 - x0) - x0) * (0.05365 / (x0 + 0.658))) + (-0.4233 - (x5 * 0.508)),0.04746557989156453,-0.508*x5 - 0.4233 + (-x0 - x0 + x4)*0.05365/(x0 + 0.658),PySRFunction(X=>-0.508*x5 - 0.4233 + (-x0 - x0 + x4)*0.05365/(x0 + 0.658))
35,0.2239,((x5 * -0.4927) + -0.6807) + ((-0.0581 / (x0 + 0.672)) * (-1.717 - x4)),0.02077709812387326,x5*(-0.4927) - 0.6807 - 0.0581*(-x4 - 1.717)/(x0 + 0.672),PySRFunction(X=>x5*(-0.4927) - 0.6807 - 0.0581*(-x4 - 1.717)/(x0 + 0.672))
37,0.1887,((x5 - -1.498) * -0.4912) + ((0.04544 / (x0 + 0.6797)) * (x2 + (x4 - -2.732))),0.08552053561510228,(x5 - 1*(-1.498))*(-0.4912) + 0.04544*(x2 + x4 - 1*(-2.732))/(x0 + 0.6797),PySRFunction(X=>(x5 - 1*(-1.498))*(-0.4912) + 0.04544*(x2 + x4 - 1*(-2.732))/(x0 + 0.6797))
39,0.1737,((0.03616 / (x0 + 0.678)) * ((x4 + x4) + (x2 - -2.824))) + ((x5 - -1.283) * -0.487),0.04141438956372267,(x5 - 1*(-1.283))*(-0.487) + 0.03616*(x2 + x4 + x4 - 1*(-2.824))/(x0 + 0.678),PySRFunction(X=>(x5 - 1*(-1.283))*(-0.487) + 0.03616*(x2 + x4 + x4 - 1*(-2.824))/(x0 + 0.678))
43,0.129,((x5 * -0.4927) + -0.6807) + ((-0.0581 / (x0 + 0.672)) * ((-1.717 - x4) / (0.7324 ^ x2))),0.07437931722134676,x5*(-0.4927) - 0.6807 - 0.0581*(-x4 - 1.717)/((x0 + 0.672)*(0.7324**x2)),PySRFunction(X=>x5*(-0.4927) - 0.6807 - 0.0581*(-x4 - 1.717)/((x0 + 0.672)*(0.7324**x2)))
45,0.1252,(((-1.514 - x4) / (0.716 ^ x2)) * ((x0 * 0.1251) / (x0 + 0.69))) + ((x5 * -0.4834) + -0.551),0.014949972847836975,x5*(-0.4834) - 0.551 + (-x4 - 1.514)*x0*0.1251/(0.716**x2*(x0 + 0.69)),PySRFunction(X=>x5*(-0.4834) - 0.551 + (-x4 - 1.514)*x0*0.1251/(0.716**x2*(x0 + 0.69)))
51,0.12103,((1.1 ^ x3) * ((x5 * -0.4712) - 0.6787)) + (((-1.757 - x4) / (0.744 ^ x2)) * (-0.05957 / (x0 + 0.6753))),0.005645668319247625,1.1**x3*(x5*(-0.4712) - 1*0.6787) + (-x4 - 1.757)*(-0.05957)/(0.744**x2*(x0 + 0.6753)),PySRFunction(X=>1.1**x3*(x5*(-0.4712) - 1*0.6787) + (-x4 - 1.757)*(-0.05957)/(0.744**x2*(x0 + 0.6753)))
53,0.11273,((-0.0804 / (x0 + 0.687)) * ((-1.531 - x4) / (0.744 ^ x2))) + (((x5 * -0.491) + -1.71) + (0.897 ^ (x3 + x4))),0.03552143484703629,0.897**(x3 + x4) + x5*(-0.491) - 1.71 - 0.0804*(-x4 - 1.531)/((x0 + 0.687)*(0.744**x2)),PySRFunction(X=>0.897**(x3 + x4) + x5*(-0.491) - 1.71 - 0.0804*(-x4 - 1.531)/((x0 + 0.687)*(0.744**x2)))
59,0.11237,(((x5 * -0.4834) + -1.705) + ((x3 * -0.117) + 1.169)) + (((-1.514 - x4) / (0.716 ^ x2)) * ((x0 * 0.1251) / (x0 + 0.69))),0.000533096856104821,x3*(-0.117) + x5*(-0.4834) - 1.705 + 1.169 + (-x4 - 1.514)*x0*0.1251/(0.716**x2*(x0 + 0.69)),PySRFunction(X=>x3*(-0.117) + x5*(-0.4834) - 1.705 + 1.169 + (-x4 - 1.514)*x0*0.1251/(0.716**x2*(x0 + 0.69)))
