Complexity,Loss,Equation
1,1.554,"x4"
3,0.9355,"x5 - x5"
5,0.9346,"-0.01227"
6,0.767,"x5 / (x5 - exp(x5))"
7,0.727,"x5 * -0.4368"
8,0.7236,"(x4 - x5) / exp(x0 / x0)"
9,0.5933,"-0.4124 * (x5 + x0)"
10,0.5776,"(x4 - (x5 + x0)) / exp(x0 / x0)"
11,0.5767,"((x0 + x5) - x4) * -0.3494"
12,0.5645,"((x4 - x5) - x0) / (x0 + exp(x0 / x0))"
14,0.5386,"((x4 - (x5 + x0)) - x0) / (x0 + exp(x0 / x0))"
15,0.505,"(-0.5376 - x0) / (x0 + 0.664)"
16,0.4807,"exp(-0.1793 - x0) - (1.521 ^ x5)"
17,0.3523,"(exp(x5) + log(x0 + 0.609)) * -0.2798"
18,0.3513,"(exp(x5) + (x0 / (0.738 + x0))) * -0.31"
19,0.3274,"(log(0.6084 + x0) + (exp(x5) - x4)) * -0.2715"
21,0.31,"-0.16 * ((exp(x5) + exp(x5)) + (x0 / (x0 + 0.6665)))"
22,0.2966,"(-0.06506 / (-0.6367 - x0)) - log(x5 + 2.438)"
24,0.277,"(exp(-0.55 - x0) ^ (x4 + 11.375)) - log((x3 / x3) + exp(x5))"
25,0.2737,"(exp(-0.5522 - x0) ^ (exp(x4) + 10.664)) - log(exp(x5) + (x3 / x3))"
26,0.2537,"(exp(-0.5415 - x0) ^ (x4 + (x4 + 10.05))) - log((x3 / x3) + exp(x5))"
28,0.2283,"(exp(-0.5327 - x0) ^ ((x2 + x4) + (8.64 + x4))) - log((x1 / x1) + exp(x5))"
30,0.2194,"(exp(-0.556 - x0) ^ ((x4 / 0.1671) + 12.59)) - log(exp(x5) + (x3 / x3))"
