Model,MSE_Train,NMSE_Train
Model_1,3411.8870047819846,2793.5344623857286
Model_2,1.5113828112356362,1.237467701341405
Model_3,1.2388362973307399,1.0143160910655338
Model_4,0.6141641355748627,0.5028562422744567
Model_5,0.44299462212956514,0.362708595517969
Model_6,0.41775184587110326,0.3420406879039502
Model_7,0.2184479058763479,0.17885755080583787
Model_8,0.21444140009760204,0.17557716316375377
Model_9,0.2114494630246516,0.1731274691056381
Model_10,0.20514424376068838,0.16796497477857136
Model_11,0.1998727621903464,0.1636488689362788
Model_12,0.19695445959893676,0.16125946423168389
Model_13,0.19547036010254742,0.16004433516001118
Model_14,0.19529381009332497,0.15989978215036982
Model_15,0.19105323984471717,0.1564277506578115
Model_16,0.18904521391282245,0.15478364883549148
Model_17,0.18559779725076972,0.15196102392495098
Model_18,0.1855660037614038,0.15193499252118564
Model_19,0.17534527738756583,0.143566617098461
Model_20,0.17471704517800318,0.1430522424062938
Model_21,0.17241185482180665,0.14116483268452734
Model_22,0.1723993371279061,0.14115458363194974
Model_23,0.17236746227298658,0.14112848560889785
