Complexity,Loss,MSE,NMSE,Absolute Error
1,0.9540838423218216,1.0530460872954093,0.5099135219078939,0.5269021050122248
3,0.7511888958158484,0.6947118063949385,0.3363983287945714,0.5656675867314014
5,0.5728414747820268,0.5842164162707996,0.2828934592427599,0.42246512226589744
7,0.2500672475315257,0.22443265451152264,0.10867638812184681,0.3171514968673053
8,0.0486337772163928,0.06932102111654356,0.03356712155929807,0.1846209501888599
10,0.0119055711977159,0.009669801903247111,0.004682380765784253,0.0677421576115375
12,0.0007566337965181,0.0007588189403009924,0.0003674407445291134,0.021590624120294978
15,0.0007564425674732,0.000759634863490308,0.0003678358367022763,0.021617455455800298
17,0.0007547379817186,0.0007600746930383278,0.00036804881411758194,0.021667806986763447
19,0.0006303346200797,0.0009426181305527646,0.000456441305431258,0.024588204824688632
21,0.0005919138757312,0.0042074011039056804,0.0020373379103300893,0.03488089017688192
23,0.0005377224884852,0.03515188076291837,0.017021495581017,0.06086143123154193
24,0.0005039835069518,0.0005573501353459043,0.0002698840761851149,0.018329794665170766
26,0.0004326658178837,0.0006152908681183982,0.00029794055297790924,0.020250131099520674
29,0.0004322128662896,0.0006164156685402239,0.0002984852118978333,0.020293622431271453
