Complexity,Loss,MSE,NMSE,Absolute Error
1,0.210156106997907,0.2322446513050974,0.2368623571990361,0.36083126386670095
3,0.1161281497073663,0.1532117792266392,0.15625807946210196,0.24666825694751743
6,0.0786071276618327,0.1047896363985346,0.10687316219300179,0.24901761579606516
8,0.0546184179997716,0.049452938610182004,0.05043620829932043,0.1665273472525032
10,0.0392332004487795,0.04853076671681526,0.04949570091980452,0.17904219548964884
11,0.0211320152817006,0.04652372953424224,0.04744875794230687,0.12353182563969174
12,0.0037670109621833,0.004840742014510721,0.004936990185591647,0.05326779233907225
15,0.0026436750870915,0.0033040239480083334,0.003369717649769369,0.046507268315111684
17,0.0019317516473529,0.0033909190401403564,0.003458340471590052,0.044709370938234856
20,0.001903100180771,0.002381505095338508,0.0024288564123802203,0.03912848069362051
22,0.001903100180771,0.0023815050811841453,0.0024288563979444275,0.03912848079905777
25,0.001892264989206,0.002373753780850079,0.002420950978990031,0.039204915126077086
27,0.0018842539381896,0.0023642266392012836,0.002411234409778978,0.03945584891391938
28,0.0018153005264584,0.0026453336078785207,0.002697930610754111,0.040201253092214444
