complexity,loss,score,equation,sympy_format,lambda_format
1,3.7750049,0.0,x4,x4,PySRFunction(X=>x4)
2,0.21511926,2.8649643876813333,cos(x4),cos(x4),PySRFunction(X=>cos(x4))
3,0.047547184,1.5094700066481932,x3 - x2,-x2 + x3,PySRFunction(X=>-x2 + x3)
4,0.0364391,0.26608019141316613,sin(x4 + x1),sin(x1 + x4),PySRFunction(X=>sin(x1 + x4))
5,0.020642715,0.5682799012925175,cos(x4 - cos(x1)),cos(x4 - cos(x1)),PySRFunction(X=>cos(x4 - cos(x1)))
6,0.01821878,0.12490954245567565,sin(x4 + x1) * x3,x3*sin(x1 + x4),PySRFunction(X=>x3*sin(x1 + x4))
7,0.0022935425,2.0723553646912007,cos(x4 - cos(x1)) * x4,x4*cos(x4 - cos(x1)),PySRFunction(X=>x4*cos(x4 - cos(x1)))
10,0.0013671668,0.17245233206519747,cos(cos(x1) - x4) * exp(sin(log(x3))),exp(sin(log(x3)))*cos(x4 - cos(x1)),PySRFunction(X=>exp(sin(log(x3)))*cos(x4 - cos(x1)))
11,0.0002944142,1.5355082289128197,sin(exp(x3) - exp(x4)) / (sin(x1) * x2),sin(exp(x3) - exp(x4))/((x2*sin(x1))),PySRFunction(X=>sin(exp(x3) - exp(x4))/((x2*sin(x1))))
13,0.0002510582,0.07965141731184892,sin(sin(x1)) * (sin(x1 + x4) * (x4 + sin(x3))),(x4 + sin(x3))*sin(x1 + x4)*sin(sin(x1)),PySRFunction(X=>(x4 + sin(x3))*sin(x1 + x4)*sin(sin(x1)))
14,7.353823e-05,1.2278793777141253,sin(x0) * (((x1 + x4) - log(x3)) * sin(x4 + x1)),(x1 + x4 - log(x3))*sin(x0)*sin(x1 + x4),PySRFunction(X=>(x1 + x4 - log(x3))*sin(x0)*sin(x1 + x4))
16,7.3238116e-05,0.002044705611085705,(sin(x1 + x4) * (x4 + (x1 / x3))) * sin(sin(x0) * x3),(x1/x3 + x4)*sin(x3*sin(x0))*sin(x1 + x4),PySRFunction(X=>(x1/x3 + x4)*sin(x3*sin(x0))*sin(x1 + x4))
20,2.2969485e-05,0.28988734998151267,((x4 / x2) + (sin(x1) ^ x3)) * ((-0.18723729 / x1) / sin(exp(x4))),(sin(x1)**x3 + x4/x2)*(-0.18723729)/(x1*sin(exp(x4))),PySRFunction(X=>(sin(x1)**x3 + x4/x2)*(-0.18723729)/(x1*sin(exp(x4))))
21,2.2512018e-05,0.020117295955846756,((x4 / x2) + (sin(x1) ^ x4)) * (sin(-0.18723729 / x1) / sin(exp(x4))),(sin(x1)**x4 + x4/x2)*sin(-0.18723729/x1)/sin(exp(x4)),PySRFunction(X=>(sin(x1)**x4 + x4/x2)*sin(-0.18723729/x1)/sin(exp(x4)))
22,1.5521484e-05,0.37182417120466343,(x3 * (1.0734088 ^ x3)) * (cos(x0 - -0.13145779) * sin(exp(x3))),1.0734088**x3*x3*sin(exp(x3))*cos(x0 - 1*(-0.13145779)),PySRFunction(X=>1.0734088**x3*x3*sin(exp(x3))*cos(x0 - 1*(-0.13145779)))
24,2.6255482e-06,0.8884677082027126,(x0 / cos(x2 * 1.7517518)) * ((0.4705472 / (x3 ^ x0)) * sin(exp(x4))),x0*0.4705472*sin(exp(x4))/(cos(x2*1.7517518)*x3**x0),PySRFunction(X=>x0*0.4705472*sin(exp(x4))/(cos(x2*1.7517518)*x3**x0))
25,2.359399e-06,0.10688278674623909,(sin(exp(x4)) * (sin(0.48960394) / (x3 ^ x0))) * (x0 / cos(1.7522033 * x2)),x0*sin(0.48960394)*sin(exp(x4))/((x3**x0)*cos(1.7522033*x2)),PySRFunction(X=>x0*sin(0.48960394)*sin(exp(x4))/((x3**x0)*cos(1.7522033*x2)))
