gamma1,lambda1,delta,epsilon,NRow,NCol,W1,Model_1_Y_pred,Model_1_Residuals,Model_2_Y_pred,Model_2_Residuals,Model_3_Y_pred,Model_3_Residuals,Model_4_Y_pred,Model_4_Residuals,Model_5_Y_pred,Model_5_Residuals,Model_6_Y_pred,Model_6_Residuals,Model_7_Y_pred,Model_7_Residuals,Model_8_Y_pred,Model_8_Residuals,Model_9_Y_pred,Model_9_Residuals,Model_10_Y_pred,Model_10_Residuals,Model_11_Y_pred,Model_11_Residuals,Model_12_Y_pred,Model_12_Residuals,Model_13_Y_pred,Model_13_Residuals,Model_14_Y_pred,Model_14_Residuals,Model_15_Y_pred,Model_15_Residuals,Model_16_Y_pred,Model_16_Residuals,Model_17_Y_pred,Model_17_Residuals
-0.597541810525913,-0.6215163339667974,-0.9383888117306464,-0.7825426357098743,0.47445137494634665,-0.945810375934829,0.5921794086343295,6.329431084025259e-07,3.0721335309235938e-06,2.2061390112768515e-06,1.4989376280492684e-06,2.1853576775343206e-06,1.5197189617917993e-06,3.523996933871407e-06,1.8107970545471293e-07,3.855506869042207e-06,1.5043022971608688e-07,3.840476548754144e-06,1.3539990942802396e-07,3.6069654260023565e-06,9.811121332376339e-08,4.611253047367449e-06,9.061764080413287e-07,4.195984643392481e-06,4.909080040663609e-07,4.599282078882607e-06,8.942054395564873e-07,4.192090031612385e-06,4.870133922862654e-07,3.6150238153796577e-06,9.005282394646219e-08,3.776771457126961e-06,7.16948178008411e-08,3.2644364092554235e-06,4.4064023007069643e-07,3.300917915407365e-06,4.041587239187548e-07,3.6806369065400803e-06,2.4439732786039646e-08,3.683485834597577e-06,2.1590804728542807e-08
-0.47960889392480016,-0.5132402557789225,-0.7771429615831764,-1.0758591212050717,-0.593555395035317,-0.8056695947391768,0.2087629387385797,9.070139143896856e-07,1.8275504687504943e-06,2.2061390112768515e-06,5.284253718633283e-07,2.1853576775343206e-06,5.492067056058592e-07,3.3111441997650913e-06,5.765798166249114e-07,3.579811679299556e-06,8.45247296159376e-07,3.3696496471306244e-06,6.350852639904446e-07,2.818898723819186e-06,8.4334340679006e-08,2.7822792060208063e-06,4.771482288062645e-08,2.705731971341852e-06,2.883241179832769e-08,1.9030484156724347e-06,8.315159674677452e-07,2.3966562881218238e-06,3.3790809501835606e-07,2.3593366854634045e-06,3.752276976767753e-07,1.4984441048118273e-06,1.2361202783283525e-06,2.0224655077131853e-06,7.120988754269946e-07,1.6331783729478508e-06,1.101386010192329e-06,2.581271156496844e-06,1.53293226643336e-07,2.4721828099859714e-06,2.623815731542085e-07
-0.5661629872016013,1.2156519759488136,-0.4338282449285714,0.9865203979518316,0.3279519151052824,-0.6929247979752919,0.02767748722981688,5.283224203354714e-06,3.007027323712764e-06,2.2061390112768515e-06,7.005786836509833e-08,2.1853576775343206e-06,9.083920210762925e-08,3.4700349930545544e-06,1.1938381134126046e-06,4.256594425655178e-06,1.980397546013228e-06,3.703869833801237e-06,1.427672954159287e-06,3.382128053608839e-06,1.1059311739668891e-06,4.060835044594544e-06,1.7846381649525942e-06,3.7575857464712235e-06,1.4813888668292736e-06,3.39993119069534e-06,1.1237343110533902e-06,4.472850293549034e-06,2.196653413907084e-06,4.24927127470338e-06,1.9730743950614304e-06,4.616582889373152e-06,2.340386009731202e-06,4.816195317124774e-06,2.5399984374828244e-06,4.990274276999141e-06,2.7140773973571913e-06,4.342120728141399e-06,2.065923848499449e-06,4.36712917908364e-06,2.0909322994416897e-06
-0.5251310959986846,-0.4840016160991132,-0.38451675618233644,1.2202112906224962,-1.13217149800158,-0.6266290990298848,0.23806817505669636,9.810234063950109e-07,1.8277190396356093e-06,2.2061390112768515e-06,6.026034347537686e-07,2.1853576775343206e-06,6.233847684962995e-07,3.396549939516732e-06,5.878074934861119e-07,3.7726282242854526e-06,9.638857782548325e-07,3.5382012185925756e-06,7.294587725619554e-07,3.1050491215073555e-06,2.9630667547673534e-07,3.4136204908221346e-06,6.048780447915145e-07,3.2314243317897366e-06,4.2268188575911647e-07,2.500152723011721e-06,3.08589723018899e-07,2.985035293167845e-06,1.7629284713722474e-07,2.9030658166618524e-06,9.43233706312322e-08,2.037150598443573e-06,7.715918475870473e-07,2.610780022632293e-06,1.979624233983272e-07,2.3691782726629516e-06,4.3956417336766857e-07,2.0919873636920654e-06,7.167550823385548e-07,1.83928047618256e-06,9.694619698480602e-07
-0.42976631665112813,-1.1523180385219105,0.20185465015831086,-1.0056853104836578,-0.7443489513892788,-0.7060281155448312,-0.2300222433599946,-7.106339163799352e-07,2.334535533324305e-06,2.2061390112768515e-06,5.822373943324816e-07,2.1853576775343206e-06,5.614560605899507e-07,3.2129942351967547e-06,1.5890926182523848e-06,3.007275065523129e-06,1.383373448578759e-06,3.2011998394382547e-06,1.5772982224938848e-06,2.529647263364903e-06,9.057456464205331e-07,2.1836929359279913e-06,5.597913189836214e-07,2.194421617183504e-06,5.705200002391339e-07,1.4843390831618838e-06,1.3956253378248612e-07,1.944026938747706e-06,3.201253218033362e-07,1.9295423158578066e-06,3.0564069891343664e-07,8.323658372400656e-07,7.915357797043043e-07,1.0941405479528566e-06,5.297610689915133e-07,-1.1855561131814307e-08,1.6357571780761842e-06,1.8682764275198907e-06,2.443748105755208e-07,1.653151841133544e-06,2.925022418917416e-08
-0.5954591493116088,-0.6985667752945577,1.6055746099079733,1.5326029016313554,0.22245060161003996,2.2305602899363737,0.9547707612318301,4.379113256690948e-07,4.184964571937695e-06,2.2061390112768515e-06,2.4167368863299387e-06,2.1853576775343206e-06,2.4375182200724696e-06,3.5204752082118703e-06,1.1024006893949199e-06,3.7556305994299215e-06,8.672452981768687e-07,3.831123376262715e-06,7.917525213440756e-07,3.591683609299676e-06,1.0311922883071142e-06,4.573137510181815e-06,4.9738387424975216e-08,4.165877459313565e-06,4.569984382932255e-07,4.496251169007837e-06,1.2662472859895362e-07,4.0999623661365584e-06,5.229135314702318e-07,5.244235638983496e-06,6.213597413767061e-07,3.576179781301329e-06,1.0466961163054612e-06,4.675553149655236e-06,5.267725204844563e-08,4.805613637108563e-06,1.8273773950177275e-07,4.133191764876018e-06,4.896841327307719e-07,3.90285805695868e-06,7.2001784064811e-07
-0.6011621553486546,-0.7318838267696521,0.6719861928378246,0.00521486526353173,1.3968188518253952,0.588130856287038,1.0421766267953902,3.535784674448543e-07,4.490541091956225e-06,2.2061390112768515e-06,2.637980548124228e-06,2.1853576775343206e-06,2.658761881866759e-06,3.5300986558190967e-06,1.314020903581983e-06,3.7346053695471537e-06,1.109514189853926e-06,3.856836001219486e-06,9.872835581815934e-07,3.633653672671415e-06,1.2104658867296645e-06,4.678062711189274e-06,1.6605684821180582e-07,4.248669936519177e-06,5.954496228819028e-07,4.78926832738432e-06,5.485123201675962e-08,4.192767583056351e-06,6.513519763447285e-07,4.671393142072316e-06,1.7272641732876362e-07,3.78940572328548e-06,1.0547138361155997e-06,4.147310153539278e-06,6.968094058618018e-07,4.2552126005824015e-06,5.889069588186781e-07,4.348040077868012e-06,4.960794815330673e-07,4.291665587093336e-06,5.524539723077437e-07
-0.43007323549015775,1.794171467512105,-1.179468977076916,1.1590666932749107,-1.2146663344741957,1.83584851206703,-0.5082501392081672,6.747585546927912e-06,5.827940539009481e-06,2.2061390112768515e-06,1.2864940033584206e-06,2.1853576775343206e-06,1.2657126696158896e-06,3.2136132761420452e-06,2.2939682682236142e-06,2.720114239783029e-06,1.8004692318645981e-06,3.2021901003677314e-06,2.2825450924493004e-06,2.531354828464312e-06,1.6117098205458812e-06,2.187106852258152e-06,1.267461844339721e-06,2.1973766949550753e-06,1.2777316870366443e-06,1.4864353068658543e-06,5.667902989474233e-07,1.7454600933423917e-06,8.258150854239607e-07,1.8236512247188638e-06,9.040062168004328e-07,2.271037667938915e-06,1.3513926600204842e-06,2.6067715537906983e-06,1.6871265458722673e-06,3.1622675871606864e-06,2.2426225792422554e-06,2.0727263868275858e-06,1.1530813789091548e-06,1.9246854704142796e-06,1.0050404624958486e-06
-0.5299307950635697,-0.5822823862224253,0.6577530170938877,0.9317350149792198,-1.284432140082833,1.4676793699899369,-0.11114166602498199,7.322529454442807e-07,1.1925618204773893e-06,2.2061390112768515e-06,2.813242453551816e-07,2.1853576775343206e-06,2.6054291161265067e-07,3.4053172156943744e-06,1.4805024497727045e-06,3.6783744893676956e-06,1.7535597234460257e-06,3.5568732327496103e-06,1.6320584668279403e-06,3.1365004523443527e-06,1.2116856864226827e-06,3.4853305402552933e-06,1.5605157743336234e-06,3.290329017377704e-06,1.365514251456034e-06,2.5823017941553405e-06,6.574870282336706e-07,3.0324308150590374e-06,1.1076160491373674e-06,3.1914392885353577e-06,1.2666245226136877e-06,2.0311830653940177e-06,1.0636829947234775e-07,2.8170280044207897e-06,8.922132384991197e-07,2.512377366178791e-06,5.87562600257121e-07,2.4824503245087764e-06,5.576355585871065e-07,2.277532696748873e-06,3.527179308272031e-07
0.3548401586714575,1.9685658540498827,1.3752027932020514,-0.015419328072650002,-0.8064035501194904,3.218560686107253,-0.870522700723567,7.189016478653305e-06,7.1863637979715385e-06,2.2061390112768515e-06,2.203486330595086e-06,2.1853576775343206e-06,2.182704996852555e-06,1.3675910327211796e-06,1.364938352039414e-06,2.0971608233635545e-06,2.094508142681789e-06,1.7278345823927383e-06,1.7251819017109727e-06,2.27876858614564e-07,2.2522417793279833e-07,-8.275582699790219e-07,8.302109506607876e-07,-6.023641550284362e-07,6.050168357102019e-07,1.3205286154671654e-07,1.2940018086495087e-07,-2.749055195858642e-07,2.775582002676299e-07,-3.030083214030453e-07,3.0566100208481095e-07,3.341806075683256e-07,3.3152792688655995e-07,6.014678950167791e-07,5.988152143350134e-07,5.090384831481362e-07,5.063858024663705e-07,3.967523539671556e-07,3.940996732853899e-07,5.371868719522707e-07,5.34534191270505e-07
