Model,MSE_Train,NMSE_Train
Model_1,21892.458810434327,4.41619817761612
Model_2,19291.454444536528,3.8915174718027217
Model_3,18992.966699811728,3.8313058233210016
Model_4,1752.5287664627858,0.3535242163380933
Model_5,1752.5287664627822,0.35352421633809256
Model_6,1567.7810033927587,0.31625646392831624
Model_7,401.10996825283746,0.08091284428853507
Model_8,317.3185855371455,0.06401024989047657
Model_9,134.19586826358503,0.027070305533099675
Model_10,121.01555733856922,0.02441154227624128
Model_11,67.34855872854274,0.01358570934847688
Model_12,33.07748741083094,0.0066724684005895684
Model_13,10.562011472335424,0.0021305937455438737
Model_14,2.0232363920040157,0.00040813199397210536
Model_15,1.6579829966922919,0.0003344522217404483
Model_16,1.525393924785214,0.0003077060429398847
Model_17,1.1887081480653365,0.00023978899778500601
Model_18,0.1811235859199332,3.653667488832593e-05
Model_19,0.1296999787226129,2.6163384142061527e-05
Model_20,0.08367952890076871,1.6880030983966885e-05
Model_21,0.03646267604695842,7.355336598045202e-06
