complexity,loss,score,equation,sympy_format,lambda_format
1,0.68203723,0.0,x0,x0,PySRFunction(X=>x0)
2,0.51516294,0.28060100682331673,log(x0),log(x0),PySRFunction(X=>log(x0))
3,0.25750095,0.6934598295556376,x0 / x0,x0/x0,PySRFunction(X=>x0/x0)
4,0.008283056,3.4368114269886547,log(x0 + x0),log(2*x0),PySRFunction(X=>log(2*x0))
6,0.007735891,0.034170657172983204,log(x0) + cos(log(x0)),log(x0) + cos(log(x0)),PySRFunction(X=>log(x0) + cos(log(x0)))
7,0.003258388,0.8646380735265671,log(x0) + sin(cos(cos(x0))),log(x0) + sin(cos(cos(x0))),PySRFunction(X=>log(x0) + sin(cos(cos(x0))))
8,0.00288236,0.12262319152518177,sin(x0 / x0) + sin(log(x0)),sin(log(x0)) + sin(1),PySRFunction(X=>sin(log(x0)) + sin(1))
9,0.00042566264,1.9127175743645581,(x0 / x0) + (sin(log(x0)) ^ x0),sin(log(x0))**x0 + 1,PySRFunction(X=>sin(log(x0))**x0 + 1)
11,0.0003408906,0.11104275147676923,(log(x0) ^ x0) + cos(log(x0) * cos(x0)),log(x0)**x0 + cos(log(x0)*cos(x0)),PySRFunction(X=>log(x0)**x0 + cos(log(x0)*cos(x0)))
12,0.00015569854,0.7836399029061205,exp(-0.45621166 * log(x0)) + log(x0),x0**(-0.45621166) + log(x0),PySRFunction(X=>x0**(-0.45621166) + log(x0))
13,6.984544e-06,3.104221993959757,(x0 - x0) + exp(0.49571767 * log(x0)),x0**0.49571767,PySRFunction(X=>x0**0.49571767)
15,5.617569e-06,0.10890034989159829,exp(0.49768656 * log(x0)) - 0.0027663964,x0**0.49768656 - 0.0027663964,PySRFunction(X=>x0**0.49768656 - 0.0027663964)
16,5.5481582e-06,0.01243299121982252,exp(0.49846023 * log(x0)) * sin(1.6424288),0.997435491258993*x0**0.49846023,PySRFunction(X=>0.997435491258993*x0**0.49846023)
17,1.0642424e-06,1.6512028323047554,log(x0 + (0.6284479 / x0)) + exp(-0.5745986),log(x0 + 0.6284479/x0) + 0.562930783879417,PySRFunction(X=>log(x0 + 0.6284479/x0) + 0.562930783879417)
18,1.0637154e-06,0.0004953105844242683,log((x0 + (x0 * 0.75585926)) - (-1.1031778 / x0)),log(1.75585926*x0 + 1.1031778/x0),PySRFunction(X=>log(1.75585926*x0 + 1.1031778/x0))
19,8.5721894e-07,0.2158297943701243,exp(log(x0) * 0.49067017) - ((x0 ^ x0) * -0.00057860697),x0**0.49067017 + 0.00057860697*x0**x0,PySRFunction(X=>x0**0.49067017 + 0.00057860697*x0**x0)
20,5.913505e-07,0.3712844543292562,exp(log(x0) * 0.49591538) - (cos(x0 ^ x0) * 0.003284435),x0**0.49591538 - 0.003284435*cos(x0**x0),PySRFunction(X=>x0**0.49591538 - 0.003284435*cos(x0**x0))
21,5.911303e-07,0.0003724373411312246,(cos(x0 ^ x0) * log(0.99672174)) + exp(0.4959257 * log(x0)),x0**0.4959257 - 0.0032836452670718*cos(x0**x0),PySRFunction(X=>x0**0.4959257 - 0.0032836452670718*cos(x0**x0))
