Model,MSE_Train,NMSE_Train,RMSE_Train,MSE_Test,NMSE_Test,RMSE_Test,MSE_Validation,NMSE_Validation,RMSE_Validation
Model_1,1.1775604000609113e-17,1.469046293655983,3.431559995193019e-09,1.5656864616980663e-17,1.36527500228893,3.956875613028626e-09,1.461254682062604e-17,1.2416773338377392,3.822636108842436e-09
Model_2,8.015815465762777e-18,1.0,2.831221550102142e-09,1.1467920082570468e-17,1.0,3.386431762574062e-09,1.1768392981340827e-17,1.0,3.4305091431653153e-09
Model_3,8.023073050013584e-18,1.0009054081,2.8325029655789567e-09,1.1478303230303382e-17,1.0009054081000002,3.387964467095749e-09,1.1779048179670117e-17,1.0009054081000002,3.4320617971811227e-09
Model_4,6.7689798377673595e-18,0.8444530524285504,2.6017263187674757e-09,9.376984067163327e-18,0.8176708592009589,3.062186158149652e-09,1.012319492400125e-17,0.860201978303402,3.181696862367823e-09
Model_5,6.113806104995256e-18,0.7627179207291634,2.4726111916343128e-09,7.349722730229959e-18,0.6408941357553096,2.711037205615216e-09,9.435089907443072e-18,0.8017313767820905,3.071659145713123e-09
Model_6,5.686873692100304e-18,0.7094566630669243,2.3847166901123294e-09,7.061872206355134e-18,0.6157936361178632,2.657418334842133e-09,7.89190524424816e-18,0.6706017768748066,2.8092535030232073e-09
Model_7,4.967282929246203e-18,0.6196852897203667,2.228740211250787e-09,5.9089070088978054e-18,0.5152553354359755,2.430824347602641e-09,7.868459919916875e-18,0.6686095486777657,2.805077524760568e-09
Model_8,4.3108729019449785e-18,0.5377959261110261,2.076264169595232e-09,5.1669067611099765e-18,0.45055308407344985,2.273083095953594e-09,6.3794560528320614e-18,0.5420838735540952,2.52575851039486e-09
Model_9,4.265830672779531e-18,0.5321767561890347,2.0653887461636687e-09,5.147535270391093e-18,0.44886389452735903,2.2688180337768593e-09,6.4017974784469555e-18,0.5439822997581076,2.530177361065219e-09
Model_10,4.15827020948354e-18,0.5187582258154995,2.0391837115580197e-09,4.975397351475586e-18,0.43385350749325935,2.230559873994775e-09,6.20307928405897e-18,0.5270965452882271,2.4905981779602605e-09
Model_11,4.114467478500279e-18,0.513293687469981,2.0284150163367157e-09,4.856519604564534e-18,0.42348739523793166,2.2037512574164385e-09,6.264377371281412e-18,0.5323052502762091,2.5028738224851472e-09
Model_12,3.912744957713131e-18,0.4881281230119733,1.9780659639438546e-09,4.582771083081394e-18,0.399616586973476,2.1407407790485503e-09,6.28146238821311e-18,0.5337570217252751,2.506284578457345e-09
Model_13,3.663807807561068e-18,0.45707237438411064,1.914107574709705e-09,4.373230218918779e-18,0.38134467169556213,2.0912269649463636e-09,5.849167561851306e-18,0.4970234739038162,2.4185052329592562e-09
Model_14,3.606860154766476e-18,0.44996796273219236,1.8991735451944554e-09,4.1417213514251024e-18,0.36115715156751943,2.035121950013095e-09,5.873746545792625e-18,0.4991120329772844,2.423581347054937e-09
Model_15,3.5849030690877734e-18,0.4472287422782677,1.8933840257823486e-09,4.572020016703901e-18,0.3986790964520838,2.138228242424999e-09,6.405525150286214e-18,0.5442990525930248,2.530913896260838e-09
Model_16,3.3412742047043925e-18,0.4168352201938372,1.8279152619047724e-09,3.6972679109075575e-18,0.32240091352980865,1.922828102277361e-09,5.609175604856038e-18,0.4766305487715757,2.368369820120168e-09
Model_17,3.1629127521801603e-18,0.394584027749843,1.7784579703159027e-09,3.490456485941365e-18,0.30436700472358014,1.868276340893222e-09,5.247497578094377e-18,0.44589754832409634,2.290741709161986e-09
Model_18,3.004874717184227e-18,0.37486825015105135,1.733457446026359e-09,3.915561898728036e-18,0.34143609918237117,1.978777880088626e-09,5.728628209364201e-18,0.4867808390191532,2.393455286685799e-09
Model_19,3.003887952234572e-18,0.3747451478972795,1.7331727993003386e-09,3.909883304475585e-18,0.34094092706645435,1.97734248537667e-09,5.7141970941523285e-18,0.4855545785403645,2.3904386823661317e-09
Model_20,2.5381377066659797e-18,0.316641234757324,1.5931533845383438e-09,2.509934828702491e-18,0.2188657411832873,1.5842773837628594e-09,4.39096806855579e-18,0.37311535020268394,2.0954636881978628e-09
Model_21,2.26997541150186e-18,0.28318708448284513,1.5066437573301328e-09,5.01704019344433e-18,0.4374847537583981,2.2398750396940294e-09,6.157828898551008e-18,0.523251467580531,2.4814973098012835e-09
Model_22,1.8830605926390423e-18,0.23491815657209023,1.3722465495088855e-09,6.561947461043351e-18,0.5722003130294336,2.5616298446581527e-09,5.450477120949331e-18,0.46314540392993686,2.334625691829277e-09
Model_23,1.8025418032540983e-18,0.2248731661741879,1.3425877264648663e-09,3.921458588784133e-18,0.3419502892023259,1.9802673023569653e-09,4.251491809584684e-18,0.36126358257457614,2.061914598033751e-09
