Complexity,Loss,MSE,NMSE,Absolute Error
1,0.2028710708535743,0.2296993895737382,0.22213274179819095,0.37304708494941796
3,0.0678289680635245,0.16217725329396807,0.1568348875386284,0.2569824687596055
6,0.0475025477387512,0.10824563111607992,0.10467985514507212,0.23343385906637937
8,0.0475025477387512,0.10824563113012745,0.10467985515865691,0.23343385905653805
9,0.0452341305841566,0.14096789257744527,0.13632419547065652,0.2716451260206598
10,0.0339344752339373,0.0506810746122461,0.04901156281602956,0.18392291686883055
11,0.0281701746950052,0.06533216137244145,0.06318002046149758,0.19964498613778137
12,0.006688845300231,0.011180899384254803,0.01081258352755406,0.08145476619547568
15,0.0040246915543491,0.0053974042565556705,0.005219605538903939,0.05943252858240579
17,0.0027577871133455,0.0032640075896834104,0.003156486207873561,0.04642189177116204
20,0.0026617070220727,0.003519336154470109,0.0034034038608142933,0.04369359508235031
22,0.0023919937167566,0.003038357956908708,0.0029382698177167696,0.038441687755341424
24,0.0023757373489753,0.0030251750483958942,0.0029255211742908543,0.03926284608263296
25,0.0023687245326628,0.0030156334794825953,0.00291629391919148,0.03936265970593467
30,0.0023687178270939,0.003017536308157216,0.0029181340657911292,0.0393819411468025
