Complexity,Loss,Equation
1,0.2678413574992452,"-0.45507431719117053"
2,0.09464504701547054,"cos(x1)"
3,0.08983713229341692,"sin(cos(x1))"
4,0.0017110636079383863,"sin(1.9845326649957555 * x1)"
6,1.3798438805499582e-7,"sin(x0 + x1) + -0.05126010144992223"
7,1.3793864377314373e-7,"(sin(x0) * cos(x1)) * 1.9999805012789178"
8,1.378923464344496e-7,"(-0.0512687259100984 + sin(x1 + x0)) * 0.9999814594953801"
9,1.3779599734326663e-7,"1.9999097266779673 * ((sin(x0) - -2.372902769876458e-5) * cos(x1))"
10,1.345463969010795e-7,"(sin(x0 + x1) - 0.05128300419780748) + (0.0008159664014712445 ^ x0)"
11,1.1845727893289207e-7,"(-0.051280467445581394 + sin(x1 + x0)) - (1.829899237335525e-5 / cos(x0))"
12,7.942963784583347e-8,"(sin(x0 + x1) + -0.05121726917265571) - (3.7472028096156976e-5 / (-1.2570580103567657 + x0))"
13,4.468182419533365e-8,"(sin(x0 + x1) + -0.051179073960887084) + (sin(x0 / -0.12666811547648776) * -0.000444194264993651)"
14,4.461113441757016e-8,"(sin(x0 + x1) + sin(-0.05121036576288943)) + (sin(x0 / -0.12666811547648776) * -0.000444194264993651)"
15,3.752070803058788e-8,"(sin(x0 / -0.12686030053162747) * (-0.0008662248120421939 / x0)) + (sin(x0 + x1) + -0.051179073960887084)"
17,3.393057874022535e-8,"(-0.051221740469753176 + sin(x0 + x1)) + ((-0.0007050489389355346 / (x0 - 0.38856547863973806)) * cos(x0 / -0.11392543700986558))"
18,3.302443667482591e-8,"(sin(x0 + x1) + sin(-0.05124418395668052)) + (cos(x1 / -0.11645101634139167) * (-0.0007392723201254866 / (x0 - 0.32084194558915)))"
19,2.9767946475459662e-8,"(-0.051220979780561976 + sin(x1 + x0)) + (cos(x0 / -0.11363539344359663) * ((-0.0012302428837829798 / x1) / (x1 + -0.39571058070924237)))"
20,2.9337103849526844e-8,"(sin(-0.051220979780561976) + sin(x1 + x0)) + (cos(x0 / -0.11363539344359663) * ((-0.0012302428837829798 / x1) / (x1 + -0.39571058070924237)))"
