gamma1,lambda1,delta,epsilon,NRow,NCol,W1,Model_1_Y_pred,Model_1_Residuals,Model_2_Y_pred,Model_2_Residuals,Model_3_Y_pred,Model_3_Residuals,Model_4_Y_pred,Model_4_Residuals,Model_5_Y_pred,Model_5_Residuals,Model_6_Y_pred,Model_6_Residuals,Model_7_Y_pred,Model_7_Residuals,Model_8_Y_pred,Model_8_Residuals,Model_9_Y_pred,Model_9_Residuals,Model_10_Y_pred,Model_10_Residuals,Model_11_Y_pred,Model_11_Residuals,Model_12_Y_pred,Model_12_Residuals,Model_13_Y_pred,Model_13_Residuals,Model_14_Y_pred,Model_14_Residuals,Model_15_Y_pred,Model_15_Residuals,Model_16_Y_pred,Model_16_Residuals,Model_17_Y_pred,Model_17_Residuals,Model_18_Y_pred,Model_18_Residuals,Model_19_Y_pred,Model_19_Residuals,Model_20_Y_pred,Model_20_Residuals,Model_21_Y_pred,Model_21_Residuals
-0.597541810525913,-0.6215163339667974,-0.9383888117306464,-0.7825426357098743,0.47445137494634665,-0.945810375934829,0.5921794086343295,6.329431084025259e-07,3.0721335309235938e-06,2.2061390112768515e-06,1.4989376280492684e-06,2.1397450546304955e-06,1.5653315846956244e-06,3.523996933871407e-06,1.8107970545471293e-07,4.275780610830175e-06,5.707039715040549e-07,3.83871247828011e-06,1.336358389539904e-07,3.5707689494471564e-06,1.3430768987896352e-07,4.611253047367449e-06,9.061764080413287e-07,4.262010538396642e-06,5.569338990705218e-07,4.717833368470893e-06,1.0127567291447727e-06,4.203450635806379e-06,4.983739964802591e-07,4.100861085588715e-06,3.9578444626259524e-07,3.7188815294973963e-06,1.3804890171276343e-08,3.3396066528424426e-06,3.654699864836773e-07,3.411227098031432e-06,2.9384954129468793e-07,3.039998330873222e-06,6.650783084528978e-07,3.802099086282913e-06,9.702244695679315e-08,3.5856893697666225e-06,1.193872695594974e-07,3.0309206069822936e-06,6.741560323438263e-07,3.2492392064113754e-06,4.5583743291474454e-07,3.404695537031047e-06,3.003811022950728e-07
-0.47960889392480016,-0.5132402557789225,-0.7771429615831764,-1.0758591212050717,-0.593555395035317,-0.8056695947391768,0.2087629387385797,9.070139143896856e-07,1.8275504687504943e-06,2.2061390112768515e-06,5.284253718633283e-07,2.1397450546304955e-06,5.948193285096843e-07,3.3111441997650913e-06,5.765798166249114e-07,3.7639606133515674e-06,1.0293962302113876e-06,3.368535590692298e-06,6.339712075521181e-07,2.782702247263986e-06,4.813786412380629e-08,2.7822792060208063e-06,4.771482288062645e-08,2.459318604388758e-06,2.7524577875142174e-07,1.8964342052072032e-06,8.381301779329767e-07,2.43599540069524e-06,2.9856898244493997e-07,2.4624258162359215e-06,2.721385669042583e-07,2.222287948304713e-06,5.122764348354667e-07,2.424069711533024e-06,3.1049467160715584e-07,2.2201836345322705e-06,5.143807486079093e-07,1.695871205401527e-06,1.0386931777386528e-06,2.0707990790342086e-06,6.637653041059713e-07,2.3415352630969773e-06,3.9302912004320255e-07,1.2254724369668412e-06,1.5090919461733386e-06,1.7577392568196882e-06,9.768251263204916e-07,1.739347527499068e-06,9.952168556411119e-07
-0.5661629872016013,1.2156519759488136,-0.4338282449285714,0.9865203979518316,0.3279519151052824,-0.6929247979752919,0.02767748722981688,5.283224203354714e-06,3.007027323712764e-06,2.2061390112768515e-06,7.005786836509833e-08,2.1397450546304955e-06,1.3645182501145436e-07,3.4700349930545544e-06,1.1938381134126046e-06,4.13365248890672e-06,1.8574556092647704e-06,3.702306174428596e-06,1.426109294786646e-06,3.3459315770536393e-06,1.0697346974116894e-06,4.060835044594544e-06,1.7846381649525942e-06,3.4910393432072683e-06,1.2148424635653185e-06,3.444132543429376e-06,1.1679356637874261e-06,4.539922733800559e-06,2.2637258541586095e-06,4.512245203946067e-06,2.236048324304117e-06,4.087589561906222e-06,1.8113926822642722e-06,4.207439316576094e-06,1.931242436934144e-06,4.6115224468405e-06,2.33532556719855e-06,4.176601750862518e-06,1.9004048712205683e-06,3.957297079281808e-06,1.6811001996398583e-06,3.8077096089389632e-06,1.5315127292970134e-06,3.904501583972611e-06,1.6283047043306608e-06,3.5529928767580916e-06,1.2767959971161418e-06,3.4332983856936838e-06,1.1571015060517339e-06
-0.5251310959986846,-0.4840016160991132,-0.38451675618233644,1.2202112906224962,-1.13217149800158,-0.6266290990298848,0.23806817505669636,9.810234063950109e-07,1.8277190396356093e-06,2.2061390112768515e-06,6.026034347537686e-07,2.1397450546304955e-06,6.689973914001246e-07,3.396549939516732e-06,5.878074934861119e-07,3.954404719753763e-06,1.145662273723143e-06,3.5368676479888856e-06,7.281252019582654e-07,3.0688526449521558e-06,2.6011019892153563e-07,3.4136204908221346e-06,6.048780447915145e-07,2.8830588822258928e-06,7.431643619527263e-08,2.5083361322389624e-06,3.004063137916578e-07,3.019093288950296e-06,2.1035084291967567e-07,3.011666080391034e-06,2.0292363436041397e-07,2.80089864009513e-06,7.843805935490009e-09,2.890703524266089e-06,8.196107823546867e-08,2.728701844045534e-06,8.004060198508606e-08,2.299198420961393e-06,5.09544025069227e-07,1.8352668701044967e-06,9.734755759261235e-07,2.351679986112545e-06,4.57062459918075e-07,2.09417792179408e-06,7.145645242365403e-07,1.5054566830848692e-06,1.303285762945751e-06,1.5113542276149238e-06,1.2973882184156963e-06
-0.42976631665112813,-1.1523180385219105,0.20185465015831086,-1.0056853104836578,-0.7443489513892788,-0.7060281155448312,-0.2300222433599946,-7.106339163799352e-07,2.334535533324305e-06,2.2061390112768515e-06,5.822373943324816e-07,2.1397450546304955e-06,5.158434376861256e-07,3.2129942351967547e-06,1.5890926182523848e-06,3.5651479595507323e-06,1.9412463426063624e-06,3.200290471683173e-06,1.5763888547388032e-06,2.493450786809703e-06,8.695491698653329e-07,2.1836929359279913e-06,5.597913189836214e-07,2.146744513378002e-06,5.228428964336322e-07,1.471599825416428e-06,1.5230179152794192e-07,1.9813847218980605e-06,3.574831049536906e-07,2.0266677571367677e-06,4.027661401923978e-07,1.7430307288177827e-06,1.1912911187341282e-07,2.0791792051285794e-06,4.5527758818420947e-07,1.8583942399771167e-06,2.3449262303274679e-07,1.4660568393670895e-06,1.5784477757728038e-07,1.7573601776604462e-06,1.3345856071607625e-07,2.0968772579462143e-06,4.729756410018444e-07,1.218948001232443e-06,4.0495361571192687e-07,1.7753361241501907e-06,1.5143450720582082e-07,1.6993051593265765e-06,7.540354238220656e-08
-0.5954591493116088,-0.6985667752945577,1.6055746099079733,1.5326029016313554,0.22245060161003996,2.2305602899363737,0.9547707612318301,4.379113256690948e-07,4.184964571937695e-06,2.2061390112768515e-06,2.4167368863299387e-06,2.1397450546304955e-06,2.4831308429762947e-06,3.5204752082118703e-06,1.1024006893949199e-06,4.266208541522953e-06,3.5666735608383685e-07,3.82937333547153e-06,7.9350256213526e-07,3.5554871327444763e-06,1.0673887648623139e-06,4.573137510181815e-06,4.9738387424975216e-08,4.197265437060021e-06,4.256104605467691e-07,4.607209895932857e-06,1.5666001673932798e-08,4.1104495491776115e-06,5.124263484291787e-07,4.011003717266913e-06,6.118721803398774e-07,5.131223462362388e-06,5.083475647555975e-07,5.080811898507007e-06,4.579360009002169e-07,4.675157580168873e-06,5.228168256208318e-08,5.232081704222998e-06,6.092058066162081e-07,3.7852882795224236e-06,8.375876180843666e-07,3.683822725462746e-06,9.390531721440443e-07,4.054743978807585e-06,5.681319187992049e-07,3.158573995507664e-06,1.4643019020991262e-06,3.32270905034631e-06,1.3001668472604804e-06
-0.6011621553486546,-0.7318838267696521,0.6719861928378246,0.00521486526353173,1.3968188518253952,0.588130856287038,1.0421766267953902,3.535784674448543e-07,4.490541091956225e-06,2.2061390112768515e-06,2.637980548124228e-06,2.1397450546304955e-06,2.704374504770584e-06,3.5300986558190967e-06,1.314020903581983e-06,4.29246751197993e-06,5.516520474211494e-07,3.855047282866083e-06,9.890722765349964e-07,3.5974571961162155e-06,1.2466623632848642e-06,4.678062711189274e-06,1.6605684821180582e-07,4.380724792827937e-06,4.6339476657314267e-07,4.922422539036552e-06,7.830297963547256e-08,4.200131359537093e-06,6.439881998639865e-07,4.0906982483222055e-06,7.534213110788742e-07,4.6754257486184806e-06,1.686938107825991e-07,4.425722159915508e-06,4.1839739948557146e-07,4.2168187862205515e-06,6.273007731805282e-07,4.3647925624211685e-06,4.793269969799111e-07,4.1572423993519845e-06,6.868771600490952e-07,3.520116683819327e-06,1.3240028755817527e-06,3.4038785497112406e-06,1.440241009689839e-06,3.1969222785585432e-06,1.6471972808425364e-06,3.401387713033285e-06,1.4427318463677947e-06
-0.43007323549015775,1.794171467512105,-1.179468977076916,1.1590666932749107,-1.2146663344741957,1.83584851206703,-0.5082501392081672,6.747585546927912e-06,5.827940539009481e-06,2.2061390112768515e-06,1.2864940033584206e-06,2.1397450546304955e-06,1.2201000467120645e-06,3.2136132761420452e-06,2.2939682682236142e-06,3.566342128005921e-06,2.64669712008749e-06,3.2012795722397016e-06,2.2816345643212706e-06,2.495158351909112e-06,1.575513343990681e-06,2.187106852258152e-06,1.267461844339721e-06,2.148354284999755e-06,1.228709277081324e-06,1.4737180703322845e-06,5.540730624138535e-07,1.803712565569722e-06,8.840675576512909e-07,1.8705902144361743e-06,9.509452065177433e-07,1.5993317194744094e-06,6.796867115559785e-07,2.0162318944357063e-06,1.0965868865172753e-06,1.4442985258056382e-06,5.246535178872072e-07,1.996960832435972e-06,1.077315824517541e-06,1.1731225041212787e-06,2.5347749620284775e-07,1.7271636788047083e-06,8.075186708862773e-07,1.9711028593521747e-06,1.0514578514337437e-06,1.2993624980045379e-06,3.797174900861069e-07,1.4174843695331885e-06,4.978393616147575e-07
-0.5299307950635697,-0.5822823862224253,0.6577530170938877,0.9317350149792198,-1.284432140082833,1.4676793699899369,-0.11114166602498199,7.322529454442807e-07,1.1925618204773893e-06,2.2061390112768515e-06,2.813242453551816e-07,2.1397450546304955e-06,2.1493028870882556e-07,3.4053172156943744e-06,1.4805024497727045e-06,3.974994346040484e-06,2.0501795801188136e-06,3.555514439805653e-06,1.630699673883983e-06,3.100303975789153e-06,1.175489209867483e-06,3.4853305402552933e-06,1.5605157743336234e-06,2.939891382826057e-06,1.015076616904387e-06,2.59308485251178e-06,6.682700865901102e-07,3.0639974072166492e-06,1.1391826412949793e-06,3.0506916056726943e-06,1.1258768397510243e-06,3.0356679522146888e-06,1.1108531862930188e-06,3.216374797216164e-06,1.2915600312944939e-06,2.9329140979969045e-06,1.0080993320752346e-06,2.887011366214253e-06,9.621966002925832e-07,2.4614536552119804e-06,5.366388892903104e-07,3.047316843723493e-06,1.122502077801823e-06,2.6302840158632407e-06,7.054692499415707e-07,2.1740028841882833e-06,2.4918811826661333e-07,2.1852485965062974e-06,2.604338305846274e-07
0.3548401586714575,1.9685658540498827,1.3752027932020514,-0.015419328072650002,-0.8064035501194904,3.218560686107253,-0.870522700723567,7.189016478653305e-06,7.1863637979715385e-06,2.2061390112768515e-06,2.203486330595086e-06,2.1397450546304955e-06,2.13709237394873e-06,1.3675910327211796e-06,1.364938352039414e-06,1.4500263288627423e-06,1.4473736481809767e-06,1.728089156698422e-06,1.7254364760166563e-06,1.9168038205936387e-07,1.890277013775982e-07,-8.275582699790219e-07,8.302109506607876e-07,6.571966361073412e-07,6.545439554255755e-07,1.2292501067951906e-07,1.202723299977534e-07,-2.708603666295562e-07,2.735130473113219e-07,-2.607210300135616e-07,2.6337371069532725e-07,-3.111281319916591e-07,3.137808126734248e-07,-2.8835049124271024e-07,2.910031719244759e-07,-3.2084911866012247e-07,3.2350179934188814e-07,-4.37992769979316e-07,4.4064545066108166e-07,1.3345555535439306e-06,1.331902872862165e-06,1.7023773639429922e-06,1.6997246832612265e-06,1.5247147979722485e-06,1.5220621172904829e-06,1.2412413689406252e-06,1.2385886882588595e-06,1.5320797107690132e-06,1.5294270300872475e-06
