complexity,loss,equation,score,sympy_format,lambda_format
1,1.464,x1,0.0,x1,PySRFunction(X=>x1)
3,0.994,x0 - x0,0.1935952439323414,-x0 + x0,PySRFunction(X=>-x0 + x0)
5,0.9893,-0.02623,0.0023697921636985863,-0.0262300000000000,PySRFunction(X=>-0.0262300000000000)
6,0.7427,x0 / (x0 - exp(x0)),0.286705427653926,x0/(x0 - exp(x0)),PySRFunction(X=>x0/(x0 - exp(x0)))
8,0.7217,((x4 / exp(x0)) - x4) / x4,0.014341327298511645,(-x4 + x4/exp(x0))/x4,PySRFunction(X=>(-x4 + x4/exp(x0))/x4)
9,0.7007,x0 / (-1.524 - x0),0.029529704701739386,x0/(-x0 - 1.524),PySRFunction(X=>x0/(-x0 - 1.524))
10,0.552,-0.547 - (x0 / exp(x0)),0.23853178909939288,-x0/exp(x0) - 0.547,PySRFunction(X=>-x0/exp(x0) - 0.547)
12,0.514,-1.024 - (x0 / exp(x0 + x0)),0.035662390410965146,-x0/exp(x0 + x0) - 1.024,PySRFunction(X=>-x0/exp(x0 + x0) - 1.024)
14,0.5005,(-0.4407 - x0) / (exp(x0) - (x0 * x0)),0.013307833349944983,(-x0 - 0.4407)/(-x0*x0 + exp(x0)),PySRFunction(X=>(-x0 - 0.4407)/(-x0*x0 + exp(x0)))
15,0.4434,(-0.5054 - x0) / (0.6904 + x0),0.12113530157306404,(-x0 - 0.5054)/(x0 + 0.6904),PySRFunction(X=>(-x0 - 0.5054)/(x0 + 0.6904))
19,0.3872,((x0 + 1.458) ^ (-4.492 - x1)) - (x5 / x5),0.033882735444947305,(x0 + 1.458)**(-x1 - 4.492) - x5/x5,PySRFunction(X=>(x0 + 1.458)**(-x1 - 4.492) - x5/x5)
20,0.3865,((x0 + exp(0.3743)) ^ (-4.227 - x1)) - (x5 / x5),0.0018094873749451886,(x0 + exp(0.3743))**(-x1 - 4.227) - x5/x5,PySRFunction(X=>(x0 + exp(0.3743))**(-x1 - 4.227) - x5/x5)
21,0.3416,((x0 + 1.478) ^ ((-5.24 - x2) - x1)) - (x5 / x5),0.12349140611306182,(x0 + 1.478)**(-x1 - x2 - 5.24) - x5/x5,PySRFunction(X=>(x0 + 1.478)**(-x1 - x2 - 5.24) - x5/x5)
22,0.3396,((x0 + exp(0.37)) ^ ((-3.84 - x1) - x2)) - (x5 / x5),0.005872007477222553,(x0 + exp(0.37))**(-x1 - x2 - 3.84) - x5/x5,PySRFunction(X=>(x0 + exp(0.37))**(-x1 - x2 - 3.84) - x5/x5)
23,0.319,((1.478 + x0) ^ ((-5.24 - x1) - (x2 + x1))) - (x5 / x5),0.06257735165234767,(x0 + 1.478)**(-x1 - (x1 + x2) - 5.24) - x5/x5,PySRFunction(X=>(x0 + 1.478)**(-x1 - (x1 + x2) - 5.24) - x5/x5)
31,0.3042,(((x0 * 0.4294) / (-0.7617 - x0)) / (0.78 ^ (x2 + x1))) + -0.7314,0.005938215369956502,-0.7314 + x0*0.4294/(-x0 - 0.7617*0.78**(x1 + x2)),PySRFunction(X=>-0.7314 + x0*0.4294/(-x0 - 0.7617*0.78**(x1 + x2)))
33,0.2896,((x1 - (x3 - x2)) * 0.1802) + (((x0 + 1.491) ^ (-5.49 - x1)) + -0.96),0.02459235965681556,(x0 + 1.491)**(-x1 - 5.49) + (x1 - (-x2 + x3))*0.1802 - 0.96,PySRFunction(X=>(x0 + 1.491)**(-x1 - 5.49) + (x1 - (-x2 + x3))*0.1802 - 0.96)
35,0.2646,(((x1 - x4) - (x3 - x2)) * 0.1802) + (((x0 + 1.491) ^ (-5.49 - x1)) + -0.96),0.04514070441535305,(x0 + 1.491)**(-x1 - 5.49) + (x1 - x4 - (-x2 + x3))*0.1802 - 0.96,PySRFunction(X=>(x0 + 1.491)**(-x1 - 5.49) + (x1 - x4 - (-x2 + x3))*0.1802 - 0.96)
43,0.2583,(((x2 - x4) * 0.1794) - 0.828) - ((1.482 - (x1 * -0.516)) * (0.06757 / (-0.6533 - x0))),0.00301219394738258,-0.06757*(1.482 - (-0.516)*x1)/(-x0 - 0.6533) + (x2 - x4)*0.1794 - 1*0.828,PySRFunction(X=>-0.06757*(1.482 - (-0.516)*x1)/(-x0 - 0.6533) + (x2 - x4)*0.1794 - 1*0.828)
47,0.232,(((x2 - x4) * 0.1794) - ((x3 * 0.1887) + 0.828)) - ((0.06757 / (-0.6533 - x0)) * (1.482 - (x0 * x1))),0.026846082108871187,-0.06757*(1.482 - x0*x1)/(-x0 - 0.6533) + (x2 - x4)*0.1794 - (x3*0.1887 + 0.828),PySRFunction(X=>-0.06757*(1.482 - x0*x1)/(-x0 - 0.6533) + (x2 - x4)*0.1794 - (x3*0.1887 + 0.828))
51,0.2247,(((x2 - x4) * 0.1794) - ((x3 * 0.1887) + 0.828)) - ((1.482 - (x1 * -0.516)) * (0.06757 / (-0.6533 - x0))),0.007992798118756628,-0.06757*(1.482 - (-0.516)*x1)/(-x0 - 0.6533) + (x2 - x4)*0.1794 - (x3*0.1887 + 0.828),PySRFunction(X=>-0.06757*(1.482 - (-0.516)*x1)/(-x0 - 0.6533) + (x2 - x4)*0.1794 - (x3*0.1887 + 0.828))
