Complexity,Loss,Equation
1,0.2406,"x1"
5,0.2405,"(x1 / x3) * x3"
7,0.2258,"x1 / 1.144"
8,0.1946,"log(x1 + 1.355)"
9,0.1582,"(-0.3037 * x0) + x1"
