Model,MSE_Train,NMSE_Train
Model_1,0.0012390951302120301,0.0030365039858156412
Model_2,0.0008516220510548321,0.002086969506525289
Model_3,0.0006744474598745878,0.0016527886763480215
Model_4,0.0001967316837481834,0.00048210708546272783
Model_5,0.00017147259126018669,0.0004202076128978059
Model_6,0.00014214065161453345,0.00034832729517717285
Model_7,9.50528699069576e-05,0.0002329348338947173
Model_8,9.23997248241689e-05,0.00022643308481798863
Model_9,3.7656763540622946e-05,9.228097972142973e-05
Model_10,3.763497633234579e-05,9.222758838515513e-05
Model_11,3.140189421787859e-05,7.695291074094782e-05
Model_12,2.1209874966710792e-05,5.1976533766255796e-05
