complexity,loss,score,equation,sympy_format,lambda_format
1,1.02181145e+23,0.0,x0,x0,PySRFunction(X=>x0)
5,1.01889825e+23,0.0007137717772688779,exp(x0 / log(x0)),exp(x0/log(x0)),PySRFunction(X=>exp(x0/log(x0)))
6,7.915539e+22,0.25247919989071416,x0 * (x0 ^ log(x0)),x0*x0**log(x0),PySRFunction(X=>x0*x0**log(x0))
7,7.672591e+22,0.031173421579125858,x0 * exp(x0 / log(x0)),x0*exp(x0/log(x0)),PySRFunction(X=>x0*exp(x0/log(x0)))
8,4.3969157e+22,0.5567510501302648,exp(x0 * 0.27820706),exp(x0*0.27820706),PySRFunction(X=>exp(x0*0.27820706))
9,3.5968395e+22,0.200847774651182,(1.3266895 ^ x0) + x0,1.3266895**x0 + x0,PySRFunction(X=>1.3266895**x0 + x0)
10,3.1065808e+22,0.14653284303843042,exp(x0 * 0.23628256) * x0,x0*exp(x0*0.23628256),PySRFunction(X=>x0*exp(x0*0.23628256))
11,1.2556886e+17,12.418764057762669,exp(log(x0) / 0.1999036) * x0,x0**6.00241116218017,PySRFunction(X=>x0**6.00241116218017)
13,1498782400000000.0,2.2141006241085757,(x0 * ((x0 * x0) + x0)) * ((x0 * x0) * x0),x0*x0*x0*x0*(x0*x0 + x0),PySRFunction(X=>x0*x0*x0*x0*(x0*x0 + x0))
15,2447243800.0,6.662600595702467,((x0 * (x0 * x0)) + x0) * (x0 * ((x0 * x0) + x0)),x0*(x0*x0 + x0)*(x0*x0*x0 + x0),PySRFunction(X=>x0*(x0*x0 + x0)*(x0*x0*x0 + x0))
