Model,MSE_Train,NMSE_Train
Model_1,1.0218115832843395e+23,1.5539886021930256
Model_2,1.0188983121729908e+23,1.5495580494608059
Model_3,7.91553851215272e+22,1.203808689324905
Model_4,7.672590771702013e+22,1.1668607797723969
Model_5,4.396915575514475e+22,0.6686904710154503
Model_6,3.596840313922435e+22,0.5470136513600738
Model_7,3.1065836806879324e+22,0.47245458071936236
Model_8,1.256134510876652e+17,1.910350934219582e-06
Model_9,1498211511691720.8,2.2785057939546253e-08
Model_10,26655330.355201114,4.053788412393225e-16
