Model,MSE_Train,NMSE_Train
Model_1,3188.967212802322,3466.517640230099
Model_2,0.38817466438427306,0.4219592839262888
Model_3,0.38817466438427306,0.4219592839262888
Model_4,0.30688415967066396,0.33359369413858286
Model_5,0.0010452661217936806,0.0011362404214713092
Model_6,0.0010452661217936804,0.001136240421471309
Model_7,0.001045266121793686,0.001136240421471315
Model_8,0.0010230692351501343,0.0011121116380836543
Model_9,0.0010081814773239455,0.0010959281304825817
Model_10,0.000999542159045843,0.0010865368927519539
Model_11,0.000985989812098614,0.0010718050229570918
Model_12,0.0009821793183891869,0.0010676628845215864
Model_13,0.0009821685386553875,0.0010676511665781649
Model_14,0.0009820266741689565,0.001067496954975499
