Model,MSE_Train,NMSE_Train
Model_1,22908.5337829925,3.790864106043657
Model_2,19923.350943279747,3.2968812704662023
Model_3,19816.60910807091,3.2792178182549208
Model_4,343.4302904427902,0.056830243842766644
Model_5,343.4302904427903,0.056830243842766665
Model_6,329.55709584200616,0.054534531862835606
Model_7,291.62749248192245,0.048258007433281666
Model_8,78.2048239714049,0.012941197499630413
Model_9,61.8947589055573,0.01024223645694418
Model_10,30.04550858174234,0.004971878214000448
Model_11,20.166244603133272,0.0033370748885059517
Model_12,6.655765987877661,0.0011013845155120063
Model_13,4.580308222764549,0.0007579413942757624
Model_14,2.848758306160544,0.00047140754235590565
Model_15,1.1479458487755783,0.00018996007143136788
Model_16,1.0009001375663709,0.00016562720430634537
Model_17,0.1415709656319096,2.3426915801585674e-05
Model_18,0.06786021554649142,1.1229389788994873e-05
Model_19,0.053316986012507096,8.822801600131155e-06
Model_20,0.025625762856710373,4.240506421044306e-06
Model_21,0.0032686131817861383,5.40884392896996e-07
