Complexity,Loss,MSE,NMSE,Absolute Error
1,0.4998193447673461,0.4024196931903995,0.33911137677440184,0.3615206289992962
3,0.2851124105755379,0.31830832085162963,0.26823233243625794,0.44234842452214523
5,0.1844228332003973,0.17314815482149312,0.14590863757674724,0.27431287274043864
7,0.0701534490162222,0.07277172952728408,0.06132334427921688,0.2388586864358515
8,0.0288724093456365,0.02834198107969312,0.023883245246403544,0.15042125178778223
9,0.0013235979865246,0.001173656176451898,0.0009890176067205412,0.02928691038634652
11,0.0013235979865246,0.0011736561764518964,0.0009890176067205401,0.02928691038634652
12,0.0010083381557698,0.0008699506608865858,0.0007330907789333033,0.02369785288700382
15,0.0009611715249229,0.0008394858837412632,0.0007074186940535315,0.022816287295100976
17,0.0009229526572454,0.000822225989527411,0.0006928741113979538,0.02339531663232777
19,0.0008615029846663,0.0007815772067754246,0.0006586201598233033,0.022405661903756955
21,0.0008192493304794,0.0007493187915553714,0.0006314366104519835,0.02251525532777973
23,0.0007917930005503,0.0007075210861618509,0.0005962144837473114,0.021975824957143248
24,0.0006009839829972,0.0005590357236576204,0.0004710887094332997,0.01887445130038799
26,0.0005969283019963,0.0005552557598153514,0.00046790340621777636,0.018739276047128748
29,0.0005774520666444,0.0005581786224780497,0.00047036644666644824,0.018885880230730998
