Complexity,Loss,Equation
1,1.62,"x1"
3,0.821,"x1 - x1"
5,0.8164,"-0.03198"
6,0.7256,"x0 / (x0 - exp(x0))"
7,0.7217,"x0 / (x4 - exp(exp(x4)))"
8,0.705,"exp((x0 * x4) - exp(exp(x4)))"
9,0.6694,"(x0 + x4) * -0.2578"
10,0.622,"(x0 * x4) / (exp(exp(x4)) * exp(x0))"
12,0.602,"x0 / ((-1.044 - exp(x4)) - x0)"
14,0.58,"((x4 + (x0 * x1)) * x0) / (exp(x0) * exp(exp(x4)))"
15,0.5635,"((x0 / exp(x3)) + x4) * (-0.2415 / exp(x0))"
16,0.5337,"(-0.4094 / exp(x0)) * ((x0 / exp(x4)) + exp(x0))"
18,0.5176,"((x4 + exp(x0)) + (x0 / exp(x3))) * (-0.2764 / exp(x0))"
19,0.4556,"-0.58 - (-0.04547 / (x0 + 0.632))"
21,0.3914,"(x4 + ((x3 + x0) + x0)) * (-0.01029 / (x0 + 0.616))"
23,0.3818,"(((x4 + x0) + x0) - (x3 * x0)) * (-0.01144 / (x0 + 0.6167))"
24,0.3816,"(-0.00895 / (exp(-0.4817) + x0)) * (((x3 + x4) + x0) + (x0 + x0))"
25,0.3782,"(-0.01141 / (x0 + 0.6187)) * ((x0 + (x1 * x0)) + (x4 + (x0 + x3)))"
28,0.3662,"(((2.506 + x1) * x0) + (x3 + x4)) * (-0.01088 / (exp(-0.479) + x0))"
29,0.3628,"(-0.009705 / (x0 + 0.6177)) * ((x0 * (x1 + 1.667)) + (x0 + (x4 + x3)))"
32,0.2788,"(-0.01119 / (exp(-0.479) + x0)) * ((x4 + x3) + ((x0 + 0.531) * 23.61))"
34,0.2722,"(-0.04227 / ((x0 + 0.11664) + exp(x0))) * ((x3 + x4) + (23.61 * (0.537 + x0)))"
36,0.2698,"((x3 + x4) + ((x0 + 0.537) * (x3 + 23.61))) * (-0.04227 / (exp(x0) + (x0 + 0.11884)))"
37,0.2551,"(0.07086 / (-2.023 - (x0 * 3.172))) * ((x4 + x3) - ((x0 + 0.547) * -29.05))"
39,0.2499,"(((x4 + x3) / 6.99) + ((x0 + 0.5454) * 4.227)) * (-0.285 / ((x0 + x0) + 1.269))"
41,0.2329,"(0.0704 / (-2.023 - (x0 * 3.172))) * (((x1 * x0) + (x4 + x3)) - ((x0 + 0.5386) * -26.58))"
45,0.2197,"(((x1 - -3.236) * 0.0215) / (-2.023 - (x0 * 3.172))) * ((x3 + x4) - ((x0 + 0.5386) * -26.84))"
47,0.2158,"(((x4 + x3) + x5) - ((x0 + 0.5386) * -32.56)) * (((x1 - -2.922) * 0.0188) / (-2.023 - (x0 * 3.172)))"
53,0.1902,"(((x1 - -2.955) * 0.02246) / (-2.023 - (x0 * 3.184))) * (((x5 * 0.4304) + (x4 + x3)) - ((x0 + 0.538) * -26.05))"
