Model,MSE_Train,NMSE_Train
Model_1,30063.28842017259,3.7944495176850803
Model_2,26805.603869845214,3.3832796084589996
Model_3,98.22397957385067,0.012397377383008428
Model_4,98.22397957385101,0.012397377383008472
Model_5,81.09548174864302,0.01023549743816785
Model_6,52.71977234906413,0.006654046356024854
Model_7,29.227575079139317,0.003688969636725721
Model_8,2.415974862265357,0.0003049331970188188
Model_9,1.6783869838639425,0.00021183825908872053
Model_10,0.5977916872906831,7.545050786906766e-05
Model_11,0.5016065953828464,6.331046947748272e-05
Model_12,0.21394642014806375,2.70033297553884e-05
Model_13,0.1216198295325002,1.5350293589336084e-05
