Complexity,Loss,Equation
1,1.7020984,"x1"
2,1.3562479,"sin(x0)"
3,0.9999999,"x0 - x0"
4,0.22767816,"log(x1 * x1)"
5,0.14180432,"sin(log(x1 * x1))"
6,0.090063184,"cos(exp(cos(x0 * x1)))"
7,0.020690452,"cos((cos(x1) / x1) / x1)"
8,0.01607099,"cos((cos(x1) + cos(x1)) / x1)"
10,0.013645249,"cos(x0 + (-2.0499458 / x0))"
11,0.012878517,"cos((cos(x1) + x0) / -0.005096471)"
12,0.003582653,"cos(x0 * 4.446207) / cos(cos(x0))"
13,0.0032944148,"cos(x0 * exp(1.4983238)) / cos(cos(x1))"
14,0.0007602259,"sin(exp(6.799296) * x1) / cos(cos(sin(x0)))"
15,0.0004456383,"sin(sin(x0) * exp(6.7392836)) / cos(cos(sin(x0)))"
19,0.00038645198,"sin(x1 * exp(6.799268)) / cos(sin(-1.9733992 * x0))"
20,6.0365437e-5,"sin(exp(6.799296) * (x0 - 1.7367097)) / cos(cos(sin(x0)))"
24,2.6222146e-5,"cos(x1 + (-1.9063618 / x0)) - (-0.09932827 / (x0 - -0.12406403))"
25,3.497311e-6,"sin((0.36885995 - x0) * exp(1.4611112)) / cos(cos(x1 / -1.4204905))"
