complexity,loss,score,equation,sympy_format,lambda_format
1,0.45404533,0.0,x0,x0,PySRFunction(X=>x0)
3,0.4540452,1.4315753300511578e-07,exp(log(x0)),x0,PySRFunction(X=>x0)
4,0.0448776,2.3142579687082754,log(x0 + x0),log(2*x0),PySRFunction(X=>log(2*x0))
7,0.026216652,0.1791813341510873,1.2340723 ^ x0,1.2340723**x0,PySRFunction(X=>1.2340723**x0)
8,0.013426103,0.6691939842265172,(x0 - x0) - (log(x0) - x0),x0 - log(x0),PySRFunction(X=>x0 - log(x0))
9,0.011997794,0.11247799761369534,(x0 - x0) - (sin(log(x0)) - x0),x0 - sin(log(x0)),PySRFunction(X=>x0 - sin(log(x0)))
10,0.007445949,0.4770526734432487,0.07733142 - (log(x0) - x0),x0 - log(x0) + 0.07733142,PySRFunction(X=>x0 - log(x0) + 0.07733142)
12,0.007234454,0.014407617679334173,(0.13671242 / x0) - (log(x0) - x0),x0 - log(x0) + 0.13671242/x0,PySRFunction(X=>x0 - log(x0) + 0.13671242/x0)
15,0.0017784144,0.467710903317424,(0.07435623 / cos(x0 ^ x0)) - (log(x0) - x0),x0 - log(x0) + 0.07435623/cos(x0**x0),PySRFunction(X=>x0 - log(x0) + 0.07435623/cos(x0**x0))
16,0.0017784133,6.185286961476076e-07,(sin(0.07442347) / cos(x0 ^ x0)) - (log(x0) - x0),x0 - log(x0) + 0.0743547855824608/cos(x0**x0),PySRFunction(X=>x0 - log(x0) + 0.0743547855824608/cos(x0**x0))
20,0.0014791636,0.046061192345131244,(((0.06546239 * x0) * sin(x0)) / cos(x0 ^ x0)) - (log(x0) - x0),0.06546239*x0*sin(x0)/cos(x0**x0) + x0 - log(x0),PySRFunction(X=>0.06546239*x0*sin(x0)/cos(x0**x0) + x0 - log(x0))
21,0.0014304664,0.03347624795047241,(0.06742008 / cos(x0 ^ x0)) - ((log(x0) * 0.96713674) - x0),x0 - 0.96713674*log(x0) + 0.06742008/cos(x0**x0),PySRFunction(X=>x0 - 0.96713674*log(x0) + 0.06742008/cos(x0**x0))
22,0.0014242574,0.004349989859451897,(sin(0.06742008) / cos(x0 ^ x0)) - ((log(x0) * 0.9707531) - x0),x0 - 0.9707531*log(x0) + 0.0673690156467157/cos(x0**x0),PySRFunction(X=>x0 - 0.9707531*log(x0) + 0.0673690156467157/cos(x0**x0))
24,0.0012575772,0.06223177116222394,(0.08070934 / cos(x0 ^ x0)) - ((0.0055085947 / cos(x0)) + (log(x0) - x0)),x0 - log(x0) + 0.08070934/cos(x0**x0) - 0.0055085947/cos(x0),PySRFunction(X=>x0 - log(x0) + 0.08070934/cos(x0**x0) - 0.0055085947/cos(x0))
25,0.0011271825,0.10946585647082402,(0.08235107 / cos(x0 ^ x0)) - ((sin(0.009743872) / cos(x0)) + (log(x0) - x0)),x0 - log(x0) + 0.08235107/cos(x0**x0) - 0.00974371781525791/cos(x0),PySRFunction(X=>x0 - log(x0) + 0.08235107/cos(x0**x0) - 0.00974371781525791/cos(x0))
