Model,MSE_Train,NMSE_Train
Model_1,10.30007747337625,29.022672736748373
Model_2,0.2546744697001312,0.7175998246243337
Model_3,0.2526373543896133,0.7118598162470181
Model_4,0.10393526986975087,0.2928598674167676
Model_5,0.014397278355503472,0.0405674131181736
Model_6,0.00873338056033728,0.02460816887477893
Model_7,0.00021898177429297843,0.0006170280162498982
Model_8,3.686100490009956e-05,0.00010386377041614596
Model_9,3.686108240201727e-05,0.00010386398879438633
Model_10,2.210336839538227e-05,6.228097108755926e-05
Model_11,1.5123340753917523e-05,4.261324931990096e-05
Model_12,6.770333024379316e-06,1.9076862304507744e-05
Model_13,3.0079051768015733e-06,8.475416597120817e-06
Model_14,1.1268864915754725e-06,3.175243869863541e-06
Model_15,4.7184532122221343e-07,1.3295251783877507e-06
Model_16,1.9688753853267885e-07,5.547727783162802e-07
Model_17,1.91665347313616e-07,5.400581368865102e-07
