Model,MSE_Train,NMSE_Train
Model_1,30.379589357846335,0.07058951961598586
Model_2,28.23930079244065,0.06561637992367617
Model_3,17.97881269074175,0.04177527668844107
Model_4,5.2141962823060215,0.012115621656893076
Model_5,0.055294632064456714,0.00012848170753053902
Model_6,0.035505131066750524,8.249914494835722e-05
Model_7,0.014297085794884966,3.322047596765182e-05
Model_8,0.008600271920347222,1.9983451924683956e-05
Model_9,0.007831248734678432,1.8196562160952032e-05
Model_10,0.005308093177766565,1.2333798955668194e-05
Model_11,0.0016899795318728586,3.926808947631239e-06
Model_12,0.000622735687559899,1.44697851293472e-06
Model_13,9.020285064548066e-05,2.0959387633764895e-07
