gamma1,lambda1,delta,epsilon,NRow,NCol,W1
0.0087785903402344,0.0536429984688441,99.2957772245775,14.9782394783501,0.0001577957072884,0.0009354942126002,4.50098887198116e-06
0.0011235561980434,0.0167601179497965,46.2116455242353,77.8412596067841,0.0005514171499849,0.0023942107189154,5.38151449799548e-08
8.92142314066844e-05,0.0185803859884449,69.2970832965638,21.8752731784827,0.0007396889444567,0.0014450303069638,4.06677166420507e-06
0.0002431649135756,0.0471011124977384,91.121331073106,42.0329907175045,0.0004434287933538,0.0009213477601747,7.02475636192944e-06
0.0274778082687755,0.0300256347812935,99.5843598866098,45.6283867613231,0.0009137618780206,0.0009979391760545,8.49342347922768e-10
0.0001432531106744,0.0420451990319552,68.7846952985221,89.6969104740672,0.0006321061741294,0.0003055740094475,5.92838326216703e-06
0.0150113909890203,0.0172363352512751,19.7592785069963,11.9115593759754,0.0004593640050611,0.0002000124737799,9.83885252305894e-07
0.0020606171504141,0.015035703553373,13.250262771582,85.9672647286972,0.0007188711829392,0.0019070675267498,1.09271527155635e-08
0.0486826436724517,0.0675528048015223,65.6282115142276,35.9263579440011,0.0008198248264007,0.0003311232278687,8.94746833658408e-09
8.58018378871086e-05,0.0584684617264765,61.0429925708196,32.5308594282824,0.0004019918421196,0.0007691143921516,6.72312040874366e-06
0.0010641548131095,0.0859960043736785,96.5768192024793,53.9541671522469,0.0009947626104982,0.0005370779699399,3.34422207295782e-06
0.0001044547790789,0.0128200259739646,77.1494922476999,75.6132503810512,0.0009830505514794,0.0013155679570697,3.06028642123758e-06
0.0384294569010297,0.0152134427875562,69.6264488591574,28.2354486547416,0.0012349076876509,0.0013658026906593,6.00986870729093e-08
5.16264992310272e-05,0.012563055617325,57.0981986570809,29.4648584892859,0.0008276871167358,0.0014507049823684,2.91094984250658e-06
0.0105609113833487,0.0308861518232937,33.3904853335958,97.8701063301478,0.0003478106535802,0.0006448827106125,5.27346979389237e-08
0.0141540154815159,0.015604337339937,96.5794390224555,63.3912213192896,0.0008846343737943,0.0009965819628154,9.12297847623018e-10
0.0201861790188806,0.0786849319921874,58.6183633762168,37.3963220284121,0.0006976404593091,0.0028520613531048,6.00060901948304e-10
8.95937141542478e-05,0.0125628926772509,12.7243147077792,97.0932594875796,0.0014869687092294,0.0030566233909019,5.39734046257784e-07
0.0007912577042236,0.0110704575706125,72.6683017070015,90.6372847586486,0.0004135153123577,0.0004166503502912,1.74538259161764e-06
0.0003010102004072,0.0360823783259848,56.774454212879,27.1022929113052,0.0015716877680231,0.0009116874457091,6.30045989024786e-06
0.0125653747349394,0.0592236360086915,15.3127500098036,10.1619391491241,0.0008161865104421,0.0011277120132939,3.76292834645194e-07
0.0009844904025856,0.0205087909138835,90.1032609905392,74.0587386983742,0.0015791080601837,0.0010892104573496,1.11772265722799e-07
0.0269719774321755,0.015100192344262,39.7182018262618,88.0954110018886,0.0002543563025782,0.0004625086220148,1.10664049291426e-08
0.000175594572982,0.0218250716556796,30.6731078084008,20.6477118854196,0.000760561769804,0.0005073506453744,3.27831304225526e-06
0.000309299169516,0.0162235404909024,20.255377779567,13.5120679054878,0.0017374242229971,0.001073179633331,2.54018116015019e-06
0.0001366428606482,0.03237073196586,37.9830442108245,63.83750728868,0.0011122445109143,0.0003405720243335,4.53693258443169e-06
0.0001279898943166,0.0806054344813214,30.5589089922164,64.3882155068195,0.0032943458709931,0.00128118971245,1.61244603943855e-06
0.0202696676210616,0.0425523881322621,68.6797450495303,56.4789169403999,0.0005750255908858,0.0021516941814695,3.0260273168699803e-10
0.0027421030159427,0.0126337968384548,15.9544112138494,10.6756663683956,0.0004429510436971,0.0010380139531995,1.16533835794795e-06
0.0022312622090703,0.0245954488603942,34.7888241874825,72.0040027229306,0.0003920138722046,0.0003922449197177,1.37941580135781e-06
0.0001360925648443,0.0113400929740726,35.363821380478,95.1418337855282,0.0002486699114567,0.0002694403407315,1.68096894726281e-06
0.0181160436112697,0.0317163289251144,89.2059633753451,88.6182810817795,0.0017548784350506,0.0002047346910096,5.37905474319527e-07
0.0036739682493813,0.0270222291115073,49.9897322829311,20.1948807271584,0.0033953096107593,0.0010938764492679,1.21334634087663e-08
0.000564712169715,0.0994398245820568,78.0322708817165,41.9112407073268,0.002060906773522,0.0012691826509146,4.74386841891462e-07
0.0017326810432622,0.0648041145464331,64.2966738233814,31.7743147564031,0.0005663829459945,0.0010899543330746,4.04171699861668e-06
0.00080240588568,0.0305950854083375,80.4939343663633,60.4299978856556,0.0015495884535314,0.0014218444473303,2.75053053385715e-07
8.45026015093714e-05,0.0784237771558606,20.2537574810583,65.1454396794896,0.0001266427159322,0.0014238940421824,5.16805856530626e-06
0.0002622517923209,0.0137260821806951,98.070749664398,37.0728181594652,0.0014875812503361,0.0010392020986736,3.41300410153989e-06
0.0001171997833432,0.0245473669315266,86.3737007931594,81.8327542775641,0.0003468561870353,0.0016019307352958,4.80852706373591e-06
