gamma1,lambda1,delta,epsilon,NRow,NCol,W1,Model_1_Y_pred,Model_1_Residuals,Model_2_Y_pred,Model_2_Residuals,Model_3_Y_pred,Model_3_Residuals,Model_4_Y_pred,Model_4_Residuals,Model_5_Y_pred,Model_5_Residuals,Model_6_Y_pred,Model_6_Residuals,Model_7_Y_pred,Model_7_Residuals,Model_8_Y_pred,Model_8_Residuals,Model_9_Y_pred,Model_9_Residuals,Model_10_Y_pred,Model_10_Residuals,Model_11_Y_pred,Model_11_Residuals,Model_12_Y_pred,Model_12_Residuals,Model_13_Y_pred,Model_13_Residuals,Model_14_Y_pred,Model_14_Residuals,Model_15_Y_pred,Model_15_Residuals,Model_16_Y_pred,Model_16_Residuals,Model_17_Y_pred,Model_17_Residuals
-0.597541810525913,-0.6215163339667974,-0.9383888117306464,-0.7825426357098743,0.47445137494634665,-0.945810375934829,0.5921794086343295,6.329431084025259e-07,3.0721335309235938e-06,2.2061390112768515e-06,1.4989376280492684e-06,2.1683984892182484e-06,1.5366781501078715e-06,3.523996933871407e-06,1.8107970545471293e-07,4.275780610830174e-06,5.707039715040541e-07,3.8440161514261565e-06,1.3893951210003653e-07,3.599624881805847e-06,1.0545175752027294e-07,2.7890111534457596e-06,9.160654858803604e-07,4.584264228902166e-06,8.791875895760461e-07,3.924934062611399e-06,2.1985742328527904e-07,4.068177302391316e-06,3.6310066306519606e-07,3.7686095835810874e-06,6.353294425496748e-08,2.8393087837990225e-06,8.657678555270974e-07,2.844199444366384e-06,8.608771949597359e-07,3.7404471003308197e-06,3.537046100469977e-08,3.5708171260302038e-06,1.3425951329591617e-07,3.564983802306033e-06,1.4009283702008686e-07
-0.47960889392480016,-0.5132402557789225,-0.7771429615831764,-1.0758591212050717,-0.593555395035317,-0.8056695947391768,0.2087629387385797,9.070139143896856e-07,1.8275504687504943e-06,2.2061390112768515e-06,5.284253718633283e-07,2.1683984892182484e-06,5.661658939219314e-07,3.3111441997650913e-06,5.765798166249114e-07,3.763960613351568e-06,1.029396230211388e-06,3.371884178670343e-06,6.373197955301632e-07,2.8115581796226767e-06,7.699379648249687e-08,2.2232542831227586e-06,5.113101000174212e-07,1.8375940164492448e-06,8.969703666909351e-07,2.3906109849400105e-06,3.439533982001693e-07,1.7804402915127667e-06,9.541240916274131e-07,1.4349314814820716e-06,1.2996329016581082e-06,1.0996487080958315e-06,1.6349156750443483e-06,1.25519443904946e-06,1.4793699440907198e-06,1.491302305196916e-06,1.243262077943264e-06,1.7854433585573433e-06,9.491210245828366e-07,1.7560575008952312e-06,9.785068822449486e-07
-0.5661629872016013,1.2156519759488136,-0.4338282449285714,0.9865203979518316,0.3279519151052824,-0.6929247979752919,0.02767748722981688,5.283224203354714e-06,3.007027323712764e-06,2.2061390112768515e-06,7.005786836509833e-08,2.1683984892182484e-06,1.0779839042370148e-07,3.4700349930545544e-06,1.1938381134126046e-06,4.13365248890672e-06,1.8574556092647704e-06,3.7070069782613892e-06,1.4308100986194393e-06,3.3747875094123303e-06,1.0985906297703804e-06,4.38548250063434e-06,2.10928562099239e-06,3.3442992635509385e-06,1.0681023839089886e-06,4.379402455404697e-06,2.1032055757627473e-06,3.3621469671039777e-06,1.0859500874620278e-06,4.541120681804134e-06,2.264923802162184e-06,3.985442552705314e-06,1.7092456730633645e-06,4.354735618153813e-06,2.078538738511863e-06,3.90791715117974e-06,1.63172027153779e-06,3.996596362965798e-06,1.7203994833238482e-06,3.829845891742498e-06,1.553649012100548e-06
-0.5251310959986846,-0.4840016160991132,-0.38451675618233644,1.2202112906224962,-1.13217149800158,-0.6266290990298848,0.23806817505669636,9.810234063950109e-07,1.8277190396356093e-06,2.2061390112768515e-06,6.026034347537686e-07,2.1683984892182484e-06,6.403439568123718e-07,3.396549939516732e-06,5.878074934861119e-07,3.954404719753763e-06,1.145662273723143e-06,3.5408763944153443e-06,7.321339483847241e-07,3.0977085773108468e-06,2.8896613128022663e-07,2.5654224381374657e-06,2.4332000789315443e-07,2.4332888113596225e-06,3.754536346709977e-07,2.9400440191946146e-06,1.3130157316399448e-07,2.5738059076923196e-06,2.3493653833830056e-07,1.9711255633093976e-06,8.376168827212226e-07,1.7888280741387877e-06,1.0199143718918324e-06,1.917613847934251e-06,8.911285980963691e-07,1.1487135776556195e-06,1.6600288683750006e-06,1.8450492951733685e-06,9.636931508572517e-07,1.749334237891404e-06,1.059408208139216e-06
-0.42976631665112813,-1.1523180385219105,0.20185465015831086,-1.0056853104836578,-0.7443489513892788,-0.7060281155448312,-0.2300222433599946,-7.106339163799352e-07,2.334535533324305e-06,2.2061390112768515e-06,5.822373943324816e-07,2.1683984892182484e-06,5.444968722738785e-07,3.2129942351967547e-06,1.5890926182523848e-06,3.565147959550732e-06,1.941246342606362e-06,3.203023574983345e-06,1.579121958038975e-06,2.522306719168394e-06,8.984051022240239e-07,1.9461873243289184e-07,1.429282884511478e-06,1.424012006717793e-06,1.9988961022657685e-07,1.5695820912251178e-06,5.431952571925215e-08,1.8539692993856692e-06,2.300676824412993e-07,7.850671178766346e-07,8.388344990677353e-07,9.478787218857507e-07,6.760228950586192e-07,9.85211827192856e-07,6.386897897515139e-07,1.1773461912370905e-06,4.4655542570727936e-07,1.4211195598643875e-06,2.0278205707998237e-07,1.4301876536419492e-06,1.937139633024207e-07
-0.5954591493116088,-0.6985667752945577,1.6055746099079733,1.5326029016313554,0.22245060161003996,2.2305602899363737,0.9547707612318301,4.379113256690948e-07,4.184964571937695e-06,2.2061390112768515e-06,2.4167368863299387e-06,2.1683984892182484e-06,2.454477408388542e-06,3.5204752082118703e-06,1.1024006893949199e-06,4.266208541522954e-06,3.56667356083836e-07,3.834634802827576e-06,7.882410947792141e-07,3.5843430651031673e-06,1.0385328325036229e-06,2.6002132584585787e-06,2.0226626391482115e-06,4.476570783474598e-06,1.4630511413219252e-07,3.850827203256312e-06,7.720486943504779e-07,5.1553854295701745e-06,5.325095319633843e-07,3.5624652777889057e-06,1.0604106198178846e-06,5.643355855304982e-06,1.0204799576981922e-06,5.079576481677797e-06,4.5670058407100657e-07,3.6143686415058707e-06,1.0085072561009195e-06,3.5470596886364823e-06,1.0758162089703079e-06,3.5714606174283795e-06,1.0514152801784107e-06
-0.6011621553486546,-0.7318838267696521,0.6719861928378246,0.00521486526353173,1.3968188518253952,0.588130856287038,1.0421766267953902,3.535784674448543e-07,4.490541091956225e-06,2.2061390112768515e-06,2.637980548124228e-06,2.1683984892182484e-06,2.6757210701828313e-06,3.5300986558190967e-06,1.314020903581983e-06,4.2924675119799294e-06,5.516520474211502e-07,3.8604251055372555e-06,9.836944538638242e-07,3.6263131284749065e-06,1.2178064309261732e-06,2.5629131478321514e-06,2.2812064115689282e-06,4.783434551166357e-06,6.068500823472293e-08,3.928538415005559e-06,9.155811443955207e-07,5.018227736509663e-06,1.7410817710858292e-07,3.7908327595706437e-06,1.053286799830436e-06,4.867895015359764e-06,2.3775455958684697e-08,4.4218281862124385e-06,4.2229137318864113e-07,4.097663790166548e-06,7.464557692345319e-07,3.538691388687805e-06,1.3054281707132747e-06,3.535913651155988e-06,1.3082059082450918e-06
-0.43007323549015775,1.794171467512105,-1.179468977076916,1.1590666932749107,-1.2146663344741957,1.83584851206703,-0.5082501392081672,6.747585546927912e-06,5.827940539009481e-06,2.2061390112768515e-06,1.2864940033584206e-06,2.1683984892182484e-06,1.2487534812998174e-06,3.2136132761420452e-06,2.2939682682236142e-06,3.566342128005921e-06,2.64669712008749e-06,3.2040161644473646e-06,2.2843711565289336e-06,2.524014284267803e-06,1.604369276349372e-06,3.686270262314832e-06,2.766625254396401e-06,1.4260741467683106e-06,5.064291388498796e-07,3.0900930709898003e-06,2.1704480630713693e-06,1.1191664041149023e-06,1.9952139619647126e-07,2.1744748027895444e-06,1.2548297948711134e-06,1.5633073121898222e-06,6.436623042713912e-07,1.986600680504862e-06,1.0669556725864308e-06,9.371912841719937e-07,1.7546276253562687e-08,1.8368325978044207e-06,9.171875898859898e-07,1.680299156225092e-06,7.60654148306661e-07
-0.5299307950635697,-0.5822823862224253,0.6577530170938877,0.9317350149792198,-1.284432140082833,1.4676793699899369,-0.11114166602498199,7.322529454442807e-07,1.1925618204773893e-06,2.2061390112768515e-06,2.813242453551816e-07,2.1683984892182484e-06,2.4358372329657844e-07,3.4053172156943744e-06,1.4805024497727045e-06,3.974994346040483e-06,2.050179580118813e-06,3.5595990448619125e-06,1.6347842789402425e-06,3.1291599081478435e-06,1.2043451422261736e-06,2.401894374573416e-06,4.770796086517459e-07,2.515792835798187e-06,5.909780698765172e-07,2.9511043728627346e-06,1.0262896069410646e-06,3.1438162563513696e-06,1.2190014904296996e-06,1.9671772415423725e-06,4.236247562070251e-08,2.4751339046002647e-06,5.503191386785947e-07,2.4990334091717144e-06,5.742186432500445e-07,1.7891502149686652e-06,1.356645509530048e-07,2.363940000409727e-06,4.39125234488057e-07,2.3624122330838802e-06,4.375974671622103e-07
0.3548401586714575,1.9685658540498827,1.3752027932020514,-0.015419328072650002,-0.8064035501194904,3.218560686107253,-0.870522700723567,7.189016478653305e-06,7.1863637979715385e-06,2.2061390112768515e-06,2.203486330595086e-06,2.1683984892182484e-06,2.1657458085364827e-06,1.3675910327211796e-06,1.364938352039414e-06,1.4500263288627423e-06,1.4473736481809767e-06,1.7273246195084563e-06,1.7246719388266906e-06,2.2053631441805487e-07,2.178836337362892e-07,1.4137536109609563e-06,1.4111009302791907e-06,1.1105884923607803e-07,1.0840616855431236e-07,8.502957046558159e-07,8.476430239740502e-07,8.26018182152065e-07,8.233655014702993e-07,3.0032302696275564e-07,2.9767034628099e-07,3.873167213038471e-07,3.8466404062208143e-07,5.132889216578271e-07,5.106362409760615e-07,7.905106830806555e-07,7.878580023988899e-07,9.82567560978861e-07,9.799148802970952e-07,1.1494258327786984e-06,1.1467731520969327e-06
