Model,MSE_Train,NMSE_Train
Model_1,0.8623485808988289,2.2907753126655015
Model_2,0.37069653141869496,0.9847322550001439
Model_3,0.12363858852923348,0.32843821230663633
Model_4,0.07795477733099236,0.20708201227401832
Model_5,0.005552529943790452,0.01474995007797595
Model_6,0.004970222732246497,0.013203087226759084
Model_7,0.004421781479275573,0.011746187185892057
Model_8,0.0033510172233357396,0.008901768609085252
Model_9,0.0028165721277012335,0.007482048488738334
Model_10,0.0011417122858188074,0.0030328876007363237
Model_11,0.0001702173918693886,0.0004521719032392674
Model_12,0.00014663057354898692,0.0003895149889594472
Model_13,0.00014661427559133295,0.0003894716944497007
Model_14,4.216436186955601e-05,0.00011200700202277644
Model_15,4.216436267535386e-05,0.00011200700416332824
Model_16,3.731186425052496e-05,9.911664422934419e-05
Model_17,3.722998348128928e-05,9.889913306401977e-05
Model_18,3.720255861705908e-05,9.882628061974919e-05
Model_19,6.4879279808168324e-06,1.7234776722559014e-05
Model_20,6.487928694651665e-06,1.72347786188168e-05
Model_21,6.487928913922168e-06,1.7234779201295238e-05
