complexity,loss,score,equation,sympy_format,lambda_format
1,0.0036716093,0.0,x0,x0,PySRFunction(X=>x0)
7,0.0036682396,0.0001530322255336684,x0 / 1.0018634,x0/1.0018634,PySRFunction(X=>x0/1.0018634)
8,0.003654031,0.003880932188909904,sin(x0 - sin(x0)) + sin(x0),sin(x0) + sin(x0 - sin(x0)),PySRFunction(X=>sin(x0) + sin(x0 - sin(x0)))
9,0.0027311924,0.291092651378608,x0 * (1.0251849 ^ x0),1.0251849**x0*x0,PySRFunction(X=>1.0251849**x0*x0)
11,0.0027186996,0.002292306321268798,x0 - ((-0.025014583 * x0) * x0),-(-1)*0.025014583*x0*x0 + x0,PySRFunction(X=>-(-1)*0.025014583*x0*x0 + x0)
12,0.0006578985,1.4188582926265372,(-0.033999845 / cos(x0 + x0)) + x0,x0 - 0.033999845/cos(x0 + x0),PySRFunction(X=>x0 - 0.033999845/cos(x0 + x0))
14,0.00039462827,0.25555321545798515,x0 - ((x0 * -0.047629308) / (cos(x0) + x0)),x0 - (-0.047629308)*x0/(x0 + cos(x0)),PySRFunction(X=>x0 - (-0.047629308)*x0/(x0 + cos(x0)))
16,0.00038732728,0.009337106398596194,x0 - ((-0.049795788 * sin(x0)) / (cos(x0) + sin(x0))),x0 - (-1)*0.049795788*sin(x0)/(sin(x0) + cos(x0)),PySRFunction(X=>x0 - (-1)*0.049795788*sin(x0)/(sin(x0) + cos(x0)))
18,0.00033215564,0.07683318307367475,x0 - ((x0 * -0.030531315) / (x0 + cos(-0.7356071))),x0 - (-0.030531315)*x0/(x0 + cos(-0.7356071)),PySRFunction(X=>x0 - (-0.030531315)*x0/(x0 + cos(-0.7356071)))
20,0.0002917457,0.0648605609175657,x0 - (((x0 * -0.038129874) - -0.008552085) / (cos(x0) + x0)),x0 - (x0*(-0.038129874) - 1*(-0.008552085))/(x0 + cos(x0)),PySRFunction(X=>x0 - (x0*(-0.038129874) - 1*(-0.008552085))/(x0 + cos(x0)))
21,0.00011218169,0.9557627433712474,(x0 - 0.02056538) - ((x0 * -0.047629382) / (cos(x0) + sin(x0))),x0 - (-0.047629382)*x0/(sin(x0) + cos(x0)) - 1*0.02056538,PySRFunction(X=>x0 - (-0.047629382)*x0/(sin(x0) + cos(x0)) - 1*0.02056538)
23,6.027889e-05,0.3105689147598162,(x0 + ((x0 / 0.96851385) - x0)) + (-0.03238727 / ((x0 / x0) + x0)),-x0 + x0 + x0/0.96851385 - 0.03238727/(x0 + x0/x0),PySRFunction(X=>-x0 + x0 + x0/0.96851385 - 0.03238727/(x0 + x0/x0))
24,3.2504402e-05,0.6176064332035337,((sin(0.04065254) - (0.013750445 / x0)) / ((x0 * x0) - (x0 / x0))) + x0,x0 + (sin(0.04065254) - 0.013750445/x0)/(x0*x0 - x0/x0),PySRFunction(X=>x0 + (sin(0.04065254) - 0.013750445/x0)/(x0*x0 - x0/x0))
