Complexity,Loss,Equation
1,1.554,"x4"
3,0.9355,"x4 - x4"
5,0.9346,"-0.01569"
6,0.767,"x5 / (x5 - exp(x5))"
7,0.727,"-0.4358 * x5"
9,0.5933,"(x5 + x0) / -2.432"
11,0.5767,"((x0 + x5) - x4) * -0.3462"
12,0.574,"-0.4834 * (x5 + (x0 / exp(x0)))"
13,0.5127,"(-0.449 * exp(x5)) - (x0 / exp(x0))"
15,0.503,"-0.3335 * (exp(x5) + ((x0 + x0) / exp(x0)))"
16,0.4248,"(-0.4983 * (x5 + (x0 / x0))) - (x0 / exp(x0))"
18,0.421,"(x5 * -0.449) - ((x0 / exp(x0)) + 0.5483)"
20,0.376,"(((0.6416 ^ x4) + x5) * -0.4785) - (x0 / exp(x0))"
23,0.3022,"(x5 * -0.46) - ((x0 + 0.539) / (x0 + 0.6597))"
24,0.302,"(x5 * -0.454) - ((x0 + 0.539) / (x0 + exp(-0.4126)))"
27,0.2668,"((x5 * -0.4504) + -0.6655) - (-0.0572 / (x0 + 0.6353))"
29,0.2524,"(((1.4375 ^ x3) + x5) * -0.4915) - (-0.0572 / (x0 + 0.6387))"
30,0.2471,"(((0.635 ^ x4) + x5) * -0.4744) - (-0.0572 / (x0 + exp(-0.4482)))"
31,0.2406,"(((1.421 ^ x3) + x5) * -0.4998) - ((x0 * 0.0964) / (x0 + 0.6377))"
37,0.2349,"(((x5 * -0.4443) + (x4 * 0.184)) + -0.605) - ((x0 * 0.1067) / (x0 + 0.641))"
40,0.2052,"(((x4 - x3) * 0.1764) + ((-0.4443 * x5) + -0.594)) - ((0.1067 * x0) / (exp(-0.4443) + x0))"
41,0.2004,"(((x4 + 1.174) - -2.717) * (2.56e-6 ^ (x0 + 0.6714))) - ((-1.329 - x5) * -0.477)"
43,0.1396,"(((x4 + 1.174) - (-2.717 - x2)) * (2.56e-6 ^ (x0 + 0.6714))) - ((-1.329 - x5) * -0.477)"
51,0.1274,"(((x4 + 1.441) - (-2.717 - x2)) * (2.56e-6 ^ (x0 + 0.675))) - (((x5 * 0.0813) + 0.1562) * (x3 + 4.316))"
53,0.1135,"((2.56e-6 ^ (x0 + 0.675)) * ((x4 + 1.441) - (-2.717 - x2))) - (((x5 * 0.0813) + 0.1562) * ((x3 + x5) + 3.64))"
