Model,MSE_Train,NMSE_Train
Model_1,11175.104569514726,3.1388924376087517
Model_2,9250.397830234087,2.598275802573099
Model_3,9242.504940820687,2.5960588272654865
Model_4,3032.448967332247,0.8517621532562533
Model_5,943.3179349708571,0.26496159511725326
Model_6,529.4420649009076,0.14871106425284988
Model_7,19.486543059705422,0.005473430898544403
Model_8,0.009019557566558043,2.5334367889029293e-06
Model_9,0.009019557566557528,2.5334367889027844e-06
Model_10,0.008798530820707532,2.4713542216442706e-06
Model_11,0.008798525236589558,2.47135265316269e-06
Model_12,0.007683498863748335,2.1581611454077328e-06
Model_13,0.0026143501411402983,7.343254674925163e-07
Model_14,0.002100036650079569,5.898637564088782e-07
Model_15,0.00063549968038094,1.785008031416688e-07
Model_16,0.000138287753312076,3.884262383273871e-08
