Model,MSE_Train,NMSE_Train,RMSE_Train,MSE_Test,NMSE_Test,RMSE_Test,MSE_Validation,NMSE_Validation,RMSE_Validation
Model_1,8.338864160335104e-12,1.7907584624374537,2.8877091543878003e-06,8.744861283594532e-12,1.8765543422654858,2.957171162377067e-06,1.0010924119641383e-11,1.7667707520203215,3.1640044436823065e-06
Model_2,4.65661022145043e-12,1.0,2.1579180293631245e-06,4.6600629071243555e-12,1.0,2.1587178850244316e-06,5.666226989661099e-12,1.0,2.380383790413029e-06
Model_3,4.661372631718756e-12,1.0010227204,2.1590212207661962e-06,4.664828848524754e-12,1.0010227203999997,2.159821485337331e-06,5.672021955594456e-12,1.0010227204,2.3816007128808256e-06
Model_4,4.214162908854464e-12,0.9049851090052898,2.052842641035709e-06,4.218912261707297e-12,0.905333757460093,2.0539990899967063e-06,5.131290163755064e-12,0.9055920585458173,2.2652351232830254e-06
Model_5,4.106623379233158e-12,0.8818911577173055,2.0264805400578508e-06,4.387962762175197e-12,0.9416101991813954,2.0947464672783665e-06,5.009819191480284e-12,0.8841543412612075,2.238262538550892e-06
Model_6,3.9418158413120714e-12,0.8464989882885847,1.985400675257282e-06,4.172131877704896e-12,0.8952951839612496,2.0425797114690275e-06,4.77140860068852e-12,0.8420786194048857,2.1843554199553972e-06
Model_7,3.7387564464399416e-12,0.802892290451444,1.933586420732195e-06,3.714331750225566e-12,0.7970561394240095,1.9272601667199906e-06,4.476254910609377e-12,0.7899886324315972,2.1157161696714845e-06
Model_8,3.437935934947849e-12,0.7382915407244476,1.8541671809596482e-06,5.047582191795137e-12,1.0831575222039038,2.246682485754304e-06,4.9249679777074076e-12,0.8691794357504151,2.2192268873883554e-06
Model_9,3.4293386524768587e-12,0.7364452873207619,1.8518473620892352e-06,3.575945683080589e-12,0.7673599593717166,1.891017102799599e-06,4.126486477446982e-12,0.7282600017571463,2.031375513647583e-06
Model_10,3.0180508696932112e-12,0.6481218582115201,1.73725382995497e-06,1.0273238071980967e-11,2.204527766411721,3.2051892412119705e-06,5.601931700197735e-12,0.9886528920248552,2.366840024209016e-06
Model_11,2.9395887689590658e-12,0.6312722407853688,1.7145228983478365e-06,7.01404682176408e-12,1.5051399437207014,2.648404580452934e-06,7.683419847815343e-12,1.3560028325435818,2.771898239080097e-06
Model_12,2.6612585408468716e-12,0.5715012453883136,1.6313364278550491e-06,1.2921294499410112e-11,2.7727725476958467,3.594620216296864e-06,1.1828206280552093e-11,2.087492488764476,3.4392159397967572e-06
Model_13,2.4122815095408728e-12,0.5180338045964905,1.5531521205409573e-06,5.607817824276885e-12,1.203378138029766,2.3680831540038632e-06,6.143324208963073e-12,1.0842001600310949,2.478573018686977e-06
Model_14,2.378036735441395e-12,0.5106797911680676,1.5420884330807344e-06,4.386306494111027e-12,0.9412547816479458,2.0943510914149584e-06,4.703766718652014e-12,0.830140890443457,2.168816893758441e-06
Model_15,2.234767131288383e-12,0.4799128604309731,1.4949137537959783e-06,5.6614609204642275e-12,1.2148893766667663,2.3793824662008897e-06,6.235452261618124e-12,1.1004593132247726,2.4970887572567628e-06
