complexity,loss,score,equation,sympy_format,lambda_format
1,76.75007,0.0,x1,x1,PySRFunction(X=>x1)
2,2.8404043,3.2966078973230664,exp(x0),exp(x0),PySRFunction(X=>exp(x0))
5,1.4964925,0.2136074548639453,exp(x0) + log(x4),exp(x0) + log(x4),PySRFunction(X=>exp(x0) + log(x4))
6,0.92740273,0.4784913999196069,(x4 / x1) + exp(x0),exp(x0) + x4/x1,PySRFunction(X=>exp(x0) + x4/x1)
7,0.538429,0.5437322754880302,exp(x4 - x1) + exp(x0),exp(x0) + exp(-x1 + x4),PySRFunction(X=>exp(x0) + exp(-x1 + x4))
9,0.025097173,1.5329502149330576,x4 + (x3 + (x2 + (x0 + x1))),x0 + x1 + x2 + x3 + x4,PySRFunction(X=>x0 + x1 + x2 + x3 + x4)
10,0.016934525,0.3934007728565505,(x4 - x1) + (exp(x0) + (x4 / x1)),-x1 + x4 + exp(x0) + x4/x1,PySRFunction(X=>-x1 + x4 + exp(x0) + x4/x1)
11,0.011823,0.3593076505749632,(x4 * (x4 - x1)) + (sin(x0) + exp(x0)),x4*(-x1 + x4) + exp(x0) + sin(x0),PySRFunction(X=>x4*(-x1 + x4) + exp(x0) + sin(x0))
12,0.005188921,0.8235210111246616,((x4 - x1) * x4) + (exp(x0) + cos(cos(x0))),x4*(-x1 + x4) + exp(x0) + cos(cos(x0)),PySRFunction(X=>x4*(-x1 + x4) + exp(x0) + cos(cos(x0)))
13,0.0013590662,1.3397279294852658,(x0 + x1) + ((x1 + x4) + ((x2 * x3) / x1)),x0 + x1 + x1 + x4 + x2*x3/x1,PySRFunction(X=>x0 + x1 + x1 + x4 + x2*x3/x1)
17,0.0011742393,0.036544328146718534,((x3 + x2) + ((x0 + x4) + x1)) + (cos(exp(x2)) / (x2 + x2)),x0 + x1 + x2 + x3 + x4 + cos(exp(x2))/(x2 + x2),PySRFunction(X=>x0 + x1 + x2 + x3 + x4 + cos(exp(x2))/(x2 + x2))
18,0.00021948537,1.6770902338530325,(((x0 + x4) + (x2 + x1)) + x3) - ((cos(x2) / (x2 ^ x1)) * x4),x0 + x1 + x2 + x3 + x4 - x4*cos(x2)/(x2**x1),PySRFunction(X=>x0 + x1 + x2 + x3 + x4 - x4*cos(x2)/(x2**x1))
19,0.00017540781,0.22417197307059017,((exp(x0) + sin(x0)) + ((x4 - x1) * x4)) - ((cos(x2) * x3) / exp(x0)),-x3*cos(x2)/exp(x0) + x4*(-x1 + x4) + exp(x0) + sin(x0),PySRFunction(X=>-x3*cos(x2)/exp(x0) + x4*(-x1 + x4) + exp(x0) + sin(x0))
20,0.00011129018,0.45497258136267116,((x4 * (x4 - x1)) + (exp(x0) + sin(x0))) - ((cos(x2) / x1) / exp(sin(x3))),x4*(-x1 + x4) + exp(x0) + sin(x0) - cos(x2)/(x1*exp(sin(x3))),PySRFunction(X=>x4*(-x1 + x4) + exp(x0) + sin(x0) - cos(x2)/(x1*exp(sin(x3))))
21,7.794925e-05,0.3560830504747973,((x4 * (x4 - x1)) + (sin(x0) + exp(x0))) - ((cos(x2) / x2) / (x1 + cos(x3))),x4*(-x1 + x4) + exp(x0) + sin(x0) - cos(x2)/(x2*(x1 + cos(x3))),PySRFunction(X=>x4*(-x1 + x4) + exp(x0) + sin(x0) - cos(x2)/(x2*(x1 + cos(x3))))
22,2.5746533e-05,1.1077579966370579,(((x4 - x1) * x4) + (exp(x0) + sin(x0))) - (sin(x2 + x2) / ((x2 + x2) + x4)),x4*(-x1 + x4) + exp(x0) + sin(x0) - sin(x2 + x2)/(x2 + x2 + x4),PySRFunction(X=>x4*(-x1 + x4) + exp(x0) + sin(x0) - sin(x2 + x2)/(x2 + x2 + x4))
