Model,MSE_Train,NMSE_Train
Model_1,76.75006257176692,23.206582246935753
Model_2,2.84040258993826,0.8588401638914007
Model_3,1.4964913148667494,0.4524875630922986
Model_4,0.9274018880938981,0.2804144709574676
Model_5,0.5384283000969166,0.1628022207616194
Model_6,0.025097333855629612,0.007588571563115866
Model_7,0.016934572935700054,0.005120433084749317
Model_8,0.01182309580678727,0.0035748980008589648
Model_9,0.005188964342475957,0.001568964555272974
Model_10,0.001359085159755755,0.0004109406622433669
Model_11,0.0011742600933191726,0.0003550559116407829
Model_12,0.00021949798738737258,6.636865074316851e-05
Model_13,0.00017541295087582413,5.3038850201210963e-05
Model_14,0.00011128234672858006,3.36479586524637e-05
Model_15,7.794581274055452e-05,2.3568136019127265e-05
Model_16,2.5744166217720434e-05,7.784151448106894e-06
