Complexity,Loss,Equation
1,1.554,"x4"
3,0.9355,"x1 - x1"
5,0.9346,"-0.01152"
6,0.767,"x5 / (x5 - exp(x5))"
7,0.727,"-0.438 * x5"
8,0.7236,"(x4 - x5) / exp(x1 / x1)"
9,0.5933,"(x0 + x5) * -0.4124"
10,0.5776,"((x4 - x0) - x5) / exp(x5 / x5)"
11,0.5767,"((x4 - x5) - x0) * 0.346"
12,0.5645,"((x4 - x0) - x5) / (exp(x5 / x5) + x0)"
13,0.4407,"(exp(x5) / -3.11) - (x0 / exp(x0))"
15,0.4248,"((x3 + exp(x5)) / -3.373) - (x0 / exp(x0))"
17,0.355,"(exp(x5) + log(0.609 + x0)) * -0.2998"
22,0.2966,"(-0.03912 / (-0.627 - x0)) + (exp(x5) / -3.09)"
24,0.2754,"((x3 + exp(x5)) / -3.287) + (-0.03864 / (-0.627 - x0))"
26,0.2593,"(-0.03906 / (-0.6274 - x0)) + ((exp(x5) + (x3 - x2)) / -3.572)"
28,0.2472,"(((x3 - x2) + exp(x5)) / -3.748) - ((x0 / (-0.628 - x0)) * -0.06476)"
29,0.244,"(-0.03983 / (-0.627 - x0)) + (((1.417 ^ x3) + x5) / -1.9795)"
30,0.2145,"(((-2.857 - x4) * 0.01447) / (-0.629 - x0)) + (exp(x5) / -3.064)"
