Model,MSE_Train,NMSE_Train
Model_1,3.2107841420168852,11.446441329224283
Model_2,0.24370834757642515,0.8688199450939855
Model_3,0.20550114788042168,0.7326113274073595
Model_4,0.13276060622474972,0.47329139013040955
Model_5,0.09746002913954281,0.34744487830611664
Model_6,0.0627944459352097,0.22386211884895507
Model_7,0.000848984960088868,0.0030266302888074816
Model_8,9.643015939662198e-05,0.0003437733939995816
Model_9,9.149009969186385e-05,0.00032616208751734045
Model_10,8.904346433925904e-05,0.0003174398356377715
Model_11,5.5750860781442415e-05,0.00019875174685136953
