Model,MSE_Train,NMSE_Train
Model_1,3885.775485879677,4.911956646775128
Model_2,2772.6574579828566,3.5048790851297373
Model_3,1094.1440782611626,1.3830928465307069
Model_4,532.8286486636163,0.6735415445143662
Model_5,2.8572869535637406,0.0036118580948132166
Model_6,1.5191256523385446,0.0019203063513078052
Model_7,1.0157939286894342,0.001284051473872103
Model_8,0.44541195228391817,0.0005630392717037756
Model_9,0.35974197369255445,0.0004547450014094464
Model_10,0.290703908737688,0.00036747490995207036
Model_11,0.013499463034911058,1.7064490067216345e-05
Model_12,0.010752723724215874,1.3592373764265968e-05
Model_13,0.003392005625282704,4.2877887921087995e-06
Model_14,0.00019580684147603694,2.475168006919804e-07
