Model,MSE_Train,NMSE_Train
Model_1,0.4568048360855731,5.271969532659442
Model_2,0.041802375882337706,0.4824398400265149
Model_3,0.011691756216362792,0.13493417251037934
Model_4,0.003655505426618677,0.042188067448556424
Model_5,0.0028878999387438225,0.033329157854131
Model_6,0.002644516703497732,0.03052027997102314
Model_7,0.0012753604023695718,0.014718892299978033
Model_8,0.000282600080671985,0.003261478201493275
Model_9,5.7726346791045014e-05,0.0006662178625821556
Model_10,5.473535947592936e-05,0.0006316989767205649
Model_11,5.473535958582595e-05,0.0006316989779888777
Model_12,4.931316171622311e-05,0.000569121571380069
Model_13,3.3660277315136284e-06,3.8847214925943446e-05
