Complexity,Loss,Equation
1,69.6095648664746,"x4"
3,1.4664085028662877e-6,"x2 / 0.2000000777778814"
4,1.4664085028626507e-6,"x2 / sin(0.20135800014932856)"
5,1.4661572399623055e-6,"6.46154019189255e-5 - (-4.999968165080693 * x2)"
6,1.4661572399622369e-6,"sin(6.46154019189255e-5) - (-4.999968165080693 * x2)"
7,1.4596870163947833e-6,"(0.0010114436337602946 ^ x0) - (-4.999988493442614 * x2)"
8,1.3448666864001143e-6,"(7.231980885252524e-6 / cos(x3)) - (-4.99997123443799 * x2)"
9,1.0118111848570052e-6,"(-5.871117850275329e-5 / (x2 - 1.3214220053131196)) - (x2 * -5.000031886656179)"
10,5.445424068205214e-7,"(sin(x2 / 0.06659446874852956) * -0.0013647348840729703) - (-4.9999922217754476 * x2)"
14,5.439137329729016e-7,"(sin(x2 / 0.06659489160662194) * ((x2 / x0) * -0.0013367416658177512)) - (x2 * -4.999992396678693)"
15,3.1193511876171015e-7,"(sin(x2 / 0.06672542726145604) * ((-0.001942435341538219 / x0) / sin(x2))) - (x2 * -4.99999277455646)"
