Complexity,Loss,Equation
1,1.464,"x1"
3,0.994,"x4 - x4"
5,0.9893,"-0.01614"
6,0.884,"x0 / (x3 - exp(x3))"
7,0.78,"x0 * -0.4502"
9,0.7036,"x0 / (-1.3955 - x0)"
13,0.6104,"(0.2676 ^ x0) + -1.464"
19,0.4712,"-1.045 + (0.1772 / (x0 - -0.676))"
