complexity,loss,score,equation,sympy_format,lambda_format
1,3424.427,0.0,x0,x0,PySRFunction(X=>x0)
2,1.0924485,8.050267930141766,sin(x1),sin(x1),PySRFunction(X=>sin(x1))
3,0.6066746,0.5881842180302331,x0 - x1,x0 - x1,PySRFunction(X=>x0 - x1)
4,0.05020987,2.491780947322716,sin(x1 + x1),sin(x1 + x1),PySRFunction(X=>sin(x1 + x1))
6,0.050208837,1.0286927913079935e-05,sin(exp(log(x1 + x1))),sin(2*x1),PySRFunction(X=>sin(2*x1))
8,0.046281878,0.04072028323787969,sin(x1 + x1) + (x0 - x1),x0 - x1 + sin(x1 + x1),PySRFunction(X=>x0 - x1 + sin(x1 + x1))
10,0.04606121,0.002389658228008491,sin(x1 + x1) + -0.06441075,sin(x1 + x1) - 0.06441075,PySRFunction(X=>sin(x1 + x1) - 0.06441075)
11,0.04535273,0.015500790924246565,sin(x1 + x1) - (log(x1) / (x0 + x0)),sin(2*x1) - log(x1)/(2*x0),PySRFunction(X=>sin(2*x1) - log(x1)/(2*x0))
12,0.044674587,0.015065556746908721,(cos(x1) * sin(sin(x0))) / 0.4473047,sin(sin(x0))*cos(x1)/0.4473047,PySRFunction(X=>sin(sin(x0))*cos(x1)/0.4473047)
13,0.044674583,8.953636622169639e-08,(sin(sin(x0)) * cos(x1)) / log(1.5640246),2.23582412709676*sin(sin(x0))*cos(x1),PySRFunction(X=>2.23582412709676*sin(sin(x0))*cos(x1))
15,0.044512387,0.0018186084672707316,(cos(sin(x1)) + 1.290643) * (cos(x1) * sin(x0)),(cos(sin(x1)) + 1.290643)*sin(x0)*cos(x1),PySRFunction(X=>(cos(sin(x1)) + 1.290643)*sin(x0)*cos(x1))
17,0.04441964,0.0010428980059680416,sin(x1 + x1) - (log(1.2280899) / (sin(x1) + log(x1))),sin(2*x1) - 0.205460035514397/(log(x1) + sin(x1)),PySRFunction(X=>sin(2*x1) - 0.205460035514397/(log(x1) + sin(x1)))
18,0.043743327,0.015342638519880596,(sin(sin(x0)) * cos(-0.025323737 - x1)) / 0.44931027,sin(sin(x0))*cos(-x1 - 0.025323737)/0.44931027,PySRFunction(X=>sin(sin(x0))*cos(-x1 - 0.025323737)/0.44931027)
19,0.042952646,0.018240822404238955,sin(x1 + x1) + (-0.096066765 * sin(1.023188 ^ x1)),-0.096066765*sin(1.023188**x1) + sin(x1 + x1),PySRFunction(X=>-0.096066765*sin(1.023188**x1) + sin(x1 + x1))
25,0.042898796,0.00020908212996666067,sin(x1 + x1) + ((-0.096066765 * 1.3515388) * sin(1.023188 ^ x1)),-0.096066765*1.3515388*sin(1.023188**x1) + sin(x1 + x1),PySRFunction(X=>-0.096066765*1.3515388*sin(1.023188**x1) + sin(x1 + x1))
26,0.039712835,0.07716932508091574,(-0.06422374 + sin(x1 + x0)) - (sin(x0 * 0.5425942) / exp(2.0509317)),-sin(x0*0.5425942)/exp(2.0509317) + sin(x0 + x1) - 0.06422374,PySRFunction(X=>-sin(x0*0.5425942)/exp(2.0509317) + sin(x0 + x1) - 0.06422374)
29,0.0395817,0.0011025149845849136,(-0.06422374 + sin(x0 + x1)) - (sin(x0 * 0.5425942) / (log(x0) + exp(1.6316745))),sin(x0 + x1) - 0.06422374 - sin(0.5425942*x0)/(log(x0) + 5.11242831625395),PySRFunction(X=>sin(x0 + x1) - 0.06422374 - sin(0.5425942*x0)/(log(x0) + 5.11242831625395))
33,0.039501455,0.0005073458914231758,(((x1 * -0.064441934) / x1) + sin(x1 + x0)) - (sin(x0 * 0.542736) / (exp(2.1624415) + cos(x0))),sin(x0 + x1) - sin(x0*0.542736)/(cos(x0) + exp(2.1624415)) + x1*(-0.064441934)/x1,PySRFunction(X=>sin(x0 + x1) - sin(x0*0.542736)/(cos(x0) + exp(2.1624415)) + x1*(-0.064441934)/x1)
35,0.03947352,0.00035371965822153246,(((-0.13516021 * x1) / (x0 + x0)) + sin(x1 + x0)) - (sin(x0 * 0.54280746) / (cos(x1) + exp(2.1327965))),-0.13516021*x1/(x0 + x0) + sin(x0 + x1) - sin(x0*0.54280746)/(cos(x1) + exp(2.1327965)),PySRFunction(X=>-0.13516021*x1/(x0 + x0) + sin(x0 + x1) - sin(x0*0.54280746)/(cos(x1) + exp(2.1327965)))
39,0.039389454,0.0005329879636642186,(sin(x1 + x0) + ((-0.064442225 * x1) / (x1 - 0.65984064))) - (sin(x0 * 0.5427404) / (exp(2.1624415) + cos(x1))),-0.064442225*x1/(x1 - 1*0.65984064) + sin(x0 + x1) - sin(x0*0.5427404)/(cos(x1) + exp(2.1624415)),PySRFunction(X=>-0.064442225*x1/(x1 - 1*0.65984064) + sin(x0 + x1) - sin(x0*0.5427404)/(cos(x1) + exp(2.1624415)))
