Model,MSE_Train,NMSE_Train
Model_1,75.94028501831711,52.91536695568303
Model_2,11.76553601770497,8.198252820054543
Model_3,7.884146150495326,5.493691346892724
Model_4,1.104152633868913,0.7693761194360109
Model_5,0.26737770493816965,0.18630940572792082
Model_6,0.07065027883309137,0.04922927836092025
Model_7,0.015147905098078718,0.010555095450081051
Model_8,0.005309843774074925,0.0036999114727414026
Model_9,0.0016745303871633266,0.00116681666251077
Model_10,0.0005353903831871655,0.00037306126233341383
Model_11,0.00027670685233017187,0.00019280997729559902
Model_12,9.463348259015686e-05,6.594083043465726e-05
Model_13,8.0067670779362e-05,5.579133893894161e-05
Model_14,5.220650650774829e-05,3.63776149729412e-05
Model_15,3.831796784341935e-05,2.6700048978503696e-05
