Model,MSE_Train,NMSE_Train
Model_1,0.525318465811539,14.210508336882768
Model_2,0.2384060085648526,6.449174724973785
Model_3,0.008562007932072395,0.23161280826328526
Model_4,0.0014328175756759644,0.03875947150062701
Model_5,0.0006426410120379836,0.017384227004243163
Model_6,0.0006255675759284413,0.01692236963206975
Model_7,0.0003498657798157482,0.00946429814375749
Model_8,0.0003289015054960757,0.008897188829341571
Model_9,6.953346732603532e-05,0.001880965512229831
Model_10,1.4317678099712739e-05,0.00038731074051709554
Model_11,1.3949717067997677e-05,0.0003773569436317015
Model_12,9.555546976678134e-06,0.0002584892571133692
Model_13,5.427898627154681e-06,0.0001468313103628992
Model_14,1.1012089197083253e-07,2.9789050933113207e-06
Model_15,3.069801530079794e-08,8.304189377463184e-07
Model_16,3.069724560974115e-08,8.303981166598896e-07
