complexity,loss,score,equation,sympy_format,lambda_format
1,0.5028334,0.0,x0,x0,PySRFunction(X=>x0)
4,0.038565215,0.8559693993797897,x0 + log(x0),x0 + log(x0),PySRFunction(X=>x0 + log(x0))
5,0.008048489,1.566866332424745,sin(log(x0)) + x0,x0 + sin(log(x0)),PySRFunction(X=>x0 + sin(log(x0)))
6,0.0007427783,2.3828420356649116,log(exp(x0) + exp(x0)),log(2*exp(x0)),PySRFunction(X=>log(2*exp(x0)))
7,0.0004991577,0.39747553737811103,0.70875514 + x0,x0 + 0.70875514,PySRFunction(X=>x0 + 0.70875514)
9,0.00049915526,2.444123333841101e-06,exp(log(x0 + 0.7087556)),x0 + 0.7087556,PySRFunction(X=>x0 + 0.7087556)
10,0.00027765462,0.5865392224379455,x0 + cos(0.90180165 ^ x0),x0 + cos(0.90180165**x0),PySRFunction(X=>x0 + cos(0.90180165**x0))
11,0.00022523542,0.20923180088983617,sin(exp(-0.5521114 / x0)) + x0,x0 + sin(exp(-0.5521114/x0)),PySRFunction(X=>x0 + sin(exp(-0.5521114/x0)))
13,4.7336882e-05,0.7799282141798469,x0 + cos((x0 * -0.6138318) - cos(x0)),x0 + cos(x0*(-0.6138318) - cos(x0)),PySRFunction(X=>x0 + cos(x0*(-0.6138318) - cos(x0)))
19,3.158528e-05,0.06743309144582861,cos(cos(x0) - (-0.5946935 * x0)) + (-0.031790737 + x0),x0 + cos(-(-1)*0.5946935*x0 + cos(x0)) - 0.031790737,PySRFunction(X=>x0 + cos(-(-1)*0.5946935*x0 + cos(x0)) - 0.031790737)
21,9.376972e-06,0.6072171464377676,(cos(x0 * x0) / (exp(1.5613828) ^ x0)) + (x0 + 0.7179631),x0 + 0.7179631 + cos(x0*x0)/(exp(1.5613828)**x0),PySRFunction(X=>x0 + 0.7179631 + cos(x0*x0)/(exp(1.5613828)**x0))
22,8.003838e-06,0.15833571976678507,(-0.8991527 / ((x0 ^ x0) / exp(x0))) + ((4.3463497 + x0) - x0),-x0 + x0 + 4.3463497 - 0.8991527*exp(x0)/x0**x0,PySRFunction(X=>-x0 + x0 + 4.3463497 - 0.8991527*exp(x0)/x0**x0)
23,2.140619e-06,1.318826137091781,(cos(x0 * x0) / (cos(x0) / -0.016808702)) + (x0 + exp(cos(-1.9131329))),x0 + exp(cos(-1.9131329)) + cos(x0*x0)/((cos(x0)/(-0.016808702))),PySRFunction(X=>x0 + exp(cos(-1.9131329)) + cos(x0*x0)/((cos(x0)/(-0.016808702))))
24,4.3455174e-08,3.897120394503331,0.12598135 + ((x0 / 0.85397935) - (sin(x0) * (x0 * -0.12093163))),-(-0.12093163)*x0*sin(x0) + x0/0.85397935 + 0.12598135,PySRFunction(X=>-(-0.12093163)*x0*sin(x0) + x0/0.85397935 + 0.12598135)
25,3.524093e-08,0.209521732838486,((x0 / 0.8539001) - (sin(x0) * (x0 * -0.12096327))) + sin(0.12601237),-(-0.12096327)*x0*sin(x0) + x0/0.8539001 + sin(0.12601237),PySRFunction(X=>-(-0.12096327)*x0*sin(x0) + x0/0.8539001 + sin(0.12601237))
