Model,MSE_Train,NMSE_Train
Model_1,90.53013046566254,30.855732242193035
Model_2,4.876828577435191,1.662188223991246
Model_3,1.1607978983373153,0.3956392082300363
Model_4,0.00011211065104852806,3.8211103998832655e-05
Model_5,9.905138330399825e-05,3.37600635912729e-05
Model_6,9.285465707551462e-05,3.164800957897047e-05
Model_7,3.4327801041615626e-05,1.1700076338729214e-05
Model_8,1.9200707776218282e-05,6.544251012963004e-06
Model_9,1.9132766573156426e-05,6.521094351649186e-06
Model_10,3.3198838103867448e-06,1.1315287562447375e-06
Model_11,1.2922870815815499e-06,4.4045517182204306e-07
