complexity,loss,score,equation,sympy_format,lambda_format
1,90.53012,0.0,x4,x4,PySRFunction(X=>x4)
2,4.8768287,2.9211874609545396,exp(x0),exp(x0),PySRFunction(X=>exp(x0))
5,1.1607985,0.4784623405615473,exp(x0) / log(x1),exp(x0)/log(x1),PySRFunction(X=>exp(x0)/log(x1))
8,0.00011210967,3.0817136999051464,log(147.0654 ^ x2),log(147.0654**x2),PySRFunction(X=>log(147.0654**x2))
10,9.904132e-05,0.06197022591389982,log((x1 + 141.59242) ^ x3),log((x1 + 141.59242)**x3),PySRFunction(X=>log((x1 + 141.59242)**x3))
12,9.284758e-05,0.032288956440034045,log((x1 + (136.22574 + x1)) ^ x4),log((2*x1 + 136.22574)**x4),PySRFunction(X=>log((2*x1 + 136.22574)**x4))
14,3.432931e-05,0.49747985784341736,(x3 / sin(0.20161696)) + (cos(x0) / exp(x0)),x3/sin(0.20161696) + cos(x0)/exp(x0),PySRFunction(X=>x3/sin(0.20161696) + cos(x0)/exp(x0))
15,1.9197432e-05,0.5812229881404636,((x3 - x4) - log(x4)) + log(222.37271 ^ x0),x3 - x4 + log(222.37271**x0) - log(x4),PySRFunction(X=>x3 - x4 + log(222.37271**x0) - log(x4))
17,1.9131265e-05,0.0017263061598156882,((x3 - x4) - log(x4)) + log((222.37271 ^ x0) - x3),x3 - x4 - log(x4) + log(222.37271**x0 - x3),PySRFunction(X=>x3 - x4 - log(x4) + log(222.37271**x0 - x3))
18,3.321519e-06,1.7509016993548876,cos(sin(cos(x0))) + ((x4 - 0.3036005) * 5.2799325),(x4 - 1*0.3036005)*5.2799325 + cos(sin(cos(x0))),PySRFunction(X=>(x4 - 1*0.3036005)*5.2799325 + cos(sin(cos(x0))))
21,1.2929411e-06,0.3145008875464359,((x4 - -0.28017557) * (3.2825453 + log(x4))) + cos(cos(sin(x1))),(x4 + 0.28017557)*(log(x4) + 3.2825453) + cos(cos(sin(x1))),PySRFunction(X=>(x4 + 0.28017557)*(log(x4) + 3.2825453) + cos(cos(sin(x1))))
