Model,MSE_Train,NMSE_Train
Model_1,6.3022298987122225,926.3490074848881
Model_2,0.5361988458122778,78.81452701911775
Model_3,0.2689181958285985,39.52761289323193
Model_4,0.043008656989739255,6.321734902727675
Model_5,0.006821600919116328,1.0026900545428616
Model_6,0.006803299732373759,1.0000000088848575
Model_7,0.0018426369004156495,0.27084458854854776
Model_8,0.0017526419281831411,0.2576164527067802
Model_9,0.0013909819661749115,0.2044569596007284
Model_10,0.0013747385713612462,0.20206938363068983
Model_11,0.0011760465731086103,0.17286414384498663
Model_12,0.001002874833133708,0.14741006298339174
Model_13,0.0004218489550014338,0.0620065226205039
Model_14,0.00023559938704275352,0.03463016453838009
Model_15,3.6932793939274e-05,0.005428658991999208
Model_16,2.21397817351135e-05,0.003254271133530883
Model_17,3.6168832227830167e-06,0.0005316366171120513
