Model,MSE_Train,NMSE_Train
Model_1,1247672893943494.8,1.541557330281003
Model_2,1247369403040942.0,1.5411823532916216
Model_3,1220525742787533.2,1.508015774586507
Model_4,971859470084409.6,1.200777140694605
Model_5,155306596989.28223,0.00019188845425110941
Model_6,21192622.041915424,2.6184460698934635e-08
Model_7,21192622.04191957,2.618446069893976e-08
Model_8,20833072.15724159,2.574022025497598e-08
Model_9,669235.9494442341,8.268718416191291e-10
Model_10,604403.5738014125,7.467684552292589e-10
Model_11,0.0008287477374425576,1.0239560030597488e-18
