complexity,loss,score,equation,sympy_format,lambda_format
1,1247672800000000.0,0.0,x0,x0,PySRFunction(X=>x0)
3,1247369400000000.0,0.0001216011502713108,x0 * x0,x0*x0,PySRFunction(X=>x0*x0)
5,1220525800000000.0,0.010877552139749815,(x0 * x0) * x0,x0*x0*x0,PySRFunction(X=>x0*x0*x0)
6,971859600000000.0,0.22782567890420993,(x0 ^ log(x0)) / x0,x0**log(x0)/x0,PySRFunction(X=>x0**log(x0)/x0)
7,155306460000.0,8.741566302366307,x0 * ((x0 * x0) * x0),x0*x0*x0*x0,PySRFunction(X=>x0*x0*x0*x0)
9,21194672.0,4.4497028879219815,x0 * (((x0 * x0) + x0) * x0),x0*x0*(x0*x0 + x0),PySRFunction(X=>x0*x0*(x0*x0 + x0))
11,21192588.0,4.9165716342099267e-05,(x0 + (x0 / x0)) * (x0 * (x0 * x0)),x0*x0*x0*(x0 + x0/x0),PySRFunction(X=>x0*x0*x0*(x0 + x0/x0))
12,20832132.0,0.017154895492598594,(((x0 * x0) + x0) - sin(x0)) * (x0 * x0),x0*x0*(x0*x0 + x0 - sin(x0)),PySRFunction(X=>x0*x0*(x0*x0 + x0 - sin(x0)))
13,669723.4,3.437387090069803,(x0 + 1.0116303) * ((x0 * x0) * x0),x0*x0*x0*(x0 + 1.0116303),PySRFunction(X=>x0*x0*x0*(x0 + 1.0116303))
14,603585.44,0.10397718665624897,(x0 * x0) * (((x0 * x0) + x0) + sin(x0 / x0)),x0*x0*(x0*x0 + x0 + sin(x0/x0)),PySRFunction(X=>x0*x0*(x0*x0 + x0 + sin(x0/x0)))
17,28.000626,3.3261386721938972,(((x0 * x0) * (x0 * x0)) + x0) + ((x0 + (x0 * x0)) * x0),x0*(x0 + x0*x0) + x0*x0*x0*x0 + x0,PySRFunction(X=>x0*(x0 + x0*x0) + x0*x0*x0*x0 + x0)
