complexity,loss,score,equation,sympy_format,lambda_format
1,2.366786,0.0,x1,x1,PySRFunction(X=>x1)
2,0.15337066,2.7364305896531342,log(x1),log(x1),PySRFunction(X=>log(x1))
3,0.060051866,0.9376489838240857,x4 - x3,-x3 + x4,PySRFunction(X=>-x3 + x4)
4,0.053255353,0.12011029678936633,sin(x4 ^ x4),sin(x4**x4),PySRFunction(X=>sin(x4**x4))
5,0.024698328,0.7683627763237374,cos(x3) + sin(x2),sin(x2) + cos(x3),PySRFunction(X=>sin(x2) + cos(x3))
6,0.022973148,0.07240949340036747,sin(x1 - x3) / x3,sin(x1 - x3)/x3,PySRFunction(X=>sin(x1 - x3)/x3)
7,0.0009854836,3.148948849461307,((x1 - x3) / x3) / x3,(x1 - x3)/(x3*x3),PySRFunction(X=>(x1 - x3)/(x3*x3))
9,0.00085986976,0.06817577461843105,cos(sin(log(x4))) + cos(x3 ^ x4),cos(x3**x4) + cos(sin(log(x4))),PySRFunction(X=>cos(x3**x4) + cos(sin(log(x4))))
10,0.0003935602,0.7815468937394505,((x0 / (x3 ^ x3)) - sin(x4)) / x3,(x0/(x3**x3) - sin(x4))/x3,PySRFunction(X=>(x0/(x3**x3) - sin(x4))/x3)
12,0.00028526437,0.16090883892172322,(x4 / (exp(x0) + log(x3))) + sin(x3 ^ x2),x4/(exp(x0) + log(x3)) + sin(x3**x2),PySRFunction(X=>x4/(exp(x0) + log(x3)) + sin(x3**x2))
13,0.0001301275,0.7849016252892664,sin(x3 ^ x2) + (x0 / (log(x3) + (x0 ^ x2))),x0/(x0**x2 + log(x3)) + sin(x3**x2),PySRFunction(X=>x0/(x0**x2 + log(x3)) + sin(x3**x2))
14,6.1370716e-05,0.7515819557752575,sin(x3 ^ x2) + ((x4 - cos(x2)) / (x2 + exp(x0))),sin(x3**x2) + (x4 - cos(x2))/(x2 + exp(x0)),PySRFunction(X=>sin(x3**x2) + (x4 - cos(x2))/(x2 + exp(x0)))
15,2.9107345e-05,0.7459422354443709,(cos(x1) / (cos(x3) - sin(1.223922))) * sin(x1),sin(x1)*cos(x1)/(cos(x3) - sin(1.223922)),PySRFunction(X=>sin(x1)*cos(x1)/(cos(x3) - sin(1.223922)))
16,2.4916615e-05,0.15545569780487914,(sin(cos(x1)) / (cos(x3) - x3)) - (0.1057646 / x1),sin(cos(x1))/(-x3 + cos(x3)) - 0.1057646/x1,PySRFunction(X=>sin(cos(x1))/(-x3 + cos(x3)) - 0.1057646/x1)
17,6.093718e-06,1.40827644555376,(sin(cos(x1)) / (cos(x3) - x3)) - ((x1 / (x2 + x0)) / exp(x1)),-x1/((x0 + x2)*exp(x1)) + sin(cos(x1))/(-x3 + cos(x3)),PySRFunction(X=>-x1/((x0 + x2)*exp(x1)) + sin(cos(x1))/(-x3 + cos(x3)))
19,3.396289e-06,0.292287519761052,(sin(cos(x1)) / (cos(x3) - x3)) - (cos(cos(x2)) / ((x4 + x3) + exp(x1))),-cos(cos(x2))/(x3 + x4 + exp(x1)) + sin(cos(x1))/(-x3 + cos(x3)),PySRFunction(X=>-cos(cos(x2))/(x3 + x4 + exp(x1)) + sin(cos(x1))/(-x3 + cos(x3)))
23,2.1379735e-06,0.11570623679537459,(sin(cos(x1)) / (cos(x3) - x3)) - ((x1 / (x2 + x1)) / (0.42511648 + exp(x1))),-x1/((x1 + x2)*(exp(x1) + 0.42511648)) + sin(cos(x1))/(-x3 + cos(x3)),PySRFunction(X=>-x1/((x1 + x2)*(exp(x1) + 0.42511648)) + sin(cos(x1))/(-x3 + cos(x3)))
24,1.7355216e-06,0.20855041554134,(sin(cos(x1)) / (cos(x3) - x3)) - ((x1 / (x2 + x1)) / (exp(x1) + log(1.4734976))),-x1/((x1 + x2)*(exp(x1) + 0.38763889441926)) + sin(cos(x1))/(-x3 + cos(x3)),PySRFunction(X=>-x1/((x1 + x2)*(exp(x1) + 0.38763889441926)) + sin(cos(x1))/(-x3 + cos(x3)))
