Complexity,Loss,MSE,NMSE,Absolute Error
1,0.4540709090211455,0.4665779103025306,0.3438780102139255,0.40407269504819665
3,0.2506393414340143,0.31318563649771264,0.23082458712326026,0.4238688367600461
5,0.1400897039430521,0.21393367610614553,0.1576737458690031,0.3362627485947295
7,0.0654305521599738,0.06054140230132745,0.044620322778337794,0.2079467177089862
8,0.0218483694118459,0.05378992843254312,0.0396443405281205,0.16093039367988154
9,0.0063701556380525,0.007373179232186773,0.005434192548187755,0.07383375285755861
11,0.0063701556380524,0.007373179232186769,0.005434192548187751,0.07383375285755858
12,0.0059616124226485,0.006585014736939736,0.004853298270164443,0.06491478002341257
14,0.0059616124226485,0.006585014737214076,0.004853298270366638,0.06491478003262167
15,0.0057459435452916,0.00722785108508667,0.005327082560875119,0.0680763523335221
16,0.0056587084340514,0.006680739992681514,0.004923849853822482,0.0713413746473804
17,0.0054862550438133,0.006197081459658363,0.0045673830552739915,0.06518026978927334
19,0.005465201393526,0.006207425413088186,0.004575006772652482,0.06538283562392519
21,0.004797127333925,0.006079221202884004,0.004480517497158329,0.06538321683946839
23,0.004643816640944,0.005977680510691016,0.004405679811069786,0.06388990414904927
24,0.0043582990500019,0.004747186796543181,0.0034987793328033904,0.049968257793882385
26,0.0040175828297979,0.004549818376979411,0.0033533145392501576,0.05010995591994587
29,0.0038043694052299,0.005083884152476264,0.0037469325656203584,0.054693579117055066
