Complexity,Loss,MSE,NMSE,Absolute Error
1,1.0937349140992183,0.9966290987322154,1.5316235196951165,0.8791040510013202
3,0.614136332283996,0.6507010932625293,1.0,0.7854450117731339
4,0.035362206462769,0.034385981339555824,0.05284451139792782,0.1583951079008491
8,0.030675491187108,0.02863013884735797,0.04399891001229188,0.1416879750892832
10,0.030675491187108,0.02863013884746062,0.04399891001244963,0.1416879750912797
12,0.0064689475622702,0.0059823940590638235,0.009193766724855017,0.0675553372929111
13,0.0064288257743418,0.0059825736938131525,0.009194042788244474,0.06723715558281851
15,0.0050947933809109,0.0054505852022509235,0.008376480781555798,0.061649477289958086
16,0.0045874078195083,0.004975614893124351,0.0076465445419451735,0.05767050775167422
19,0.0045869793626309,0.004977193715506871,0.007648970882393757,0.057595975218378836
20,0.0045233424748105,0.005044493327510684,0.007752397190879549,0.05978965646403041
22,0.0039979214967866,0.004523310242953981,0.006951440976185702,0.05530903472821815
24,0.0037385821999827,0.0042510432535361005,0.0065330199957432545,0.052600013233867614
29,0.0032998931865533,0.003937972938223321,0.006051892303544235,0.0482207494952898
