Model,MSE_Train,NMSE_Train,RMSE_Train,MSE_Test,NMSE_Test,RMSE_Test,MSE_Validation,NMSE_Validation,RMSE_Validation
Model_1,8.220935357531588e-21,0.5863531178641598,9.066937386753913e-11,8.799821775172852e-21,0.5888763520671445,9.380736525013829e-11,7.786274810633158e-21,0.5327752031164329,8.823987086704716e-11
Model_2,3.402752885950153e-21,0.242699240077375,5.833311997442064e-11,4.324271515737843e-21,0.2893764556368579,6.575919339330314e-11,4.22600526188639e-21,0.28916405682187185,6.500773232382737e-11
Model_3,3.402752885950153e-21,0.242699240077375,5.833311997442064e-11,4.324271515737843e-21,0.2893764556368579,6.575919339330314e-11,4.22600526188639e-21,0.28916405682187185,6.500773232382737e-11
Model_4,2.353651458321892e-21,0.1678727311349334,4.8514445872563485e-11,2.5247346072797908e-21,0.16895302467002454,5.024673727994476e-11,2.4335111005849493e-21,0.1665127936570751,4.933063044990353e-11
Model_5,8.473241984501077e-22,0.060434873161701735,2.910883368412599e-11,1.0587681189431694e-21,0.07085183353682174,3.25387172295278e-11,8.509296994752334e-22,0.05822479356323376,2.91706993312679e-11
Model_6,8.224975908892348e-22,0.058664130768505414,2.867921879844768e-11,1.0585170303173896e-21,0.0708350309062944,3.253485869521166e-11,8.274158151767161e-22,0.05661585799547153,2.8764836435771994e-11
Model_7,6.469490507140034e-22,0.04614323997060534,2.5435193152677323e-11,8.641603106775861e-22,0.05782884976020226,2.9396603726920326e-11,6.645782897882219e-22,0.04547371393123222,2.5779416009448738e-11
Model_8,6.265446080153847e-22,0.0446879057447189,2.50308730973449e-11,7.739833031383218e-22,0.051794283538659634,2.7820555406719002e-11,6.343768740069589e-22,0.043407184580727856,2.5186839301646384e-11
Model_9,5.667071453872112e-22,0.04042003581858381,2.3805611636486284e-11,7.805417729895789e-22,0.05223317058658223,2.793817769629184e-11,5.94241899507246e-22,0.040660952305191386,2.437707733727007e-11
Model_10,5.404284578883264e-22,0.03854572472401566,2.324711719522071e-11,5.660013181803983e-22,0.037876311592540304,2.3790782210351938e-11,5.475362406188039e-22,0.037465121499554416,2.339949231540727e-11
Model_11,5.164053168571245e-22,0.036832289082944634,2.2724553171781498e-11,5.88694446363744e-22,0.039394915819196734,2.4263026323271054e-11,5.317894941630415e-22,0.036387651689481076,2.3060561445095858e-11
Model_12,4.613807009525078e-22,0.03290769246567634,2.1479774229551572e-11,6.615858924953635e-22,0.04427274743801309,2.5721312029042445e-11,4.846427053510488e-22,0.033161636605696175,2.2014602093861448e-11
Model_13,4.570273216681652e-22,0.03259719038706785,2.1378197343746388e-11,5.787728463602623e-22,0.03873097105236026,2.4057698276440793e-11,4.837030362971593e-22,0.033097339829224255,2.1993249789359448e-11
Model_14,4.2724046882370765e-22,0.03047266157408947,2.0669796051816952e-11,5.960623137771985e-22,0.039887967041801094,2.4414387433994705e-11,4.613660339651989e-22,0.03156893231165621,2.147943281293058e-11
Model_15,4.0874945098832265e-22,0.029153801190358722,2.0217553041560758e-11,6.104382818017253e-22,0.04084999420826049,2.470704923299675e-11,4.587039832518067e-22,0.031386781714094855,2.141737573214344e-11
Model_16,3.8747697818510284e-22,0.027636555255390848,1.9684434921660892e-11,6.200566376112647e-22,0.04149364613971045,2.4900936480607807e-11,4.234910350833667e-22,0.028977338678877414,2.0578897810217308e-11
Model_17,3.6939889671076806e-22,0.026347147301614977,1.9219752774444525e-11,3.6868443521065863e-22,0.024672038913711242,1.9201157132075626e-11,3.510307752933548e-22,0.02401925145920043,1.8735815309010568e-11
Model_18,3.523156160579008e-22,0.025128692899710415,1.8770072350896808e-11,4.019629940233254e-22,0.026899010870227964,2.0049014789343776e-11,3.412959532585447e-22,0.023353147075135344,1.847419695842135e-11
Model_19,3.5132943120585754e-22,0.025058353876516882,1.8743783801726308e-11,4.1084083762150644e-22,0.027493108374233015,2.026920910202237e-11,3.4541971334317854e-22,0.023635315014249682,1.858547049022915e-11
Model_20,2.9679372349937916e-22,0.021168628333385557,1.7227702211826718e-11,4.313024443486096e-22,0.028862381143016147,2.0767822330437286e-11,3.0215442357793476e-22,0.020674891178310777,1.738258966834156e-11
Model_21,2.7029207543284224e-22,0.019278414714552477,1.6440561895289415e-11,5.022510691720361e-22,0.033610200864555816,2.2410958684804987e-11,2.884061454252349e-22,0.019734166394836272,1.698252470704032e-11
Model_22,2.687274181602002e-22,0.019166816504579694,1.6392907556629488e-11,4.0709733682955653e-22,0.027242596585853002,2.0176653261370095e-11,2.7700423583587614e-22,0.018953991684191575,1.6643444229962622e-11
Model_23,2.4422349282018783e-22,0.017419089220741646,1.5627651545263856e-11,4.771342014306688e-22,0.031929402113310794,2.1843401782475844e-11,2.677070021007816e-22,0.01831782924295953,1.636175424888119e-11
Model_24,2.383592603459161e-22,0.017000826475004407,1.5438887924520863e-11,4.8130941009107695e-22,0.03220880341345951,2.1938765008338024e-11,2.68044114737879e-22,0.018340896146975996,1.6372052856556474e-11
Model_25,2.328404400415887e-22,0.016607200038152577,1.5259110067156232e-11,4.31757825176442e-22,0.02889285482845508,2.0778783053308055e-11,2.655811846136335e-22,0.01817237035908388,1.6296661762877498e-11
Model_26,2.232218290633151e-22,0.01592115857311829,1.4940610063291093e-11,4.1651632183016427e-22,0.02787290679770091,2.0408731509581e-11,2.6257131180078957e-22,0.017966420063439594,1.6204052326525905e-11
