Complexity,Loss,Equation
1,1.469,"x4"
3,0.998,"x5 - x5"
5,0.9976,"0.03009"
6,0.8438,"x0 / (x0 - exp(x0))"
7,0.7593,"-0.4832 * x5"
8,0.7095,"(x4 - x5) / exp(x5 / x5)"
9,0.618,"(x0 + x5) * -0.4402"
10,0.536,"(x4 - (x5 + x0)) / exp(x5 / x5)"
11,0.53,"((x0 + x5) - x4) * -0.4065"
12,0.5176,"(x4 - (x0 + x5)) / (x0 + exp(x5 / x5))"
13,0.5117,"(x4 - (x5 + x0)) / (x0 + 2.475)"
14,0.4868,"((x4 - x0) - (x0 + x5)) / (x0 + exp(x1 / x1))"
15,0.456,"(((x5 + x4) - x0) / (x0 + 2.314)) - x5"
16,0.4478,"(((x4 - x0) / exp(x0)) - (x5 + x0)) * 0.3276"
17,0.446,"((x4 - (x0 - x5)) / ((x0 - x2) + 2.953)) - x5"
18,0.4163,"(((x5 + x0) + x5) - ((x4 - x0) / exp(x0))) * -0.269"
20,0.3928,"-0.2603 * (((x0 + x5) + (x5 - x2)) - ((x4 - x0) / exp(x0)))"
23,0.3735,"(((x4 - x0) - x0) / ((x0 - x2) + 3.162)) - (x5 * 0.4978)"
24,0.373,"((x4 - (x0 + x0)) / (exp(1.149) + (x0 - x2))) - (x5 * 0.4834)"
27,0.3152,"((x4 + (x5 - -0.6553)) - ((x4 - x0) / (x0 - -0.9727))) * -0.477"
29,0.2822,"((0.0655 / (x0 + 0.671)) * ((x5 - x0) + (x4 - x0))) + (-0.433 - x5)"
33,0.2334,"(((x4 - x0) - x0) * (0.05365 / (x0 + 0.658))) + (-0.4233 - (x5 * 0.508))"
35,0.2239,"((x5 * -0.4927) + -0.6807) + ((-0.0581 / (x0 + 0.672)) * (-1.717 - x4))"
37,0.1887,"((x5 - -1.498) * -0.4912) + ((0.04544 / (x0 + 0.6797)) * (x2 + (x4 - -2.732)))"
39,0.1737,"((0.03616 / (x0 + 0.678)) * ((x4 + x4) + (x2 - -2.824))) + ((x5 - -1.283) * -0.487)"
43,0.129,"((x5 * -0.4927) + -0.6807) + ((-0.0581 / (x0 + 0.672)) * ((-1.717 - x4) / (0.7324 ^ x2)))"
45,0.1252,"(((-1.514 - x4) / (0.716 ^ x2)) * ((x0 * 0.1251) / (x0 + 0.69))) + ((x5 * -0.4834) + -0.551)"
51,0.12103,"((1.1 ^ x3) * ((x5 * -0.4712) - 0.6787)) + (((-1.757 - x4) / (0.744 ^ x2)) * (-0.05957 / (x0 + 0.6753)))"
53,0.11273,"((-0.0804 / (x0 + 0.687)) * ((-1.531 - x4) / (0.744 ^ x2))) + (((x5 * -0.491) + -1.71) + (0.897 ^ (x3 + x4)))"
59,0.11237,"(((x5 * -0.4834) + -1.705) + ((x3 * -0.117) + 1.169)) + (((-1.514 - x4) / (0.716 ^ x2)) * ((x0 * 0.1251) / (x0 + 0.69)))"
