complexity,loss,score,equation,sympy_format,lambda_format
1,0.031284157,0.0,x0,x0,PySRFunction(X=>x0)
3,0.031284153,6.393012689376002e-08,log(exp(x0)),log(exp(x0)),PySRFunction(X=>log(exp(x0)))
7,0.030566908,0.005798422383102308,cos(cos(x0) * x0) * x0,x0*cos(x0*cos(x0)),PySRFunction(X=>x0*cos(x0*cos(x0)))
8,0.01876724,0.48780518924139377,(x0 + sin(cos(x0))) - cos(x0),x0 + sin(cos(x0)) - cos(x0),PySRFunction(X=>x0 + sin(cos(x0)) - cos(x0))
9,0.012029387,0.4447602238877292,(x0 - cos(x0)) + sin(cos(sin(x0))),x0 + sin(cos(sin(x0))) - cos(x0),PySRFunction(X=>x0 + sin(cos(sin(x0))) - cos(x0))
10,0.0023913474,1.6154955999671934,(cos(cos(x0)) - sin(x0 / x0)) + x0,x0 - sin(x0/x0) + cos(cos(x0)),PySRFunction(X=>x0 - sin(x0/x0) + cos(cos(x0)))
11,0.00111812,0.7602082692787128,(x0 - 0.8057885) + cos(cos(x0)),x0 + cos(cos(x0)) - 1*0.8057885,PySRFunction(X=>x0 + cos(cos(x0)) - 1*0.8057885)
13,0.0008322462,0.1476378359860258,(x0 + 0.76292807) - cos(sin(x0 * x0)),x0 - cos(sin(x0*x0)) + 0.76292807,PySRFunction(X=>x0 - cos(sin(x0*x0)) + 0.76292807)
14,0.00083197886,0.0003212786644368868,(cos(0.70375407) + x0) - cos(sin(x0 * x0)),x0 - cos(sin(x0*x0)) + cos(0.70375407),PySRFunction(X=>x0 - cos(sin(x0*x0)) + cos(0.70375407))
17,0.0004681814,0.19165040139647604,((x0 / 1.0274218) - cos(sin(x0))) + 0.72488374,x0/1.0274218 - cos(sin(x0)) + 0.72488374,PySRFunction(X=>x0/1.0274218 - cos(sin(x0)) + 0.72488374)
18,0.0003208848,0.37777364744208775,cos(cos(x0)) + ((x0 / 1.0274053) - cos(0.62524045)),x0/1.0274053 + cos(cos(x0)) - cos(0.62524045),PySRFunction(X=>x0/1.0274053 + cos(cos(x0)) - cos(0.62524045))
19,7.2227755e-05,1.4912577899014894,(cos(cos(x0)) - sin(x0 / x0)) + (x0 - (-0.024118226 / exp(x0))),x0 - sin(x0/x0) + cos(cos(x0)) - (-1)*0.024118226/exp(x0),PySRFunction(X=>x0 - sin(x0/x0) + cos(cos(x0)) - (-1)*0.024118226/exp(x0))
20,7.2227704e-05,7.061000027332594e-07,(cos(cos(x0)) - sin(x0 / x0)) + (x0 - (sin(-0.024120817) / exp(x0))),x0 - sin(x0/x0) + cos(cos(x0)) - sin(-0.024120817)/exp(x0),PySRFunction(X=>x0 - sin(x0/x0) + cos(cos(x0)) - sin(-0.024120817)/exp(x0))
21,6.637079e-05,0.0845666341563465,(x0 - (-0.02560343 / exp(x0))) + (cos(cos(x0)) - sin(1.0071404)),x0 + cos(cos(x0)) - sin(1.0071404) - (-1)*0.02560343/exp(x0),PySRFunction(X=>x0 + cos(cos(x0)) - sin(1.0071404) - (-1)*0.02560343/exp(x0))
22,6.637069e-05,1.5066880376286789e-06,(x0 - (sin(-0.02560343) / exp(x0))) + (cos(cos(x0)) - sin(1.0071404)),x0 + cos(cos(x0)) - sin(1.0071404) - sin(-0.02560343)/exp(x0),PySRFunction(X=>x0 + cos(cos(x0)) - sin(1.0071404) - sin(-0.02560343)/exp(x0))
23,1.853758e-05,1.2754555203358926,(x0 - ((0.017138993 * x0) / exp(x0))) + (cos(cos(x0)) - sin(0.97255576)),x0 - 0.017138993*x0/exp(x0) + cos(cos(x0)) - sin(0.97255576),PySRFunction(X=>x0 - 0.017138993*x0/exp(x0) + cos(cos(x0)) - sin(0.97255576))
24,5.196081e-06,1.2718953354298757,(x0 - (-0.027625026 / (1.5497638 + x0))) + (cos(cos(x0)) - sin(x0 / x0)),x0 - sin(x0/x0) + cos(cos(x0)) - (-1)*0.027625026/(x0 + 1.5497638),PySRFunction(X=>x0 - sin(x0/x0) + cos(cos(x0)) - (-1)*0.027625026/(x0 + 1.5497638))
25,5.1832876e-06,0.002465160834313001,(x0 - (sin(-0.027625026) / (1.5497638 + x0))) + (cos(cos(x0)) - sin(x0 / x0)),x0 - sin(x0/x0) + cos(cos(x0)) - sin(-0.027625026)/(x0 + 1.5497638),PySRFunction(X=>x0 - sin(x0/x0) + cos(cos(x0)) - sin(-0.027625026)/(x0 + 1.5497638))
