Model,MSE_Train,NMSE_Train
Model_1,0.8406308225000002,15.841195715793026
Model_2,0.5188757378796189,9.777909512623852
Model_3,0.3077629774999999,5.799613135946729
Model_4,0.010369975971673884,0.19541612624530777
Model_5,0.0039817274583371694,0.07503332291205181
Model_6,0.0028953402816832728,0.05456099257645769
Model_7,0.0017120226039466948,0.03226206369441229
Model_8,0.0006273382112102645,0.011821821324874512
Model_9,0.0005703761412784818,0.01074840446456654
Model_10,4.344862538888923e-05,0.000818763909132737
Model_11,2.2429260274605262e-05,0.00042266627901391693
Model_12,6.173080517409783e-06,0.00011632808841676423
Model_13,5.126489518255639e-06,9.660569374810078e-05
Model_14,1.309878223642047e-07,2.468388827673395e-06
Model_15,6.55746759308894e-08,1.2357163782451254e-06
Model_16,2.2266430934657427e-08,4.195978554285005e-07
Model_17,3.3418575331902044e-10,6.297534877453688e-09
