gamma1,lambda1,delta,epsilon,NRow,NCol,W1,Model_1_Y_pred,Model_1_Residuals,Model_2_Y_pred,Model_2_Residuals,Model_3_Y_pred,Model_3_Residuals,Model_4_Y_pred,Model_4_Residuals,Model_5_Y_pred,Model_5_Residuals,Model_6_Y_pred,Model_6_Residuals,Model_7_Y_pred,Model_7_Residuals,Model_8_Y_pred,Model_8_Residuals,Model_9_Y_pred,Model_9_Residuals,Model_10_Y_pred,Model_10_Residuals,Model_11_Y_pred,Model_11_Residuals,Model_12_Y_pred,Model_12_Residuals,Model_13_Y_pred,Model_13_Residuals,Model_14_Y_pred,Model_14_Residuals,Model_15_Y_pred,Model_15_Residuals,Model_16_Y_pred,Model_16_Residuals,Model_17_Y_pred,Model_17_Residuals,Model_18_Y_pred,Model_18_Residuals,Model_19_Y_pred,Model_19_Residuals,Model_20_Y_pred,Model_20_Residuals,Model_21_Y_pred,Model_21_Residuals,Model_22_Y_pred,Model_22_Residuals,Model_23_Y_pred,Model_23_Residuals,Model_24_Y_pred,Model_24_Residuals,Model_25_Y_pred,Model_25_Residuals,Model_26_Y_pred,Model_26_Residuals,Model_27_Y_pred,Model_27_Residuals,Model_28_Y_pred,Model_28_Residuals,Model_29_Y_pred,Model_29_Residuals
-0.08005465719869163,-0.4459046461869797,1.375795733129112,1.2142854287005156,-1.4856045559159838,0.5777801371596871,-0.5280195021599436,1.7757630602033242e-07,1.7719712818261494e-07,1.1398019814040008e-06,1.1394228035662833e-06,1.0707917628249681e-06,1.0704125849872506e-06,1.312015967152488e-06,1.3116367893147706e-06,1.2028582543346614e-06,1.202479076496944e-06,1.8333322308874319e-06,1.8329530530497144e-06,2.010795843460446e-06,2.0104166656227285e-06,1.3615107137986947e-06,1.3611315359609772e-06,1.284933311248787e-06,1.2845541334110694e-06,1.3561834012636838e-06,1.3558042234259663e-06,1.9919526685446176e-06,1.9915734907069e-06,5.948252964943139e-07,5.944461186565964e-07,1.5186513673868593e-06,1.5182721895491418e-06,6.598171517972233e-08,6.560253734200485e-08,1.1576766743100482e-06,1.1572974964723307e-06,1.2110357829042273e-06,1.2106566050665098e-06,1.1581744386222476e-06,1.15779526078453e-06,1.1578911462833779e-06,1.1575119684456604e-06,1.1587917532678742e-06,1.1584125754301568e-06,1.1572966159808883e-06,1.1569174381431708e-06,6.752811993608683e-07,6.749020215231509e-07,1.4014210114309847e-07,1.39762923305381e-07,8.980936924562767e-08,8.943019140791019e-08,-9.222764970356544e-09,9.601942808074021e-09,7.039498753870419e-08,7.001580970098671e-08,1.1338782942713124e-07,1.1300865158941376e-07,2.5909425739605695e-07,2.5871507955833947e-07,2.7462130699671413e-07,2.7424212915899665e-07,3.208661829506777e-07,3.2048700511296023e-07
-0.5758512598440805,-0.06791509958593175,0.6197962916909395,-0.0018328979382257827,0.020662101128210163,0.20725877460032002,-0.4998319586022594,9.932467635415266e-07,9.320411772572239e-07,1.1398019814040008e-06,1.0785963951196981e-06,1.0707917628249681e-06,1.0095861765406654e-06,2.2316784200179857e-06,2.170472833733683e-06,1.5908564939195618e-06,1.529650907635259e-06,1.272672197050421e-06,1.2114666107661184e-06,1.4486599662523206e-06,1.387454379968018e-06,1.1233488901288634e-06,1.0621433038445607e-06,1.9743340843959983e-06,1.913128498111696e-06,1.0922066615982967e-06,1.031001075313994e-06,1.6553957909031451e-06,1.5941902046188424e-06,1.1427073654095246e-06,1.081501779125222e-06,1.1334574916928512e-06,1.0722519054085486e-06,1.6357203772023244e-06,1.5745147909180217e-06,1.7663577661612817e-06,1.705152179876979e-06,1.8239743287138434e-06,1.7627687424295408e-06,1.927776237491279e-06,1.8665706512069765e-06,1.7683034300942183e-06,1.7070978438099156e-06,1.886523595194829e-06,1.8253180089105263e-06,1.8793741179978052e-06,1.8181685317135025e-06,1.716493451909986e-06,1.6552878656256833e-06,1.9353401067004864e-06,1.8741345204161838e-06,1.918643983467547e-06,1.8574383971832444e-06,1.7776804477225935e-06,1.7164748614382908e-06,1.8005615910764027e-06,1.7393560047921e-06,1.8608692562381786e-06,1.799663669953876e-06,1.8739705495099985e-06,1.8127649632256958e-06,1.721574914829101e-06,1.6603693285447984e-06,1.7881518489898979e-06,1.7269462627055952e-06
-0.6036254470377856,0.011269353304403481,-0.5355704715034548,-1.4183771497176259,0.7340127771149635,-0.6553898778234755,3.043930961593762,1.164120322078836e-06,6.5442351614849746e-06,1.1398019814040008e-06,6.56855350215981e-06,1.0707917628249681e-06,6.637563720738843e-06,2.272031200552228e-06,5.436324283011583e-06,1.3182878648238856e-06,6.390067618739925e-06,1.1402521675114856e-06,6.568103316052325e-06,1.0672660404815674e-06,6.641089443082243e-06,9.221123808451958e-07,6.786243102718615e-06,1.6559185091621187e-06,6.052436974401692e-06,9.241298207054843e-07,6.784225662858327e-06,2.816368212707818e-06,4.8919872708559926e-06,7.244343699216941e-07,6.983921113642116e-06,2.4622060523007664e-06,5.246149431263044e-06,3.3462563498442873e-06,4.362099133719523e-06,4.534128444249246e-06,3.1742270393145647e-06,3.6499074442669804e-06,4.05844803929683e-06,4.555965376018806e-06,3.152390107545005e-06,4.240560378364129e-06,3.4677951051996817e-06,4.419401730737582e-06,3.288953752826229e-06,4.563687772220612e-06,3.1446677113431983e-06,4.8116025146096065e-06,2.8967529689542042e-06,4.580778234891741e-06,3.12757724867207e-06,4.319818247201464e-06,3.388537236362347e-06,4.428613608169385e-06,3.2797418753944256e-06,4.5662121275830755e-06,3.142143355980735e-06,4.533804827095092e-06,3.174550656468719e-06,4.519720092861303e-06,3.188635390702508e-06,4.938311085548671e-06,2.77004439801514e-06,4.946730383739103e-06,2.7616250998247073e-06
-0.6032060788290438,1.3546955216882315,1.255826113593264,-1.1883319461880506,-0.7902850416123938,0.6875488924261779,4.629531721744934,4.063123871952519e-06,7.066828079313382e-06,1.1398019814040008e-06,9.9901499698619e-06,1.0707917628249681e-06,1.0059160188440932e-05,2.2714314758355572e-06,8.858520475430343e-06,1.690322188420752e-06,9.43962976284515e-06,1.859947927068619e-06,9.270004024197282e-06,1.9150167935214527e-06,9.214935157744448e-06,2.3343603370440665e-06,8.795591614221835e-06,2.594978770197718e-06,8.534973181068183e-06,3.5695425051836204e-06,7.56040944608228e-06,3.778346992530542e-06,7.351604958735358e-06,2.4033599859448887e-06,8.726591965321011e-06,3.5632037116920743e-06,7.566748239573826e-06,3.2958917296755664e-06,7.834060221590335e-06,6.667700461645552e-06,4.4622514896203484e-06,6.104051769507626e-06,5.025900181758274e-06,6.176439077145189e-06,4.9535128741207115e-06,7.499799085854448e-06,3.630152865411453e-06,7.383783384005609e-06,3.7461685672602913e-06,7.5040043464510475e-06,3.625947604814853e-06,6.631359774920897e-06,4.498592176345003e-06,6.480633877202093e-06,4.649318074063808e-06,6.178727400434998e-06,4.9512245508309025e-06,6.17691206023977e-06,4.953039891026131e-06,6.322290909186167e-06,4.807661042079733e-06,7.393587022518469e-06,3.7363649287474314e-06,8.352612826960948e-06,2.7773391243049527e-06,6.512153657963922e-06,4.617798293301979e-06,8.037615613774453e-06,3.0923363374914477e-06
-0.30228626260817515,1.677089728859712,-0.9772379320301006,1.330848778201031,-0.007028816524205265,1.0451944623292255,-0.5280979578330002,4.758824144170086e-06,4.758614267243763e-06,1.1398019814040008e-06,1.1395921044776779e-06,1.0707917628249681e-06,1.0705818858986452e-06,1.7661713045384324e-06,1.7659614276121095e-06,1.3808321156847085e-06,1.3806222387583856e-06,1.2852348853205344e-06,1.2850250083942115e-06,1.3118774452783184e-06,1.3116675683519955e-06,1.1421000564600872e-06,1.1418901795337642e-06,1.515835519921195e-06,1.5156256429948722e-06,1.3078512682591045e-06,1.3076413913327816e-06,1.201078945252371e-06,1.200869068326048e-06,6.202109349218208e-07,6.200010579954979e-07,6.134857478507228e-07,6.132758709243999e-07,1.8580262307566362e-07,1.8559274614934071e-07,1.0888929183422468e-06,1.088683041415924e-06,1.1562357460522345e-06,1.1560258691259116e-06,1.1142732963522302e-06,1.1140634194259072e-06,1.123282853213663e-06,1.1230729762873402e-06,1.1354094452329491e-06,1.1351995683066262e-06,1.1390940998805756e-06,1.1388842229542527e-06,6.278158317651623e-07,6.276059548388394e-07,8.361606120080743e-09,8.151729193757836e-09,-3.843434695751124e-08,3.8644223883834147e-08,-7.192143762273846e-08,7.213131454906137e-08,1.3296493757178452e-08,1.3086616830855544e-08,1.2648261702523684e-07,1.2627274009891393e-07,-5.023831722982943e-07,5.025930492246172e-07,-6.246382193654479e-07,6.248480962917708e-07,-5.35524361570317e-07,5.357342384966399e-07
-0.4931018185761608,-1.0487185864711068,1.220110873165098,0.8256215474484598,-1.5259467132338191,-0.23767982997556372,-0.4946337949156491,-1.123246764070211e-06,1.1956695614934304e-06,1.1398019814040008e-06,1.0673791839807813e-06,1.0707917628249681e-06,9.983689654017486e-07,2.1037841490887496e-06,2.03136135166553e-06,1.5241095321700597e-06,1.4516867347468401e-06,2.461253856975211e-06,2.3888310595519915e-06,2.263021430227801e-06,2.1905986328045813e-06,3.2789464879801283e-06,3.206523690556909e-06,2.5247490977922683e-06,2.4523263003690488e-06,2.5540160670398347e-06,2.481593269616615e-06,2.6261770781116936e-06,2.553754280688474e-06,3.537159903146515e-06,3.4647371057232953e-06,2.24452973924748e-06,2.1721069418242605e-06,5.946300965458388e-07,5.222072991226193e-07,1.4445203428906003e-06,1.3720975454673808e-06,1.5602460018595273e-06,1.4878232044363078e-06,1.4775683618121794e-06,1.4051455643889599e-06,1.3690479583803214e-06,1.296625160957102e-06,1.403565089394075e-06,1.3311422919708554e-06,1.3916382838189845e-06,1.319215486395765e-06,1.1026254094267513e-06,1.0302026120035318e-06,1.0089325606781157e-06,9.365097632548961e-07,9.961695866784915e-07,9.23746789255272e-07,8.514244564626214e-07,7.790016590394019e-07,8.769314701147297e-07,8.045086726915102e-07,8.000869487071384e-07,7.276641512839189e-07,1.0246192659024615e-06,9.52196468479242e-07,1.0498049952840306e-06,9.77382197860811e-07,1.0649497491962668e-06,9.925269517730472e-07
-0.5653766499675301,0.8430733521312052,-0.6762229025395424,0.8893663829638714,-0.15308940570697144,0.1720786451941234,-0.48040187879349433,2.9590851680435343e-06,2.855951062227933e-06,1.1398019814040008e-06,1.0366678755883997e-06,1.0707917628249681e-06,9.67657657009367e-07,2.2161248439643532e-06,2.112990738148752e-06,1.6255522894847559e-06,1.5224181836691548e-06,1.362293332964819e-06,1.259159227149218e-06,1.5394927438295532e-06,1.4363586380139521e-06,1.2791851148282252e-06,1.176051009012624e-06,2.052540852768917e-06,1.9494067469533157e-06,1.713163717271449e-06,1.610029611455848e-06,1.4933244109686736e-06,1.3901903051530725e-06,1.2809318013840296e-06,1.1777976955684285e-06,9.479646162730254e-07,8.448305104574243e-07,1.3609744445901107e-06,1.2578403387745096e-06,1.3128315710695012e-06,1.2096974652539e-06,1.5154713168842739e-06,1.4123372110686728e-06,1.4938797762225468e-06,1.3907456704069457e-06,1.5420429360856508e-06,1.4389088302700497e-06,1.642694143723874e-06,1.5395600379082728e-06,1.6394127968433902e-06,1.5362786910277891e-06,1.173482581203493e-06,1.0703484753878919e-06,1.0891530893746836e-06,9.860189835590825e-07,1.1089989723773824e-06,1.0058648665617813e-06,1.0049980199310902e-06,9.018639141154891e-07,1.0468632451320159e-06,9.437291393164148e-07,1.4389063723873002e-06,1.3357722665716991e-06,1.1253034884629063e-06,1.0221693826473052e-06,1.1155172442123362e-06,1.012383138396735e-06,1.0595268686918277e-06,9.563927628762266e-07
-0.6014760742063804,-0.13846698226584844,-0.2920816290233408,-1.4679855903916286,-0.04517882056255648,0.08823009849124894,2.766954571512675,8.410015839010224e-07,6.269661553798898e-06,1.1398019814040008e-06,5.9708611562959194e-06,1.0707917628249681e-06,6.039871374874952e-06,2.2689543575385293e-06,4.841708780161391e-06,1.630329926555999e-06,5.480333211143921e-06,1.3043584443136535e-06,5.806304693386266e-06,1.4995433858517943e-06,5.611119751848126e-06,1.180944960484232e-06,5.929718177215688e-06,2.0679927974890306e-06,5.04267034021089e-06,1.1051002269906419e-06,6.005562910709278e-06,3.665477256355369e-06,3.4451858813445514e-06,1.270821700304413e-06,5.8398414373955075e-06,3.434022779688688e-06,3.6766403580112322e-06,3.1027545163433032e-06,4.007908621356617e-06,5.2923503549746914e-06,1.8183127827252288e-06,4.595501189491961e-06,2.515161948207959e-06,5.081286999302662e-06,2.0293761383972585e-06,4.903472413441994e-06,2.2071907242579262e-06,4.986613414969576e-06,2.124049722730344e-06,5.056250965452162e-06,2.054412172247758e-06,5.419402151062001e-06,1.691260986637919e-06,5.523146587940968e-06,1.587516549758952e-06,5.243538668710824e-06,1.8671244689890962e-06,5.251785239365032e-06,1.8588778983348882e-06,5.362666735336808e-06,1.7479964023631123e-06,5.232259390007588e-06,1.8784037476923324e-06,5.135561932847155e-06,1.9751012048527653e-06,4.545832080822029e-06,2.5648310568778916e-06,5.098087466249335e-06,2.0125756714505855e-06
-0.6016839332082371,-0.6011471231996092,-0.3419062476784055,0.6173278566379925,-1.6735978370775,-0.7384224495618342,1.1479336244088152,-1.57424234048211e-07,3.774372880076151e-06,1.1398019814040008e-06,2.477146664623939e-06,1.0707917628249681e-06,2.546156883202972e-06,2.269252245224185e-06,1.347696400803755e-06,1.5906434746470093e-06,2.026305171380931e-06,2.907724105250183e-06,7.092245407777571e-07,2.4055668680202606e-06,1.2113817780076793e-06,4.427571962204401e-06,8.106233161764613e-07,3.201099435056985e-06,4.1584921097095503e-07,3.7170140043598295e-06,1.0006535833188955e-07,3.040377916792394e-06,5.76570729235546e-07,5.428767146495907e-06,1.811818500467967e-06,2.7185881732489107e-06,8.983604727790292e-07,3.1247947143031487e-06,4.921539317247913e-07,4.644619754876559e-06,1.0276711088486187e-06,5.2589205052771635e-06,1.6419718592492236e-06,4.5832409125188074e-06,9.662922664908675e-07,3.8860721736707905e-06,2.6912352764285057e-07,4.058100553680093e-06,4.4115190765215294e-07,4.146312889002736e-06,5.293642429747961e-07,4.853632414808208e-06,1.236683768780268e-06,4.889553731389276e-06,1.2726050853613358e-06,4.818723221910606e-06,1.2017745758826658e-06,4.673154060226377e-06,1.0562054141984375e-06,4.7851535568623185e-06,1.1682049108343786e-06,4.287211132686299e-06,6.702624866583587e-07,4.076275996582167e-06,4.593273505542267e-07,4.305771785318744e-06,6.888231392908045e-07,4.366467332083959e-06,7.49518686056019e-07
0.5485540605181589,-0.9927000537619833,0.7210577769355724,0.13024370379350786,-1.4069177862045856,-1.163404285199698,-0.5228779470136302,-1.0023633623587254e-06,1.0138375947456373e-06,1.1398019814040008e-06,1.128327749017089e-06,1.0707917628249681e-06,1.0593175304380562e-06,1.3849922812714174e-07,1.2702499574022987e-07,6.988351301137537e-07,6.873608977268418e-07,1.4178069650566716e-06,1.4063327326697597e-06,1.61731939401991e-06,1.605845161632998e-06,3.8656487906071014e-07,3.7509064667379827e-07,4.955754451944283e-07,4.841012128075164e-07,9.502332561615755e-08,8.354909322924568e-08,1.4184302699477408e-06,1.406956037560829e-06,-8.870145330367831e-07,8.984887654236949e-07,8.622472639824008e-07,8.507730315954889e-07,-2.8676507298828616e-08,4.015073968574049e-08,1.143225831005907e-06,1.131751598618995e-06,1.1478790974270341e-06,1.1364048650401223e-06,1.1336916449930293e-06,1.1222174126061174e-06,1.1550763442252628e-06,1.143602111838351e-06,1.148778430560841e-06,1.1373041981739292e-06,1.1462347706957032e-06,1.1347605383087913e-06,6.392354750732973e-07,6.277612426863854e-07,2.1265664313826844e-07,2.0118241075135657e-07,2.0812943763640203e-07,1.9665520524949015e-07,-1.0156375008780345e-07,1.1303798247471532e-07,-1.4647599080893778e-08,2.6121831467805652e-08,4.673794257376414e-08,3.526371018685226e-08,3.680660363968261e-07,3.5659180400991423e-07,4.5429305925558653e-07,4.4281882686867466e-07,4.705205061030508e-07,4.5904627371613894e-07
-0.5861714240469585,2.3350674290348596,-0.3464546399971662,0.30212484200418105,-0.6406143751496834,-1.2778485031765383,1.6303278827985166,6.178686086296922e-06,1.520770172828592e-06,1.1398019814040008e-06,3.518113932064329e-06,1.0707917628249681e-06,3.587124150643362e-06,2.246822934910754e-06,2.4110929785575758e-06,1.681657517123848e-06,2.976258396344482e-06,1.717250383623416e-06,2.940665529844914e-06,1.8222767448824455e-06,2.8356391685858844e-06,1.999543182345803e-06,2.658372731122527e-06,2.4242389761592565e-06,2.2336769373090734e-06,3.836483848361406e-06,8.214320651069236e-07,2.1455814281825053e-06,2.5123344852858246e-06,2.022362654814881e-06,2.635553258653449e-06,1.6944815502602016e-06,2.9634343632081284e-06,2.0292433827171667e-06,2.6286725307511632e-06,2.2644952154066578e-06,2.393420698061672e-06,2.4626216007808546e-06,2.1952943126874753e-06,2.4230405688668807e-06,2.234875344601449e-06,3.319443211811251e-06,1.338472701657079e-06,3.3838152247275567e-06,1.2741006887407733e-06,3.3122432904627446e-06,1.3456726230055853e-06,2.33228552343693e-06,2.3256303900314e-06,2.713283706445362e-06,1.9446322070229678e-06,2.6896467800274595e-06,1.9682691334408705e-06,2.519207722920392e-06,2.138708190547938e-06,2.5444815999680687e-06,2.1134343135002613e-06,3.898200277411287e-06,7.597156360570427e-07,3.6908167206911712e-06,9.670991927771587e-07,5.26450247197653e-06,6.065865585082003e-07,4.648304051289515e-06,9.611862178815348e-09
-0.35323092905510656,-0.7098255284827545,0.8681376110510418,1.644882938821155,-1.4082600402355385,0.7271897835350662,-0.5278542411497879,-3.919433242111429e-07,3.9267912176222614e-07,1.1398019814040008e-06,1.1390661838529176e-06,1.0707917628249681e-06,1.0700559652738849e-06,1.8618655004856458e-06,1.8611297029345626e-06,1.4236566126183349e-06,1.4229208150672516e-06,2.129371565592028e-06,2.128635768040945e-06,2.1197392560474553e-06,2.1190034584963723e-06,2.336454439825189e-06,2.335718642274106e-06,1.954741370974286e-06,1.954005573423203e-06,2.1233975812931563e-06,2.122661783742073e-06,2.2352099551601367e-06,2.2344741576090537e-06,2.0729001610147093e-06,2.072164363463626e-06,1.7970626055671054e-06,1.7963268080160222e-06,2.4018735484991807e-07,2.3945155729883484e-07,1.1795051436822635e-06,1.1787693461311802e-06,1.283506784487937e-06,1.2827709869368538e-06,1.1999009026976623e-06,1.199165105146579e-06,1.1601237814803705e-06,1.1593879839292873e-06,1.1748943155916625e-06,1.1741585180405792e-06,1.1758093747412721e-06,1.175073577190189e-06,7.375718010270117e-07,7.368360034759285e-07,2.438693057788874e-07,2.4313350822780416e-07,1.8916837506307576e-07,1.8843257751199254e-07,1.460509034560356e-07,1.4531510590495238e-07,2.1473040161243499e-07,2.1399460406135176e-07,2.2843943805774893e-07,2.277036405066657e-07,4.6299749699356517e-07,4.6226169944248195e-07,4.438122503596849e-07,4.4307645280860165e-07,4.90177991086541e-07,4.894421935354578e-07
-0.578026583188868,-0.16590938356397922,-1.142872249833309,-0.7309223629504074,-1.4893858597231284,0.747273799806945,0.8078699659701541,7.817831313707681e-07,2.101336014981202e-06,1.1398019814040008e-06,1.743317164947969e-06,1.0707917628249681e-06,1.8123273835270018e-06,2.234885465684576e-06,6.48233680667394e-07,1.5946434588023647e-06,1.2884756875496052e-06,2.5978310177444718e-06,2.8528812860749814e-07,2.2899268189369425e-06,5.931923274150274e-07,3.7827310476268098e-06,8.996119012748399e-07,2.9436514381918078e-06,6.053229183983785e-08,3.6125555448038025e-06,7.294363984518326e-07,3.638588453844891e-06,7.55469307492921e-07,4.292770899365747e-06,1.4096517530137774e-06,3.403248183357855e-06,5.201290370058853e-07,1.706151366715746e-06,1.1769677796362238e-06,3.114131174561763e-06,2.3101202820979312e-07,3.098169035645067e-06,2.150498892930972e-07,3.0632640553620326e-06,1.801449090100627e-07,3.1256447359069876e-06,2.425255895550177e-07,3.1672159474212747e-06,2.8409680106930476e-07,3.074993452899011e-06,1.9187430654704097e-07,3.0835537498064968e-06,2.0043460345452685e-07,4.059765637486768e-06,1.1766464911347982e-06,3.9698087360915406e-06,1.0866895897395707e-06,3.65869141914225e-06,7.755722727902801e-07,3.620334198657592e-06,7.372150523056221e-07,3.6830137119947453e-06,7.998945656427754e-07,3.6041024283826156e-06,7.209832820306457e-07,2.7663893407231423e-06,1.1672980562882762e-07,3.317732204710433e-06,4.3461305835846326e-07
-0.5016031678301726,1.3239019714775146,0.869362319502503,-1.0070680785603063,-0.5634435252651427,0.149884819173591,-0.426944627653945,3.996673914764714e-06,3.7781834429148874e-06,1.1398019814040008e-06,9.213115095541737e-07,1.0707917628249681e-06,8.523012909751411e-07,2.117453209139523e-06,1.8989627372896958e-06,1.6042841561811939e-06,1.3857936843313668e-06,1.6289136707282044e-06,1.4104231988783774e-06,1.7322994576869123e-06,1.5138089858370853e-06,1.7097941996243026e-06,1.4913037277744756e-06,2.1135131415954768e-06,1.8950226697456497e-06,2.3815858989591154e-06,2.1630954271092886e-06,2.8064296178565452e-06,2.5879391460067184e-06,1.541894365402151e-06,1.3234038935523239e-06,2.4508311967442785e-06,2.2323407248944513e-06,6.406858779963826e-07,4.2219540614655557e-07,1.6393730388968217e-06,1.4208825670469947e-06,1.5841723488508449e-06,1.3656818770010178e-06,1.6512565550018773e-06,1.4327660831520502e-06,1.8206094350676847e-06,1.6021189632178577e-06,1.835700434153903e-06,1.617209962304076e-06,1.7842166440709666e-06,1.5657261722211395e-06,1.319461648635085e-06,1.100971176785258e-06,1.4436346076991223e-06,1.2251441358492952e-06,1.455228708304322e-06,1.236738236454495e-06,1.2289228255586933e-06,1.0104323537088662e-06,1.2313160447013079e-06,1.0128255728514808e-06,1.5798899584885505e-06,1.3613994866387234e-06,1.4226775018044547e-06,1.2041870299546276e-06,1.2259486392566062e-06,1.0074581674067792e-06,1.4114472029811772e-06,1.1929567311313502e-06
-0.6047740262729363,0.7279292437644744,0.21177928285619219,-0.8947127864932548,-1.5198960008460192,-1.497886001433528,2.100919681165403,2.7106136206240246e-06,2.962800819010625e-06,1.1398019814040008e-06,4.533612458230649e-06,1.0707917628249681e-06,4.602622676809682e-06,2.273672247304233e-06,3.399742192330417e-06,1.61189509315885e-06,4.0615193464758e-06,2.6984776353387598e-06,2.97493680429589e-06,2.3217798582080045e-06,3.351634581426645e-06,4.057878827262666e-06,1.6155356123719839e-06,3.123283605813886e-06,2.550130833820764e-06,4.903089846146764e-06,7.703245934878857e-07,4.001732508259769e-06,1.671681931374881e-06,4.7284181633603865e-06,9.449962762742632e-07,3.818871440667472e-06,1.854542998967178e-06,3.492140600587039e-06,2.1812738390476107e-06,8.308384368891532e-06,2.634969929256882e-06,7.909775930363864e-06,2.2363614907292142e-06,7.442690356043664e-06,1.769275916409014e-06,8.325853747964595e-06,2.652439308329945e-06,8.15414469487958e-06,2.4807302552449297e-06,8.378465558259092e-06,2.7050511186244425e-06,8.00076723965884e-06,2.327352800024191e-06,7.446768585471319e-06,1.7733541458366693e-06,7.1247434945618405e-06,1.4513290549271908e-06,7.119847865173519e-06,1.4464334255388695e-06,7.309441686255689e-06,1.6360272466210395e-06,7.837013012625475e-06,2.1635985729908255e-06,8.503915954560273e-06,2.830501514925623e-06,9.723857072597374e-06,4.050442632962724e-06,9.934290387415587e-06,4.2608759477809375e-06
3.6896512189997726,-0.959881338244703,0.6086806440236491,1.2177061702218903,0.7478284938731444,-0.7109114460536312,-0.5281951104931589,-9.315432644434469e-07,9.315434938928125e-07,1.1398019814040008e-06,1.1398017519546351e-06,1.0707917628249681e-06,1.0707915333756024e-06,9.207129576011235e-07,9.207127281517579e-07,8.107199225346465e-08,8.107176280409897e-08,1.1485427585652717e-06,1.148542529115906e-06,-1.3288179842546548e-06,1.3288182137040205e-06,1.1577915188372627e-06,1.157791289387897e-06,-2.319774137870145e-08,2.319797082806713e-08,1.0725951960106091e-06,1.0725949665612435e-06,1.1158530279562934e-06,1.1158527985069277e-06,2.178029354776512e-07,2.1780270602828553e-07,5.159435385727276e-07,5.15943309123362e-07,-8.90860675606008e-08,8.908629700996648e-08,1.0916090651873692e-06,1.0916088357380035e-06,1.1189684582296246e-06,1.118968228780259e-06,1.0813581850600004e-06,1.0813579556106347e-06,1.1066371528865676e-06,1.106636923437202e-06,1.0980105634256629e-06,1.0980103339762972e-06,1.099620921287074e-06,1.0996206918377084e-06,5.703705773490707e-07,5.70370347899705e-07,9.280692707015562e-07,9.280690412521905e-07,9.173710724408889e-07,9.173708429915232e-07,-2.531103675673939e-07,2.5311059701675957e-07,-1.5322799939427996e-07,1.5322822884364564e-07,-8.658531920915377e-08,8.658554865851945e-08,2.516099829442146e-07,2.516097534948489e-07,3.3416209933438676e-07,3.341618698850211e-07,3.5482819084048174e-07,3.5482796139111606e-07
3.0111098781005845,-0.8139231619968543,-1.2386960470316755,-0.009685846463450677,-0.8369101780068994,-0.4985678735439701,-0.5281930508611424,-6.165774843852539e-07,6.165821583516818e-07,1.1398019814040008e-06,1.139797307437573e-06,1.0707917628249681e-06,1.0707870888585403e-06,7.641851106046272e-07,7.641804366381993e-07,-1.5916464904227838e-06,1.5916511643892117e-06,1.1769504572978842e-06,1.1769457833314563e-06,-6.972981057470516e-08,6.973448454113302e-08,9.661569788271638e-07,9.66152304860736e-07,-3.0794799747373345e-07,3.079526714401613e-07,4.5765405947814415e-07,4.576493855117163e-07,1.083261692934375e-06,1.0832570189679471e-06,-4.610861888726235e-08,4.6113292853690214e-08,4.786423170403954e-07,4.786376430739675e-07,-8.485729598661129e-08,8.486196995303915e-08,1.108117084250918e-06,1.1081124102844901e-06,1.1043184352496787e-06,1.1043137612832508e-06,1.0962306781004866e-06,1.0962260041340587e-06,1.1213189501187537e-06,1.1213142761523258e-06,1.1123278026973188e-06,1.112323128730891e-06,1.112485601893196e-06,1.112480927926768e-06,5.892019041541499e-07,5.89197230187722e-07,8.170757308781265e-07,8.170710569116986e-07,8.172397564685191e-07,8.172350825020913e-07,-2.1456806856367928e-07,2.1457274253010714e-07,-1.1803062343101313e-07,1.1803529739744099e-07,-5.532364302022802e-08,5.5328316986655885e-08,2.2301624699473557e-07,2.230115730283077e-07,2.957294058622675e-07,2.9572473189583963e-07,3.229482287067007e-07,3.2294355474027284e-07
0.3001060491740162,1.5611782628638167,1.217981105741435,1.0391703219889163,1.0857376179291534,-0.0660577392094953,-0.5258046596077752,4.508696701887633e-06,4.5035380753743914e-06,1.1398019814040008e-06,1.1346433548907585e-06,1.0707917628249681e-06,1.0656331363117258e-06,5.229748812143043e-07,5.17816254701062e-07,1.104304350795787e-06,1.0991457242825448e-06,1.139801993452228e-06,1.1346433669389857e-06,3.688415337499007e-07,3.636829072366584e-07,1.1667473052514984e-06,1.1615886787382562e-06,9.89396750924684e-07,9.842381244114417e-07,1.178374789707391e-06,1.1732161631941488e-06,6.796965783674576e-07,6.745379518542153e-07,1.9003816499516348e-07,1.848795384819212e-07,1.675661241805199e-08,1.159798590480972e-08,-6.522912046168123e-09,1.1681538559410393e-08,1.0737493376906575e-06,1.0685907111774152e-06,1.1028022836467336e-06,1.0976436571334913e-06,1.07614447963067e-06,1.0709858531174278e-06,1.0542199529176503e-06,1.049061326404408e-06,1.0543802900161498e-06,1.0492216635029076e-06,1.0623616739282094e-06,1.0572030474149671e-06,5.68698186577013e-07,5.635395600637707e-07,9.698693280110524e-09,4.540066766868254e-09,-3.3751698585739284e-08,3.8910325098981554e-08,-2.342767200299878e-07,2.3943534654323006e-07,-1.3611684980621007e-07,1.4127547631945234e-07,-1.3103280799650525e-07,1.3619143450974752e-07,-7.032936255236808e-07,7.084522520369231e-07,-6.556031511133775e-07,6.607617776266198e-07,-6.186874123488143e-07,6.238460388620566e-07
