Model,MSE_Train,NMSE_Train,RMSE_Train,MSE_Test,NMSE_Test,RMSE_Test,MSE_Validation,NMSE_Validation,RMSE_Validation
Model_1,8.338864160335104e-12,1.7907584624374537,2.8877091543878003e-06,8.744861283594532e-12,1.8765543422654858,2.957171162377067e-06,1.0010924119641383e-11,1.7667707520203215,3.1640044436823065e-06
Model_2,4.65661022145043e-12,1.0,2.1579180293631245e-06,4.6600629071243555e-12,1.0,2.1587178850244316e-06,5.666226989661099e-12,1.0,2.380383790413029e-06
Model_3,4.661372631718756e-12,1.0010227204,2.1590212207661962e-06,4.664828848524754e-12,1.0010227203999997,2.159821485337331e-06,5.672021955594456e-12,1.0010227204,2.3816007128808256e-06
Model_4,4.214162908854464e-12,0.9049851090052898,2.052842641035709e-06,4.218912261707297e-12,0.905333757460093,2.0539990899967063e-06,5.131290163755064e-12,0.9055920585458173,2.2652351232830254e-06
Model_5,4.198850978571111e-12,0.9016968951425921,2.0491098014921286e-06,4.312506599818993e-12,0.9254181082461324,2.07665755477859e-06,5.069826645977388e-12,0.8947447137624498,2.2516275548983203e-06
Model_6,4.106623379233158e-12,0.8818911577173055,2.0264805400578508e-06,4.387962762175197e-12,0.9416101991813954,2.0947464672783665e-06,5.009819191480284e-12,0.8841543412612075,2.238262538550892e-06
Model_7,3.9411836063401314e-12,0.8463632167848785,1.985241447869788e-06,4.173435463270503e-12,0.8955749195767527,2.042898789287052e-06,4.770365856872389e-12,0.8418945915115391,2.1841167223553755e-06
Model_8,3.717687668338083e-12,0.7983678022293449,1.9281306149579397e-06,4.23435712171251e-12,0.9086480603596526,2.057755360025217e-06,4.574758058008929e-12,0.8073728896417807,2.1388684059588447e-06
Model_9,3.6269052643290074e-12,0.7788724183144767,1.9044435576642873e-06,3.8266510282533905e-12,0.8211586634170033,1.956182769644337e-06,4.387582557289428e-12,0.7743393558527122,2.0946557133069455e-06
Model_10,3.5115196477796596e-12,0.7540935317291597,1.8739049196209661e-06,4.122484190867176e-12,0.8846413177308565,2.03039015730159e-06,4.160569948515149e-12,0.7342751986651342,2.0397475207768115e-06
Model_11,3.434495540243305e-12,0.7375527211666723,1.8532392021116176e-06,3.598706395803642e-12,0.7722441665544687,1.8970256708341197e-06,4.0167772053416765e-12,0.7088980396780614,2.0041899124937428e-06
Model_12,3.301432353018617e-12,0.7089776030234917,1.8169844118810202e-06,3.947302286971311e-12,0.8470491419625756,1.9867818921490377e-06,4.1194543197992096e-12,0.7270189364661505,2.029643889897735e-06
Model_13,3.2170913342075214e-12,0.6908654968346201,1.7936251933465702e-06,3.3839053292266663e-12,0.7261501393153544,1.839539433996093e-06,3.7173389565527356e-12,0.6560518954386386,1.928040185409198e-06
Model_14,2.9265705244627446e-12,0.6284765924752841,1.7107222230574854e-06,4.628035773264584e-09,993.127317270587,6.802966833128458e-05,1.812364622518884e-11,3.1985386851353144,4.257187595724299e-06
Model_15,2.6152111993248647e-12,0.5616126484621865,1.6171614635913338e-06,3.39306617108739e-10,72.81159586708654,1.8420277335282957e-05,1.1593712293030596e-09,204.61079858228595,3.4049540808989766e-05
Model_16,2.5692375490659356e-12,0.5517398766233167,1.602884134635419e-06,6.899058384187555e-11,14.80464646440759,8.306057057465687e-06,1.8315108363214596e-09,323.2328743030119,4.279615445716425e-05
Model_17,2.565144542280157e-12,0.550860909608443,1.6016068625852466e-06,4.022998099208899e-09,863.2926592167876,6.342710855154048e-05,1.1589292989207343e-09,204.53280481621698,3.404305067000803e-05
Model_18,2.535316029816473e-12,0.5444552816848773,1.592267574817899e-06,1.5285064638674148e-09,328.00125112702176,3.909611827109457e-05,1.1839651378695985e-09,208.95123686889434,3.4408794484398876e-05
Model_19,2.4737277111342433e-12,0.5312292834257732,1.5728088603305372e-06,2.025670784718941e-09,434.68743342972334,4.50074525464277e-05,2.5278996560074357e-08,4461.345549022262,0.00015899369974962642
Model_20,2.4561465449522876e-12,0.5274537545870122,1.5672097960873928e-06,1.5142926444267876e-08,3249.5111645632946,0.0001230565985401347,9.601717218728678e-10,169.45521660619113,3.0986637795554195e-05
Model_21,2.0759034859311434e-12,0.44579713293773293,1.440799599504089e-06,4.4163425647200194e-09,947.7002033531063,6.64555683499887e-05,5.720394881822128e-08,10095.597815371439,0.00023917347013877036
Model_22,2.0650147431454077e-12,0.4434587918982409,1.4370159161071974e-06,1.477429816483331e-11,3.1704074514200653,3.843734923851189e-06,8.952487002130767e-12,1.5799732376528426,2.992070688023725e-06
Model_23,2.0556573980190937e-12,0.44144931618923483,1.4337563942382589e-06,1.1129802789943635e-11,2.3883374563309583,3.336135906995342e-06,7.479107595928824e-12,1.3199449315347944,2.7347957137469743e-06
Model_24,1.9779917779703615e-12,0.42477074178526825,1.4064109562892212e-06,3.5258941176806456e-11,7.566194250919274,5.937923978698822e-06,1.1602585275565174e-11,2.0476739277716676,3.406256783562445e-06
Model_25,1.953434767958364e-12,0.41949716103786605,1.3976533074973793e-06,2.566335903963917e-10,55.070842499582454,1.601978746414545e-05,1.819968107344711e-11,3.211957640711398,4.266108422608022e-06
Model_26,1.8578681998016905e-12,0.3989743851103359,1.3630363897569612e-06,3.997305737554877e-11,8.577793513138529,6.322424960056764e-06,1.1103350407829513e-11,1.9595668207590835,3.332169024498834e-06
Model_27,1.7779554232190272e-12,0.38181323724046495,1.3333999487096987e-06,3.5999423568112545e-11,7.725093906581439,5.999951963817089e-06,1.0143566264554489e-11,1.7901800056833201,3.1848965861632757e-06
Model_28,1.7716204038445244e-12,0.38045280141413773,1.3310223153067437e-06,3.779260638796156e-11,8.109891892271198,6.147569144626318e-06,9.69183842602472e-12,1.710457142593999,3.113171763013522e-06
Model_29,1.6405408670663848e-12,0.3523036692032585,1.2808360031894734e-06,9.934614313310501e-11,21.318627047120657,9.967253540123529e-06,1.3943542585202348e-11,2.460816096962667,3.7341053259385105e-06
