Model,MSE_Train,NMSE_Train
Model_1,2651.052991644131,524.0203536771837
Model_2,11.79598749333669,2.331653708059749
Model_3,0.9243301769842229,0.18270771191087015
Model_4,0.8636212244535553,0.17070767763137346
Model_5,0.06332672603978486,0.012517476444711054
Model_6,0.061140657153338364,0.012085367167888212
Model_7,0.06074180340828248,0.012006527747775364
Model_8,0.06047714178375017,0.01195421341134779
Model_9,0.06041679180800039,0.011942284334208825
Model_10,0.06041532515621795,0.011941994428504117
Model_11,0.060295260132527874,0.011918261777223046
Model_12,0.05630805035318953,0.01113013001020838
Model_13,0.056305595677152855,0.011129644806702846
Model_14,0.055791816083353964,0.011028088570255215
Model_15,0.08687866470720558,0.017172870082327884
Model_16,0.08618605067687256,0.01703596453940556
