Model,MSE_Train,NMSE_Train
Model_1,0.17711500113367856,1.629387494260673
Model_2,0.08634768787052599,0.7943643501341231
Model_3,0.07293556033989504,0.6709781167266814
Model_4,0.026019049275159307,0.23936489416556447
Model_5,0.015109994495356945,0.13900593349797682
Model_6,0.01341200654252637,0.12338512036504941
Model_7,0.00807654616028623,0.07430100909666587
Model_8,0.006643991026137693,0.06112207221678632
Model_9,0.0049530249604490695,0.045565857649886465
Model_10,0.0012064668449978848,0.011099014633977744
Model_11,0.0007364378414965314,0.006774934938058173
Model_12,0.00011784889113183869,0.0010841628783198106
Model_13,1.0224332198067854e-05,9.405978552954259e-05
Model_14,9.144775186653379e-06,8.412829083693581e-05
Model_15,9.134268811602038e-06,8.403163636944806e-05
Model_16,5.542169833061279e-06,5.0985755917101037e-05
