complexity,loss,score,equation,sympy_format,lambda_format
1,23933.982,0.0,x4,x4,PySRFunction(X=>x4)
2,20710.97,0.14463577849551448,exp(x4),exp(x4),PySRFunction(X=>exp(x4))
3,13905.403,0.39838604194095395,exp(exp(x2)),exp(exp(x2)),PySRFunction(X=>exp(exp(x2)))
4,3011.7998,1.529739629381278,exp(x4 + x3),exp(x3 + x4),PySRFunction(X=>exp(x3 + x4))
5,3011.7993,1.6601370424159387e-07,exp(x4) * exp(x3),exp(x3)*exp(x4),PySRFunction(X=>exp(x3)*exp(x4))
6,159.41736,2.9387672844009916,exp(x4 + x4) / x2,exp(x4 + x4)/x2,PySRFunction(X=>exp(x4 + x4)/x2)
8,51.479744,0.5651686294609803,exp(x4 * sin(x1)) * exp(x4),exp(x4)*exp(x4*sin(x1)),PySRFunction(X=>exp(x4)*exp(x4*sin(x1)))
11,9.519493,0.5626156062760009,(exp(x4 + x4) * (sin(x1) ^ x0)) - x0,-x0 + exp(x4 + x4)*sin(x1)**x0,PySRFunction(X=>-x0 + exp(x4 + x4)*sin(x1)**x0)
12,5.2086205,0.6030265496481636,((sin(x1) ^ x0) * exp(x4 + x4)) - exp(x2),-exp(x2) + exp(x4 + x4)*sin(x1)**x0,PySRFunction(X=>-exp(x2) + exp(x4 + x4)*sin(x1)**x0)
13,1.692331,1.1242081729052136,((sin(x1) ^ x0) * exp(x4 + x4)) - (x0 ^ x3),-x0**x3 + exp(x4 + x4)*sin(x1)**x0,PySRFunction(X=>-x0**x3 + exp(x4 + x4)*sin(x1)**x0)
14,1.493756,0.12481311510319035,(exp(x4 + x4) * (sin(x1) ^ x0)) - (x3 / sin(x0)),-x3/sin(x0) + exp(x4 + x4)*sin(x1)**x0,PySRFunction(X=>-x3/sin(x0) + exp(x4 + x4)*sin(x1)**x0)
15,0.29836598,1.610728178620856,((sin(x1) ^ x0) * exp(x4 + x4)) - ((x4 * x0) / x1),-x0*x4/x1 + exp(x4 + x4)*sin(x1)**x0,PySRFunction(X=>-x0*x4/x1 + exp(x4 + x4)*sin(x1)**x0)
16,0.105276905,1.0417267844387685,((sin(x1) ^ x0) * (exp(x4) * exp(x4))) - ((x2 * x2) ^ x4),-(x2*x2)**x4 + exp(x4)*exp(x4)*sin(x1)**x0,PySRFunction(X=>-(x2*x2)**x4 + exp(x4)*exp(x4)*sin(x1)**x0)
17,0.10526916,7.357059846735334e-05,((sin(x1) ^ x0) * exp(x4 + x4)) - exp((x4 + x4) * log(x2)),exp(2*x4)*sin(x1)**x0 - exp(2*x4*log(x2)),PySRFunction(X=>exp(2*x4)*sin(x1)**x0 - exp(2*x4*log(x2)))
22,0.087586045,0.036779763430172085,((exp(x4) * exp(x4)) * (sin(x1) ^ x0)) - (((x4 ^ x2) ^ x2) - 0.79424095),-((x4**x2)**x2 - 1*0.79424095) + exp(x4)*exp(x4)*sin(x1)**x0,PySRFunction(X=>-((x4**x2)**x2 - 1*0.79424095) + exp(x4)*exp(x4)*sin(x1)**x0)
25,0.07846139,0.03667167498035861,(exp(x4 - -1.6440241) * x4) - ((exp(x3) * sin(x2)) + (2.1314363 * exp(x0))),x4*exp(x4 - 1*(-1.6440241)) - (2.1314363*exp(x0) + exp(x3)*sin(x2)),PySRFunction(X=>x4*exp(x4 - 1*(-1.6440241)) - (2.1314363*exp(x0) + exp(x3)*sin(x2)))
