Model,MSE_Train,NMSE_Train
Model_1,23933.9831552866,3.7120048329107163
Model_2,20710.970287455642,3.212136538348165
Model_3,13905.402591274318,2.156637333931531
Model_4,3011.79996599851,0.46711054975725474
Model_5,3011.7999659985076,0.4671105497572544
Model_6,159.4172277637918,0.024724573259245174
Model_7,51.47968535372415,0.007984163755356282
Model_8,9.519447680822289,0.0014764043063198982
Model_9,5.208580402130849,0.0008078168811213167
Model_10,1.6923415317754484,0.00026247114423569773
Model_11,1.4937327521043016,0.00023166821664882196
Model_12,0.29837085913333433,4.627537605908359e-05
Model_13,0.10526088638295879,1.6325277595246554e-05
Model_14,0.10526088638295897,1.6325277595246584e-05
Model_15,0.08758657569418828,1.3584107173699308e-05
Model_16,0.07846367907844763,1.2169205353636229e-05
